Source,Target,CN,WCN,AA,PA,Jaccard,Embedding_Cosine,Embedding_L2,Original_Score,Bio_Bonus,Common_Neighbors_Original,Weighted_Common_Neighbors_Original,Bridge_Nodes,Match,RF_Prob,GB_Prob,LR_Prob,ML_Score,Original_Score_Norm,ML_Score_Norm,Final_AI_Score
alexandrium tamarense,sxtg,30,195.0,7.449720186248869,5610,0.22900763358778625,0.2059970498085022,2.0212862491607666,258.36781458742587,37,30,195.0,biosynthesis;cellular toxin;cyanobacteria;cyanobacteria and dinoflagellates;genes involved;genus alexandrium;gymnodinium;gymnodinium catenatum;homologs;involved in stx;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;phylogeny;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;stx synthesis;stx-producing;toxic cyanobacteria;toxic species;toxin production,0,0.9966666666666667,0.9916287345446391,0.9999950989520299,0.9944805438341893,0.6098042803489508,0.9966104356173883,0.7838670502197478
saxitoxin biosynthesis,nitrogen,22,277.0,5.33933979018483,4891,0.1864406779661017,0.21284420788288116,2.0947065353393555,260.4246250665707,31,21,274.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;biosynthesis gene;cyanobacteria;dinoflagellates;metabolic pathways;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellate;producing dinoflagellates;saxitoxin;sxta;sxtg;temperature;toxin content;toxin production,1,0.9766666666666667,0.9924521949342923,0.9985862776401011,0.986751391897823,0.6161166987331225,0.988849628810611,0.7838465172679924
sxta,gonyautoxins,26,240.0,6.119483181396602,11236,0.13978494623655913,0.12816324830055237,2.031327247619629,261.355606356655,37,24,236.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;cellular toxin;dinoflagellates;gene cluster;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;phylogeny;producing dinoflagellates;saxitoxin;strains of alexandrium;toxic dinoflagellate;toxin content;toxin production;toxin profile,0,0.9466666666666667,0.9811880196219198,0.9999419721538096,0.9692548736930076,0.6189739106495513,0.9712814533242493,0.7775123048531655
alexandrium catenella,producing dinoflagellates,25,239.0,5.659442351272396,4420,0.23148148148148148,0.27470844984054565,1.882764458656311,250.94122242355277,30,25,239.0,alexandrium;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genes involved;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxin composition;toxin content;toxin production;toxin profile;toxin synthesis;toxin-producing,0,1.0,0.9936120986058998,0.9987457111956791,0.9966806204225178,0.5870118269934674,0.9988195226560058,0.7723252900416098
paralytic shellfish toxins,pyrodinium bahamense,20,227.0,4.804714952501624,6262,0.09433962264150944,0.2407309114933014,2.056767702102661,246.3922735313953,37,20,227.0,alexandrium;biosynthesis;dinoflagellates;evolution;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;pyrodinium;salinity;saxitoxin;saxitoxin biosynthesis;stx equivalents;stx-producing;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,1,0.9933333333333333,0.9930907901547729,0.9990224925080011,0.9937809776615198,0.5730509546103925,0.9959080043598141,0.7633366269976323
gymnodinium,alexandrium fundyense,26,214.0,5.891343294850062,4590,0.22608695652173913,0.21477611362934113,2.089481830596924,241.12765961444583,30,26,214.0,alexandrium;alexandrium catenella;alexandrium tamarense;biosynthesis;clade;cyanobacteria;dinoflagellates;each toxin;genes involved;genus alexandrium;gonyautoxins;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;strains of alexandrium;sxta;temperature;toxin composition;toxin content;toxin production;toxin profile,0,0.9966666666666667,0.9935371422277268,0.9980400686889874,0.9952392446494289,0.5568936829454137,0.9973722437044458,0.7551090352869783
toxin content,cyanobacteria,27,246.0,6.54125992943976,9657,0.1588235294117647,0.0837305337190628,2.434413433074951,269.5086024421888,36,26,244.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium spp;alexandrium tamarense;biosynthesis;dinoflagellates;gene cluster;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;pyrodinium;saxitoxin;saxitoxin biosynthesis;saxitoxin-producing dinoflagellates;sxta;toxic dinoflagellate;toxin production;toxin synthesis,0,0.76,0.9248011086910474,0.9998527789798827,0.866385832243512,0.6439957213113685,0.8679911100031897,0.7447936462226881
biosynthesis,toxic dinoflagellate,25,212.0,5.992694325016067,4982,0.20491803278688525,0.21075120568275452,2.0727176666259766,224.61114966744867,28,23,204.0,alexandrium;alexandrium catenella;alexandrium minutum;alexandrium tamarense;cellular toxin;cyanobacteria;dinoflagellates;environmental conditions;genus alexandrium;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium bahamense;saxitoxin;stx-producing;sxt gene;sxta;temperature;toxin analogues;toxin composition;toxin content;toxin production,1,0.9966666666666667,0.9935371422277268,0.9996700360583067,0.9954022413863608,0.5062039757074732,0.9975359079972269,0.7273033452378623
gymnodinium,nitrogen,23,224.0,5.1454140129543955,6570,0.16428571428571428,0.1284526139497757,2.1422226428985596,238.0480002652596,30,23,224.0,alexandrium;alexandrium catenella;alexandrium minutum;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin analogues;strains of alexandrium;sxta;sxtg;temperature;toxin composition;toxin content;toxin production;toxin profile,1,0.9,0.9637333625988012,0.9926889080952398,0.9411355721089246,0.547442108048308,0.9430469886724686,0.7254643043291803
gymnodinium catenatum,phosphorus,22,205.0,4.870690489476492,4488,0.18803418803418803,0.18564361333847046,2.1201183795928955,229.46252332008103,32,22,205.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;strains of alexandrium;sxta;sxtg;temperature;toxin composition;toxin content;toxin production;toxin profile,1,0.9533333333333334,0.9857115671677382,0.9809642690293262,0.9722855438201351,0.5210929995353251,0.9743245356113295,0.7250471907695271
toxin production,producing dinoflagellate,29,177.0,7.186371124336626,4601,0.2396694214876033,0.2391514927148819,2.1414337158203125,222.65303065456263,31,26,171.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;homologs;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;sxtg;toxic species;toxin producing;toxin profile;toxin-producing,0,0.9933333333333333,0.9913708005506983,0.999984148560187,0.9930171484647011,0.5001944446492315,0.9951410468878055,0.7229204156565898
alexandrium tamarense,sxt genes,23,217.0,5.792473433086182,4730,0.17692307692307693,0.1569729894399643,2.1469898223876953,226.1948985282043,25,23,217.0,alexandrium;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;freshwater cyanobacteria;genes involved;genus alexandrium;gymnodinium;gymnodinium catenatum;homologs;involved in stx;paralytic shellfish poisoning;phylogeny;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;stx synthesis;stx-producing;sxta;toxic cyanobacteria;toxic species;toxin synthesis,0,0.95,0.9839699616519557,0.999708159319113,0.9719557967578891,0.5110645525695191,0.9739934380645013,0.7193825510422611
toxin production,alexandrium pacificum,15,325.0,3.4174373751017315,2461,0.13043478260869565,0.3132169544696808,1.8073463439941406,242.7235698859437,18,15,325.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;gene cluster;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species;toxin synthesis,1,0.86,0.9407647949952581,0.9411332782194314,0.9084957253195722,0.5617915835733219,0.9102734648472836,0.7186084301466047
alexandrium minutum,pyrodinium,22,145.0,5.359142728154967,2553,0.2619047619047619,0.31878387928009033,2.110868215560913,212.6694567287992,38,22,145.0,alexandrium;cyanobacteria;dinoflagellates;evolution;gene copy;gene copy number;genus alexandrium;gymnodinium;gymnodinium catenatum;light;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;salinity;saxitoxin;saxitoxin biosynthesis;starting gene;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,0,0.9933333333333333,0.9923584679823482,0.9988628401876304,0.9933988513432706,0.46955453094413946,0.9955243130368677,0.7062409328858672
alexandrium tamarense,evolution,28,152.0,7.112760931762061,5830,0.208955223880597,0.17759332060813904,2.319566249847412,213.84221425879812,28,28,152.0,alexandrium;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;freshwater cyanobacteria;genes involved;genus alexandrium;gymnodinium;gymnodinium catenatum;homologs;involved in stx;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;poisoning toxin;producing dinoflagellates;psp toxin profile;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;shellfish poisoning toxin;species of alexandrium;stx-producing;toxin production;toxin profile,0,0.98,0.9826483849475496,0.9999867083701781,0.9833228633107927,0.4731537620194396,0.9854070586276829,0.703667745493149
biosynthesis,pyrodinium,21,150.0,4.969583204447093,3478,0.19090909090909092,0.24352550506591797,2.204622507095337,210.1153184919617,37,21,150.0,alexandrium;clade;cyanobacteria;dinoflagellates;evolution;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis;saxitoxin biosynthetic;stx-producing;sxt genes;sxta;temperature;toxin content;toxin production,1,0.9966666666666667,0.9856286533523634,0.9954747609168259,0.991028469434531,0.4617157974655779,0.9931442231895647,0.700858589041372
cyanobacteria,gonyautoxins,26,192.0,6.397905156740335,9222,0.15568862275449102,0.14138372242450714,2.208315372467041,209.8360277543306,25,23,185.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;environmental conditions;gene cluster;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;saxitoxin-producing dinoflagellates;toxic dinoflagellate;toxin analogues;toxin production,0,0.9933333333333333,0.9875205132562459,0.9999664381485357,0.9910902337763099,0.4608586450907589,0.9932062404882335,0.7004150630196224
alexandrium catenella,sxtg,19,200.0,4.348934125647254,3315,0.1958762886597938,0.23540098965168,1.9278242588043213,215.2500476458688,30,19,200.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gene expression;genes involved;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxin production;toxin synthesis,1,0.9766666666666667,0.9479888086020941,0.9859399764810173,0.9632550686158156,0.4774744485603263,0.9652570759454938,0.6969766308836517
alexandrium minutum,sxt genes,17,249.0,3.8662880605368306,2967,0.17894736842105263,0.19507595896720886,2.0931808948516846,226.1877133067698,26,17,249.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;genes involved;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxic species,1,0.8833333333333333,0.9240177495427182,0.891399408451669,0.9044821489498593,0.5110425008907974,0.9062434508087405,0.6888829283538718
temperature,producing dinoflagellates,23,236.0,5.155666858188944,5304,0.1885245901639344,0.10994040966033936,2.162325143814087,229.9902078812437,23,23,236.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;pyrodinium;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis;toxin composition;toxin content;toxin production;toxin profile,0,0.8133333333333334,0.9307490694628192,0.9846579026637519,0.8891736583311183,0.5227124806487777,0.8908722640118528,0.6883843831621616
alexandrium minutum,pyrodinium bahamense,18,193.0,4.049481383891517,2139,0.2222222222222222,0.2099711000919342,2.226187229156494,222.63584518381984,37,18,193.0,alexandrium;biosynthesis;dinoflagellates;evolution;genus alexandrium;gymnodinium;gymnodinium catenatum;light;paralytic shellfish poisoning;producing dinoflagellates;salinity;saxitoxin;saxitoxin biosynthesis;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,0,0.9133333333333333,0.9244448675152692,0.8364342448136989,0.9111991915723378,0.5001417018795122,0.9129880031910879,0.6859225374697213
alexandrium fundyense,sxtg,20,174.0,4.571163264848749,2601,0.24390243902439024,0.19902586936950684,2.1642966270446777,204.8213034162364,30,20,174.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;genus alexandrium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;toxin production;toxin synthesis,0,0.9566666666666667,0.9816045329856847,0.958312687655944,0.9693002019251036,0.44546829268624355,0.9713269671988743,0.6821046962169275
alexandrium catenella,phosphorus,20,187.0,4.454679147773471,3315,0.20833333333333334,0.20687372982501984,2.0375962257385254,205.2467030331452,31,18,183.0,alexandrium;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;sxta;temperature;toxin composition;toxin content;toxin production;toxin profile,0,0.97,0.9456630233400369,0.9671786016143941,0.9575493718314578,0.44677385797270164,0.9595280113849816,0.6775132270082276
gymnodinium,phosphorus,21,164.0,4.616355711332449,4590,0.175,0.19224300980567932,2.0463669300079346,204.2086407412172,31,21,164.0,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;strains of alexandrium;sxta;sxtg;temperature;toxin composition;toxin content;toxin production;toxin profile,1,0.93,0.9805592723839557,0.9831730430801304,0.960596940499991,0.44358801097224976,0.962588061421725,0.6771380336745136
toxin content,producing dinoflagellate,23,157.0,5.397006273874845,4773,0.17692307692307693,0.15289990603923798,2.3779587745666504,201.2660190946049,30,22,155.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dcstx;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;toxin profile;toxin-producing;toxins were analyzed,0,0.9533333333333334,0.9755105558100196,0.9952555632188775,0.9686141675602309,0.43455700924988383,0.9706381231688409,0.6757935105134145
gymnodinium,phylogeny,25,114.0,5.954674809000465,3060,0.25252525252525254,0.25013113021850586,2.1119022369384766,193.09773779526068,32,25,114.0,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;genus alexandrium;gonyautoxins;horizontal gene;horizontal gene transfer;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;species of alexandrium;sxt genes;sxta;sxtg;toxin content;toxin production;toxin profile,0,1.0,0.9915312055908739,0.9994765178719421,0.9957132545826313,0.4094882877687952,0.9978481949532196,0.6742502460017863
genus alexandrium,phosphorus,22,156.0,4.937109150848541,3672,0.21782178217821782,0.15987353026866913,2.26039719581604,199.23585213309627,31,21,154.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium spp;alexandrium tamarense;biosynthesis;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;temperature;toxin composition;toxin content;toxin production;toxin profile,0,0.96,0.9779272895518478,0.9702865646843407,0.969992301244358,0.4283263606895491,0.9720219010224111,0.672989353839337
alexandrium pacificum,cyanobacteria,16,239.0,3.8198669794835762,2001,0.1702127659574468,0.3164498209953308,2.0353400707244873,200.83773841459188,17,16,239.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;gene cluster;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;produce saxitoxin;saxitoxin;saxitoxin biosynthesis;sxta;toxic species;toxin synthesis,1,0.91,0.9812684087231717,0.9689843000159576,0.9515326343631816,0.433242601886876,0.9534866322682523,0.6673524155584953
toxic dinoflagellate,phosphorus,23,157.0,5.60870646471709,2703,0.2839506172839506,0.27235496044158936,2.0715103149414062,185.0699874891797,24,21,152.0,alexandrium;alexandrium minutum;alexandrium spp;alexandrium tamarense;cellular toxin;dinoflagellates;environmental conditions;gonyautoxins;growth and toxin;growth and toxin production;light;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;temperature;toxin composition;toxin content;toxin production;toxin profile,0,1.0,0.9939529664618414,0.9991231384523825,0.996888797076159,0.38485086048540507,0.9990285519005971,0.6612308216222416
cyanobacteria,phosphorus,22,146.0,5.3552518974774355,4437,0.1896551724137931,0.1658378392457962,2.318627119064331,187.5194539620978,29,20,142.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium spp;alexandrium tamarense;biosynthesis;dinoflagellates;environmental conditions;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin-producing dinoflagellates;sxta;sxta and sxtg;sxtg;toxin production,0,0.9733333333333334,0.9826483849475496,0.9979161019941267,0.9804491360065208,0.392368352909641,0.9825215619254017,0.6579372969667334
alexandrium tamarense,alexandrium ostenfeldii,22,163.0,5.320153268012742,4290,0.1746031746031746,0.22513164579868317,2.1937026977539062,185.81897219468576,20,22,163.0,alexandrium;alexandrium minutum;alexandrium spp;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;salinity;saxitoxin;strains of alexandrium;temperature;toxic alexandrium;toxic algae;toxic species;toxin content;toxin production;toxin profile;toxin-producing,0,0.9633333333333334,0.9900910419870176,0.9988106863962241,0.9802599229664646,0.3871495189531825,0.9823315739601903,0.654981443706336
saxitoxin biosynthesis,sxta and sxtg,22,114.0,5.367670458756089,2010,0.29333333333333333,0.45178622007369995,1.8390904664993286,181.03802459993148,30,22,114.0,alexandrium;alexandrium minutum;biosynthesis;biosynthesis gene;cyanobacteria;dinoflagellates;gene expression;genes involved;homologs;involved in stx;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxic species;toxin production;toxin synthesis,1,1.0,0.9957188388770961,0.9997803324282128,0.9978374526813694,0.37247663499187744,0.9999810927406295,0.6548536409788159
toxin content,sxtg,20,176.0,4.617014379357282,5661,0.14184397163120568,0.11994338780641556,2.201120615005493,224.37655863077825,39,20,176.0,alexandrium;alexandrium minutum;biosynthesis;cellular toxin;dinoflagellates;gene expression;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;phylogeny;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;toxin production;toxin synthesis,0,0.7,0.8965475789908516,0.9883340040915198,0.8271071899045778,0.5054840081714969,0.8285516013307435,0.6508644250931579
