paper_id,year,group,source,entity_text,entity_normalized,entity_type,relation_hint,start,end,context,entity_original_before_strict_norm
P055,2015,train,abstract,saxitoxin,saxitoxin,TOXIN,,958,967,"ulfocarbamoyl toxins (C1/2); significant differences, however, in the composition (e.g., absence of saxitoxin, gonyautoxin 2/3 and neosaxitoxin) were revealed in our confirmatory analysis. The LC-MS/MS analyse",saxitoxin
P055,2015,train,abstract,paralytic shellfish toxin,paralytic shellfish toxins,TOXIN,,4,29,The paralytic shellfish toxin (PST) profiles of Gymnodinium catenatum Graham have been reported for several strains from the Paci,paralytic shellfish toxins
P055,2015,train,abstract,PST,paralytic shellfish toxins,TOXIN,,31,34,The paralytic shellfish toxin (PST) profiles of Gymnodinium catenatum Graham have been reported for several strains from the Pacific c,paralytic shellfish toxins
P055,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,969,980,"yl toxins (C1/2); significant differences, however, in the composition (e.g., absence of saxitoxin, gonyautoxin 2/3 and neosaxitoxin) were revealed in our confirmatory analysis. The LC-MS/MS analyses also indica",gonyautoxin
P055,2015,train,abstract,neosaxitoxin,neosaxitoxin,TOXIN,,989,1001,"gnificant differences, however, in the composition (e.g., absence of saxitoxin, gonyautoxin 2/3 and neosaxitoxin) were revealed in our confirmatory analysis. The LC-MS/MS analyses also indicated at least seven pu",neosaxitoxin
P055,2015,train,abstract,toxin profiles,toxin profile,TOXIN,,377,391,he quantity of each toxin depended on the growth phase and culture conditions. Previous analysis of toxin profiles of G. catenatum isolated from Mexico have been based on post-column oxidation liquid chromatography,toxin profiles
P055,2015,train,abstract,toxin profile,toxin profile,TOXIN,,676,689,"y, leading to misinterpretation of toxin composition. We describe, for the first time, the complete toxin profile for several G. catenatum strains from diverse locations of the Pacific coast of Mexico. The new res",toxin profile
P055,2015,train,abstract,toxin profile,toxin profile,TOXIN,,1183,1196,"at least seven putative benzoyl toxin analogues and provided support for their existence. This new toxin profile shows a high similarity (> 80%) to the profiles reported from several regions around the world, sug",toxin profile
P055,2015,train,abstract,toxin composition,toxin composition,TOXIN,,611,628,"etection (LC-FLD), a method prone to artefacts and non-specificity, leading to misinterpretation of toxin composition. We describe, for the first time, the complete toxin profile for several G. catenatum strains from",toxin composition
P057,2015,train,title,Gymnodinium catenatum,Gymnodinium catenatum,SPECIES,,17,38,"Toxin profile of Gymnodinium catenatum (Dinophyceae) from the Portuguese coast, as determined by liquid chromatography tandem mass spectro",Gymnodinium catenatum
P057,2015,train,title,Gymnodinium,Gymnodinium,TAXON_GROUP,,17,28,"Toxin profile of Gymnodinium catenatum (Dinophyceae) from the Portuguese coast, as determined by liquid chromatography tandem ma",Gymnodinium
P057,2015,train,title,Toxin profile,toxin profile,TOXIN,,0,13,"Toxin profile of Gymnodinium catenatum (Dinophyceae) from the Portuguese coast, as determined by liquid chromatog",Toxin profile
P057,2015,train,abstract,Gymnodinium catenatum,Gymnodinium catenatum,SPECIES,,26,47,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for man,Gymnodinium catenatum
P057,2015,train,abstract,Gymnodinium catenatum,Gymnodinium catenatum,SPECIES,,289,310,"tion of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Portuguese coast throughout the late 1980s and early 1990s, but w",Gymnodinium catenatum
P057,2015,train,abstract,G. catenatum,Gymnodinium catenatum,SPECIES,,460,472,"t throughout the late 1980s and early 1990s, but was absent between 1995 and 2005. Since this time, G. catenatum blooms have been recurrent, causing contamination of fishery resources along the Atlantic coast of",Gymnodinium catenatum
P057,2015,train,abstract,G. catenatum,Gymnodinium catenatum,SPECIES,,641,653,es along the Atlantic coast of Portugal. The aim of this study was to evaluate the toxin profile of G. catenatum isolated from the Portuguese coast before and after the 10-year hiatus to determine changes and pot,Gymnodinium catenatum
P057,2015,train,abstract,G. catenatum,Gymnodinium catenatum,SPECIES,,1281,1293,"Neo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known hydroxy benzoate derivatives, G. catenatum toxin 1 (GC1), GC2 and GC3, were confirmed in cultured and wild strains of G. catenatum. Moreover,",Gymnodinium catenatum
P057,2015,train,abstract,G. catenatum,Gymnodinium catenatum,SPECIES,,1369,1381,"erivatives, G. catenatum toxin 1 (GC1), GC2 and GC3, were confirmed in cultured and wild strains of G. catenatum. Moreover, two presumed N-hydroxylated analogues of GC2 and GC3, designated GC5 and GC6, are report",Gymnodinium catenatum
P057,2015,train,abstract,G. catenatum,Gymnodinium catenatum,SPECIES,,1551,1563,"gnated GC5 and GC6, are reported. This work contributes to our understanding of the toxigenicity of G. catenatum in the coastal waters of Portugal and provides valuable information on emerging PST classes that ma",Gymnodinium catenatum
P057,2015,train,abstract,dinoflagellate,dinoflagellates,TAXON_GROUP,,11,25,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Por,dinoflagellate
P057,2015,train,abstract,marine dinoflagellate,dinoflagellates,TAXON_GROUP,,4,25,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Por,marine dinoflagellate
P057,2015,train,abstract,Gymnodinium,Gymnodinium,TAXON_GROUP,,26,37,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese wate,Gymnodinium
P057,2015,train,abstract,Gymnodinium,Gymnodinium,TAXON_GROUP,,289,300,"tion of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Portuguese coast throughout the late 1980s and early 19",Gymnodinium
P057,2015,train,abstract,saxitoxin,saxitoxin,TOXIN,,1134,1143,"logues (C1-4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, thre",saxitoxin
P057,2015,train,abstract,paralytic shellfish toxins,paralytic shellfish toxins,TOXIN,,223,249,"ortuguese waters for many years. PSP syndrome is caused by consumption of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Port",paralytic shellfish toxins
P057,2015,train,abstract,PST,paralytic shellfish toxins,TOXIN,,967,970,") was utilized to determine the presence of any known and emerging PSTs in sample extracts. Several PST derivatives were identified, including the N-sulfocarbamoyl analogues (C1-4), gonyautoxin 5 (GTX5),",paralytic shellfish toxins
P057,2015,train,abstract,PST,paralytic shellfish toxins,TOXIN,,1644,1647,ity of G. catenatum in the coastal waters of Portugal and provides valuable information on emerging PST classes that may be relevant for routine monitoring programs tasked with the prevention and control,paralytic shellfish toxins
P057,2015,train,abstract,PSTs,paralytic shellfish toxins,TOXIN,,251,255,"ars. PSP syndrome is caused by consumption of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Portuguese",paralytic shellfish toxins
P057,2015,train,abstract,PSTs,paralytic shellfish toxins,TOXIN,,934,938,"em mass spectrometry (HILIC-MS/MS) was utilized to determine the presence of any known and emerging PSTs in sample extracts. Several PST derivatives were identified, including the N-sulfocarbamoyl analogu",paralytic shellfish toxins
P057,2015,train,abstract,paralytic shellfish poisoning,paralytic shellfish poisoning,TOXIN,,73,102,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years. PSP syndrome is caused by consumption of seafo,paralytic shellfish poisoning
P057,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,104,107,marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years. PSP syndrome is caused by consumption of seafood co,paralytic shellfish poisoning
P057,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,156,159,"associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years. PSP syndrome is caused by consumption of seafood contaminated with paralytic shellfish toxins (PSTs), a",paralytic shellfish poisoning
P057,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,1049,1060,"extracts. Several PST derivatives were identified, including the N-sulfocarbamoyl analogues (C1-4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarba",gonyautoxin
P057,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,1071,1082,"derivatives were identified, including the N-sulfocarbamoyl analogues (C1-4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcN",gonyautoxin
P057,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,1202,1213,"bamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known hydroxy benzoate derivatives, G. catenatum toxin 1 (GC1), GC2",gonyautoxin
P057,2015,train,abstract,neosaxitoxin,neosaxitoxin,TOXIN,,1165,1177,"TX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known hydroxy benzoate derivativ",neosaxitoxin
P057,2015,train,abstract,dcSTX,dcSTX,TOXIN,,1145,1150,"4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known",dcSTX
P057,2015,train,abstract,toxin profile,toxin profile,TOXIN,,624,637,f fishery resources along the Atlantic coast of Portugal. The aim of this study was to evaluate the toxin profile of G. catenatum isolated from the Portuguese coast before and after the 10-year hiatus to determine,toxin profile
P057,2015,train,abstract,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years.,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years.,FINDING_SENTENCE,ASSOCIATED_WITH,0,155,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years.,The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years.
P057,2015,train,abstract,This work contributes to our understanding of the toxigenicity of G.,This work contributes to our understanding of the toxigenicity of G.,FINDING_SENTENCE,INVOLVED_IN,0,68,This work contributes to our understanding of the toxigenicity of G.,This work contributes to our understanding of the toxigenicity of G.
P058,2015,train,title,Alexandrium ostenfeldii,Alexandrium ostenfeldii,SPECIES,,37,60,"Differences in the toxin profiles of Alexandrium ostenfeldii (Dinophyceae) strains isolated from different geographic origins: Evidence of paralytic toxin, spir",Alexandrium ostenfeldii
P058,2015,train,title,Alexandrium,Alexandrium,TAXON_GROUP,,37,48,Differences in the toxin profiles of Alexandrium ostenfeldii (Dinophyceae) strains isolated from different geographic origins: Evidence of paralytic,Alexandrium
P058,2015,train,title,toxin profiles,toxin profile,TOXIN,,19,33,Differences in the toxin profiles of Alexandrium ostenfeldii (Dinophyceae) strains isolated from different geographic origins: Eviden,toxin profiles
P058,2015,train,abstract,Alexandrium ostenfeldii,Alexandrium ostenfeldii,SPECIES,,64,87,"Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spirolides (SPXs) a",Alexandrium ostenfeldii
P058,2015,train,abstract,A. ostenfeldii,Alexandrium ostenfeldii,SPECIES,,261,275,"oxins, spirolides (SPXs) and gymnodimines (GYMs). In this study we characterized and compared three A. ostenfeldii strains isolated from the Baltic, Mediterranean, and southern Chile Seas with respect to their toxi",Alexandrium ostenfeldii
P058,2015,train,abstract,dinoflagellates,dinoflagellates,TAXON_GROUP,,22,37,"Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic she",dinoflagellates
P058,2015,train,abstract,Alexandrium,Alexandrium,TAXON_GROUP,,51,62,"Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) to",Alexandrium
P058,2015,train,abstract,Alexandrium,Alexandrium,TAXON_GROUP,,64,75,"Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spiroli",Alexandrium
P058,2015,train,abstract,saxitoxin,saxitoxin,TOXIN,,648,657,"outhern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was",saxitoxin
P058,2015,train,abstract,STX,saxitoxin,TOXIN,,659,662,"le and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much",saxitoxin
P058,2015,train,abstract,paralytic shellfish poisoning,paralytic shellfish poisoning,TOXIN,,124,153,"noflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spirolides (SPXs) and gymnodimines (GYMs). In this study we characterized and compare",paralytic shellfish poisoning
P058,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,155,158,"andrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spirolides (SPXs) and gymnodimines (GYMs). In this study we characterized and compared thr",paralytic shellfish poisoning
P058,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,521,524,nalyses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three strains. The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyauto,paralytic shellfish poisoning
P058,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,684,687,"e largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the B",paralytic shellfish poisoning
P058,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,616,627,"The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (10",gonyautoxin
P058,2015,train,abstract,GTX,gonyautoxins,TOXIN,,629,632,"n profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83",GTX
P058,2015,train,abstract,GTX,gonyautoxins,TOXIN,,637,640,"es of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15",GTX
P058,2015,train,abstract,toxin profiles,toxin profile,TOXIN,,371,385,"ldii strains isolated from the Baltic, Mediterranean, and southern Chile Seas with respect to their toxin profiles, morphology, and phylogeny. Toxin analyses by HPLC-FD and LC-HRMS revealed differences in the toxin",toxin profiles
P058,2015,train,abstract,toxin profiles,toxin profile,TOXIN,,480,494,"files, morphology, and phylogeny. Toxin analyses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three strains. The PSP toxin profiles of the southern Chile and Baltic strains were largely",toxin profiles
P058,2015,train,abstract,toxin profiles,toxin profile,TOXIN,,525,539,"ses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three strains. The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GT",toxin profiles
P058,2015,train,abstract,toxin profiles,toxin profile,TOXIN,,1220,1234,is based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades. The toxin profiles determined in this study provide further evidence of the taxonomic complexity of this species.,toxin profiles
P058,2015,train,abstract,toxin content,toxin content,TOXIN,,688,701,"rgely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (",toxin content
P058,2015,train,abstract,toxin-producing,toxin-producing,TOXIN_PHENOTYPE,,6,21,"Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produ",toxin-producing
P058,2015,train,abstract,phylogeny,phylogeny,EVOLUTIONARY_PROCESS,,403,412,"altic, Mediterranean, and southern Chile Seas with respect to their toxin profiles, morphology, and phylogeny. Toxin analyses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three stra",phylogeny
P058,2015,train,abstract,Phylogenetic analysis,Phylogenetic analysis,EVOLUTIONARY_PROCESS,,1101,1122,xin expressed by the Mediterranean strain was 13-desmethyl SPX-C (13dMeC; 2.85 ± 4.76 pg cell(-1)). Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades. The to,Phylogenetic analysis
P058,2015,train,abstract,"The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1)).","The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1)).",FINDING_SENTENCE,INCREASES,0,309,"The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1)).","The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1))."
P058,2015,train,abstract,Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades.,Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades.,FINDING_SENTENCE,EVOLUTIONARY_LINK,0,114,Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades.,Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades.
P080,2015,train,title,Alexandrium ostenfeldii,Alexandrium ostenfeldii,SPECIES,,135,158,Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,Alexandrium ostenfeldii
P080,2015,train,title,Dinoflagellate,dinoflagellates,TAXON_GROUP,,120,134,ial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,Dinoflagellate
P080,2015,train,title,Alexandrium,Alexandrium,TAXON_GROUP,,135,146,Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,Alexandrium
P080,2015,train,title,Toxin Production,toxin production,TOXIN,,96,112,A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,Toxin Production
P080,2015,train,title,Temperature,Temperature,ENV_FACTOR,,57,68,A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the,Temperature
P080,2015,train,title,Salinity,Salinity,ENV_FACTOR,,73,81,A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,Salinity
P080,2015,train,abstract,Alexandrium ostenfeldii,Alexandrium ostenfeldii,SPECIES,,0,23,Alexandrium ostenfeldii is present in a wide variety of environments in coastal areas worldwide and is the only dinoflagell,Alexandrium ostenfeldii
P080,2015,train,abstract,A. ostenfeldii,Alexandrium ostenfeldii,SPECIES,,301,315,"two types of cyclic imines, spirolides (SPXs) and gymnodimines (GYMs). The increasing frequency of A. ostenfeldii blooms in the Baltic Sea has been attributed to the warming water in this region. To learn more abo",Alexandrium ostenfeldii
P080,2015,train,abstract,A. ostenfeldii,Alexandrium ostenfeldii,SPECIES,,485,499,"this region. To learn more about the optimal environmental conditions favoring the proliferation of A. ostenfeldii and its complex toxicity, the effects of temperature and salinity on the kinetics of both the growt",Alexandrium ostenfeldii
P080,2015,train,abstract,A. ostenfeldii,Alexandrium ostenfeldii,SPECIES,,769,783,"actorial design and a response-surface analysis (RSA). The results showed that the growth of Baltic A. ostenfeldii occurs over a wide range of temperatures and salinities (12.5-25.5°C and 5-21, respectively), with",Alexandrium ostenfeldii
P080,2015,train,abstract,A. ostenfeldii,Alexandrium ostenfeldii,SPECIES,,1777,1791,pectively. The ecological implications of the optimal conditions for growth and toxin production of A. ostenfeldii in the Baltic Sea are discussed.,Alexandrium ostenfeldii
P080,2015,train,abstract,dinoflagellate,dinoflagellates,TAXON_GROUP,,112,126,ostenfeldii is present in a wide variety of environments in coastal areas worldwide and is the only dinoflagellate known species that produces paralytic shellfish poisoning (PSP) toxins and two types of cyclic imin,dinoflagellate
P080,2015,train,abstract,dinoflagellate,dinoflagellates,TAXON_GROUP,,1504,1518,majority of the cases was concomitant with both the exponential growth and stationary phases of the dinoflagellate's growth cycle. Toxin concentrations were maximal at temperatures and salinities of 20.9°C and 17 f,dinoflagellate
P080,2015,train,abstract,Alexandrium,Alexandrium,TAXON_GROUP,,0,11,Alexandrium ostenfeldii is present in a wide variety of environments in coastal areas worldwide and is the only,Alexandrium
P080,2015,train,abstract,saxitoxin,saxitoxin,TOXIN,,1270,1279,"is species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temperature and salinity cond",saxitoxin
P080,2015,train,abstract,STX,saxitoxin,TOXIN,,1281,1284,"in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temperature and salinity condition",saxitoxin
P080,2015,train,abstract,paralytic shellfish poisoning,paralytic shellfish poisoning,TOXIN,,155,184,"environments in coastal areas worldwide and is the only dinoflagellate known species that produces paralytic shellfish poisoning (PSP) toxins and two types of cyclic imines, spirolides (SPXs) and gymnodimines (GYMs). The increas",paralytic shellfish poisoning
P080,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,186,189,"worldwide and is the only dinoflagellate known species that produces paralytic shellfish poisoning (PSP) toxins and two types of cyclic imines, spirolides (SPXs) and gymnodimines (GYMs). The increasing f",paralytic shellfish poisoning
P080,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,1216,1219,"into the autecology and population distribution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C ana",paralytic shellfish poisoning
P080,2015,train,abstract,PSP,paralytic shellfish poisoning,TOXIN,,1662,1665,"aximal at temperatures and salinities of 20.9°C and 17 for the GYM-A analogue and > 19°C and 15 for PSP toxins, respectively. The ecological implications of the optimal conditions for growth and toxin pr",paralytic shellfish poisoning
P080,2015,train,abstract,gonyautoxin,gonyautoxins,TOXIN,,1238,1249,"nd population distribution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all",gonyautoxin
P080,2015,train,abstract,GTX,gonyautoxins,TOXIN,,1251,1254,"distribution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temp",GTX
P080,2015,train,abstract,GTX,gonyautoxins,TOXIN,,1259,1262,"ution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temperature",GTX
P080,2015,train,abstract,toxin production,toxin production,TOXIN,,613,629,"ex toxicity, the effects of temperature and salinity on the kinetics of both the growth and the net toxin production of this species were examined using a factorial design and a response-surface analysis (RSA). The r",toxin production
P080,2015,train,abstract,toxin production,toxin production,TOXIN,,1757,1773,"for PSP toxins, respectively. The ecological implications of the optimal conditions for growth and toxin production of A. ostenfeldii in the Baltic Sea are discussed.",toxin production
P080,2015,train,abstract,temperature,temperature,ENV_FACTOR,,541,552,"al conditions favoring the proliferation of A. ostenfeldii and its complex toxicity, the effects of temperature and salinity on the kinetics of both the growth and the net toxin production of this species were e",temperature
P080,2015,train,abstract,temperature,temperature,ENV_FACTOR,,923,934,"s and salinities (12.5-25.5°C and 5-21, respectively), with optimal growth conditions achieved at a temperature of 25.5°C and a salinity of 11.2. Together with the finding that a salinity > 21 was the only growt",temperature
