collection,title,abstract,journal,year,paper_id,domain,group
PubMed,Arthrospira platensis Preserves Uterine Function by Modulating Electromechanical Coupling and Redox Pathways During Resistance Training in Female Rats.,"Algae-derived bioactives have emerged as promising nutraceuticals due to their ability to modulate key molecular pathways under physiological stress. Arthrospira platensis (Spirulina), a cyanobacterium widely recognized for its antioxidant and anti-inflammatory properties, is proposed as a functional supplement to preserve smooth muscle physiology. Progressive strength training (PST) can induce oxidative stress and disrupt electromechanical coupling in the uterus, potentially impairing female reproductive function. This study investigated whether supplementation with A. platensis prevents PST-induced uterine dysfunction and elucidated the molecular mechanisms involved. Virgin Wistar rats were divided into five groups: sedentary with saline (GS), sedentary with A. platensis (GAP100), adapted control (GC), PST-trained (GT), and PST-trained with A. platensis (GTAP100). An eight-week water-jump PST protocol was applied. Uterine contractile responses were recorded in isolated organ baths after cumulative KCl stimulation, in the absence or presence of pathway-specific inhibitors targeting nitric oxide synthase, cyclooxygenase, NADPH oxidase, or superoxide dismutase. Histological evaluations of uterine and ovarian tissues were also performed. PST increased contractile efficacy and myometrial thickness, associated with oxidative stress and activation of NO, COX, and NADPH oxidase pathways. Supplementation with A. platensis attenuated these alterations by enhancing NO signaling, stimulating relaxant prostanoids, and reducing superoxide production. These protective effects were abolished by inhibitors, confirming mechanistic involvement. Overall, our findings provide molecular evidence that A. platensis supplementation preserves uterine smooth muscle physiology under high-intensity resistance training, supporting its potential as a nutraceutical strategy for female reproductive health.",,2025,41373596,cyanobacteria,cyano_train
PubMed,Nutrient-driven regulation of saxitoxin gene expression and toxin production in Raphidiopsis raciborskii (Cyanobacteria).,"Raphidiopsis raciborskii is a diazotrophic cyanobacterium, globally distributed in aquatic environments and known for forming toxic blooms, thereby affecting ecosystem services. South American strains are producers of saxitoxins, potent neurotoxins harmful to humans and animals. This study examined the effect of nutrient availability on saxitoxin production in two toxic R. raciborskii strains. Reverse transcription-quantitative polymerase chain reaction (RT-qPCR) was used to investigate the transcriptional response of the saxitoxin sxtA4 gene under nitrogen and phosphorus gradients and the intracellular toxin concentration was measured by high performance liquid chromatography (HPLC). Results showed that the sxtA4 gene expression was generally upregulated at lower nutrient conditions. Positive correlations were observed among transcripts of sxtA4 and genes related to metabolic processes (ntcA, nifH, and pstS), an indication that nutrient stress may affect sxt gene regulation. Intracellular saxitoxin concentration increased slightly under moderate nitrogen reduction (10%), although not always significantly. Under phosphorus reduction, despite the observed upregulated transcription of sxtA4, total saxitoxin concentration significantly decreased, a possible consequence of hindered metabolic fitness. Interestingly, nutrient availability also affected the profiles of toxin analogs produced by R. raciborskii. Because different analogs exhibit variable toxicity, the presence of certain variants may enhance the toxic potential of an entire population under shifting environmental stressors. The responses observed in this study indicate the need for further investigations to identify the mechanisms controlling toxicity. This is particularly relevant as nutrient reduction may control cyanobacterial growth but not necessarily their toxin production.",,2025,41334952,cyanobacteria,cyano_train
PubMed,Highly selective and cost-effective impedimetric biosensor for cylindrospermopsin detection using an aptamer-functionalized pencil graphite electrode.,"Nutrient runoff from anthropogenic eutrophication, rising atmospheric CO 2 levels, and global warming have significantly contributed to the proliferation of harmful cyanobacterial blooms in freshwater ecosystems. These blooms release cyanotoxins, such as cylindrospermopsin (CYN), which pose genotoxic and cytotoxic effects. The detection and monitoring of CYN in water are essential for protecting public health and reducing environmental risks. In this study, an electrochemical aptasensor was developed by effective immobilization of CYN-specific aptamer (cynApt) onto a highly conductive pencil graphite electrode (PGE), which offers a sustainable alternative to expensive gold and graphene-based sensors. CYN was detected through electrochemical impedance spectroscopy (EIS) by monitoring changes in charge transfer resistance. The detection limits for CYN using PGE/cynApt electrodes were found to be 0.78 ng mL -1 in deionized water and 0.97 ng mL -1 in lake water, within a linear range of 1-20 ng mL -1 . The selectivity of the biosensor for CYN was also tested against other cyanotoxins, such as okadaic acid and saxitoxin, both in deionized and lake water.",,2026,41224183,cyanobacteria,cyano_train
PubMed,"Diel and spatial variability in cyanobacterial composition, gene abundance, and toxin concentration: a pilot study.","We designed a pilot field study to assess relations between sunlight, cyanobacteria, and cyanotoxins. In 2021, we collected day (07:00 h, 10:00 h, 13:00 h, 16:00 h) and night samples (19:00 h, 22:00 h, 01:00 h, 04:00 h) at two locations in Kabetogama Lake, MN, USA. One sample set was collected from the lakeward end of a boat dock and the other on the nearby shoreline. Cyanobacterial phylogenetic eDNA differences over 24 h (pseudo F = 2.0938, p = 0.127) were not significant. Copies of anatoxin (anaC) and microcystin (mcyE) synthetase genes varied significantly over the sampling times at the dock (Friedman Χ 2 = 15.01, df = 7, p = 0.036; Friedman Χ 2 = 19.22, df = 7, p = 0.008) and the shoreline (Friedman Χ 2 = 19.33, df = 7, p = 0.007; Friedman Χ 2 = 20.56, df = 7, p = 0.005), with the highest anaC counts occurring during the night for both sites. Additionally, the highest total and dissolved microcystin concentrations occurred at night. Despite the proximity of the sampling locations, cyanobacterial phylogenetic eDNA results indicate that the variability between sites (pseudo-F = 27.547, p = 0.001) were greater than temporal differences over 24 h (pseudo F = 2.0938, p = 0.127). Understanding the effect of diel and spatial variability may help researchers and resource managers make informed decisions about sampling and potential exposure.",,2025,41053264,cyanobacteria,cyano_train
PubMed,Protected high-mountain rivers harbor widespread toxic Microcoleus-dominated mats with distinct genetic profiles.,"Toxic Microcoleus remains poorly studied in mountain freshwaters, where cyanotoxins threaten public and ecological health, particularly in protected areas that hold high ecological value and attract a high density of visitors. This study investigated the proliferation of cyanobacterial mats and cyanotoxin production in two high-mountain rivers flowing through a National Park. Our results confirmed the widespread and recurrent proliferation of Microcoleus-dominated mats containing the neurotoxins anatoxin-a and homoanatoxin-a. Mat coverage showed potentially hazardous levels, reaching up to 40-50 % of the riverbed. Comprehensive genetic characterization through metabarcoding sequencing (targeting 16S rRNA and cyanotoxin-biosynthesis genes) revealed a significant differential distribution of Microcoleus genotypes between two adjacent high-mountain rivers, as well as the persistence of the anaF gene from Microcoleus. Although saxitoxins and microcystins were not detected, the sxtA gene closely related to Scytonema and mcyE from Nostoc-like species were occasionally found. This is the first report of abundant proliferations of anatoxin-producing Microcoleus in Spain, broadening research into Southern and Mediterranean Europe, where toxic Microcoleus remains underreported. These results reinforce the importance of genetic analyses as valuable tools for understanding Microcoleus population dynamics. Our findings highlight that toxic mats should be considered a potential threat in minimally impacted mountain freshwaters, especially those frequently visited for their high ecological value.",,2025,40935530,cyanobacteria,cyano_train
PubMed,Climate change will boost the invasion of the harmful cyanobacterium Raphidiopsis raciborskii in South America.,"The invasive cyanobacterium species Raphidiopsis raciborskii was first recorded in the Indo-Malaysian region in 1899, and studies currently report its presence in tropical, subtropical, and temperate environments around the world. In addition to its plasticity in colonizing new environments, R. raciborskii deserves attention for its ability to produce saxitoxin and cylindrospermopsin, which can cause the death of aquatic organisms and harm human health. In this work, we assessed the effect of global climate change towards the end of this century on the potential expansion of R. raciborskii using ecological niche models (ENMs). We applied a set of machine learning algorithms within the ensemble prediction approach to estimate the potential distribution of the species in South America under projected climate change, considering different carbon emission scenarios. In the moderate scenario, the northern Amazon basin, the southern Orinoco basin, and part of the North Atlantic basin showed increased environmental suitability for the species. In the pessimistic scenario, the basin with the greatest increase in suitability was the Paraná-Paraguay basin. Several basins remained highly suitable in both current and future scenarios, especially in Brazil. This study highlights the importance of understanding and addressing the impacts of climate change on the distribution of the invasive species R. raciborskii. South American countries must implement monitoring measures to assess the expansion of blooms of this species, as well as government actions to control water quality, given the strong impact of these organisms on biodiversity and ecosystem services.",,2025,40935520,cyanobacteria,cyano_train
PubMed,"Saxitoxin: A Comprehensive Review of Its History, Structure, Toxicology, Biosynthesis, Detection, and Preventive Implications.","Saxitoxin (STX) is a potent toxin produced by marine dinoflagellates and freshwater or brackish water cyanobacteria, and is a member of the paralytic shellfish toxins (PSTs). As a highly specific blocker of voltage-gated sodium channels (NaVs), STX blocks sodium ion influx, thereby inhibiting nerve impulse transmission and leading to systemic physiological dysfunctions in the nervous, respiratory, cardiovascular, and digestive systems. Severe exposure can lead to paralysis, respiratory failure, and mortality. STX primarily enters the human body through the consumption of contaminated shellfish, posing a significant public health risk as the causative agent of paralytic shellfish poisoning (PSP). Beyond its acute toxicity, STX exerts cascading impacts on food safety, marine ecosystem integrity, and economic stability, particularly in regions affected by harmful algal blooms (HABs). Moreover, the complex molecular structure of STX-tricyclic skeleton and biguanide group-and its diverse analogs (more than 50 derivatives) have made it the focus of research on natural toxins. In this review, we traced the discovery history, chemical structure, molecular biosynthesis, biological enrichment mechanisms, and toxicological actions of STX. Moreover, we highlighted recent advancements in the potential for detection and treatment strategies of STX. By integrating multidisciplinary insights, this review aims to provide a holistic understanding of STX and to guide future research directions for its prevention, management, and potential applications.",,2025,40710502,cyanobacteria,cyano_train
PubMed,"A Fresh Perspective on Cyanobacterial Paralytic Shellfish Poisoning Toxins: History, Methodology, and Toxicology.","Paralytic shellfish poisoning toxins (PSPTs) are a class of neurotoxins most known for causing illness from consuming contaminated shellfish. These toxins are also present in freshwater systems with the concern that they contaminate drinking and recreational waters. This review provides (1) a complete list of the 84+ known PSPTs and important chemical features; (2) a complete list of all environmental freshwater PSPT detections; (3) an outline of the certified PSPT methods and their inherent weaknesses; and (4) a discussion of PSPT toxicology, the weaknesses in existing data, and existing freshwater regulatory limits. We show ample evidence of production of freshwater PSPTs by cyanobacteria worldwide, but data and method uncertainties limit a proper risk assessment. One impediment is the poor understanding of freshwater PSPT profiles and lack of commercially available standards needed to identify and quantify freshwater PSPTs. Further constraints are the limitations of toxicological data derived from human and animal model exposures. Unassessed mouse toxicity data from 1978 allowed us to calculate and propose toxicity equivalency factors (TEF) for 11-hydroxysaxitoxin (11-OH STX; M2) and 11-OH dcSTX (dcM2). TEFs for the 11-OH STX epimers were calculated to be 0.4 and 0.6 for 11α-OH STX (M2α) and 11β-OH STX (M2β), while we estimate that TEFs for 11α-OH dcSTX (dcM2α) and 11β-OH dcSTX (dcM2β) congeners would be 0.16 and 0.23, respectively. Future needs for freshwater PSPTs include increasing the number of reference materials for environmental detection and toxicity evaluation, developing a better understanding of PSPT profiles and important environmental drivers, incorporating safety factors into exposure guidelines, and evaluating the accuracy of the established no-observed-adverse-effect level.",,2025,40710496,cyanobacteria,cyano_train
PubMed,Recent advances in nanomaterial-based electrochemical aptasensors for detecting aquatic toxins in shellfish and freshwater. A review.,"Aquatic toxins are potent, naturally occurring compounds produced by dinoflagellates, cyanobacteria, and diatoms during harmful algal blooms (HABs) in both freshwater and marine ecosystems. These toxins can accumulate in seafood, such as scallops, oysters, mussels, and certain fish, posing a significant global threat to human health and the environment. The current methods for detecting these aquatic toxins, such as mouse bioassays, liquid chromatography-tandem mass spectrometry (LC-MS/MS), and high-performance liquid chromatography (HPLC), are limited by time-consuming procedures, high costs, and ethical problems. Therefore, there is an immediate need for the advancement of methods that are sensitive, specific, rapid, and affordable for detecting aquatic toxins. Electrochemical biosensors, particularly those incorporating nanomaterials and their composites, exhibit significant potential for enhancing sensitivity due to their large surface area, enhanced catalytic activity, superior electrical conductivity, chemical stability, tunable optical properties, and potential for functionalization. The integration of nanomaterials and their composites with aptamers further enhances the selectivity and specificity of these electrochemical aptasensors. Aptamers, single-stranded oligonucleotides with remarkable affinity and recognition capabilities, are highly valuable in designing nanomaterial-based electrochemical sensors. In comparison to antibodies, aptamers offer numerous benefits, including lower production costs, a smaller molecular weight, enhanced stability, lack of immunogenicity, rapid chemical synthesis, independence from animal sources for their production, ease of transportation, and storage. Therefore, the integration of electrochemical platforms with nanomaterials and aptamers is an effective tool for detecting aquatic toxins, thereby contributing to the protection of public and environmental health. This review focuses on the latest developments in electrochemical aptasensors based on nanomaterials for the detection of aquatic toxins, particularly microcystin-LR (MC-LR), saxitoxins (STX), microcystin-RR (MC-RR), okadaic acid (OA), and cylindrospermopsin (CYN). It explores their fundamental construction principles, methods of signal transduction, performance characteristics, and real-world sample applications of these electrochemical aptasensors in the detection of aquatic toxins. Furthermore, the review addresses existing challenges and outlines future research directions in this vital area of study.",,2026,40700944,cyanobacteria,cyano_train
PubMed,Airborne Cyanobacterial Toxins and Their Links to Neurodegenerative Diseases.,"Cyanobacteria can produce a wide range of toxins which have acute and chronic adverse health effects. Affecting a variety of mammalian systems, they are generally characterized according to their mode of action and the organs affected. Cyanobacterial neurotoxins are one cyanotoxin class that can negatively affect human health, and representatives of other cyanotoxins classes are increasingly showing neurotoxic effects. Of the various human exposure routes to cyanobacterial toxins, the significance of the airborne and inhalation route requires much greater clarity and understanding. People may be exposed to mixtures of cyanobacterial neurotoxins through the inhalation of sprays and dust, along with the potential to directly enter the central nervous system when crossing the blood-brain barrier. This review aims to summarize the current state of knowledge concerning airborne cyanobacterial neurotoxins, research gaps, health effects, and the need for management practices to protect human and animal health.",,2025,40509208,cyanobacteria,cyano_train
