source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
OpenAlex,,10.2741/e285,2010.0,Airborne Algae and Cyanobacteria Occurrence and Related Health Effects,"Published information on airborne algae and cyanobacteria worldwide and the related human health effects is scarce. Since 1844, a total of 353 morphological taxa (genera or species) have been identified in aerobiological studies. However, due to diverse methodologies and different microorganisms targeted in these studies, direct comparisons on the occurrences of airborne algae and cyanobacteria in various studies are rather dubious. Thirty-eight airborne algae and cyanobacteria were shown to induce allergy, skin irritation, hay fever, rhinitis, sclerosis and respiratory problems when aerosolized and inhaled. Another 14 airborne taxa are known toxin producers posing threat to human health. Most frequently associated with health effects are the genera Chlorella, Scenedesmus, Chlorococcum, Klebsormidium (Hormidium) and Lyngbya. In the air of the Mediterranean city of Thessaloniki, we found 63 algal and cyanobacterial taxa, with 21 reported for the first time in the air. Seven taxa were potentially harmful. Algae and cyanobacteria can contribute significantly in the total air particle load, rendering them as causative agents for health issues when inhaled.",Frontiers in Bioscience-Elite,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W1975326179,,10.2741/e285,,airborne algae and cyanobacteria occurrence and related health effects,doi:10.2741/e285
OpenAlex,,10.2741/e285,2010.0,Airborne Algae and Cyanobacteria Occurrence and Related Health Effects,"Published information on airborne algae and cyanobacteria worldwide and the related human health effects is scarce. Since 1844, a total of 353 morphological taxa (genera or species) have been identified in aerobiological studies. However, due to diverse methodologies and different microorganisms targeted in these studies, direct comparisons on the occurrences of airborne algae and cyanobacteria in various studies are rather dubious. Thirty-eight airborne algae and cyanobacteria were shown to induce allergy, skin irritation, hay fever, rhinitis, sclerosis and respiratory problems when aerosolized and inhaled. Another 14 airborne taxa are known toxin producers posing threat to human health. Most frequently associated with health effects are the genera Chlorella, Scenedesmus, Chlorococcum, Klebsormidium (Hormidium) and Lyngbya. In the air of the Mediterranean city of Thessaloniki, we found 63 algal and cyanobacterial taxa, with 21 reported for the first time in the air. Seven taxa were potentially harmful. Algae and cyanobacteria can contribute significantly in the total air particle load, rendering them as causative agents for health issues when inhaled.",Frontiers in Bioscience-Elite,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W1975326179,,10.2741/e285,,airborne algae and cyanobacteria occurrence and related health effects,doi:10.2741/e285
OpenAlex,,10.2741/e285,2010.0,Airborne Algae and Cyanobacteria Occurrence and Related Health Effects,"Published information on airborne algae and cyanobacteria worldwide and the related human health effects is scarce. Since 1844, a total of 353 morphological taxa (genera or species) have been identified in aerobiological studies. However, due to diverse methodologies and different microorganisms targeted in these studies, direct comparisons on the occurrences of airborne algae and cyanobacteria in various studies are rather dubious. Thirty-eight airborne algae and cyanobacteria were shown to induce allergy, skin irritation, hay fever, rhinitis, sclerosis and respiratory problems when aerosolized and inhaled. Another 14 airborne taxa are known toxin producers posing threat to human health. Most frequently associated with health effects are the genera Chlorella, Scenedesmus, Chlorococcum, Klebsormidium (Hormidium) and Lyngbya. In the air of the Mediterranean city of Thessaloniki, we found 63 algal and cyanobacterial taxa, with 21 reported for the first time in the air. Seven taxa were potentially harmful. Algae and cyanobacteria can contribute significantly in the total air particle load, rendering them as causative agents for health issues when inhaled.",Frontiers in Bioscience-Elite,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W1975326179,,10.2741/e285,,airborne algae and cyanobacteria occurrence and related health effects,doi:10.2741/e285
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,paralytic shellfish toxins dinoflagellate,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Alexandrium saxitoxin,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Alexandrium temperature saxitoxin,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2009.1019,2009.0,Marine biotoxins in shellfish – Saxitoxin group,"Saxitoxin (STX)-group toxins are a group of closely related tetrahydropurines and have been detected in filter-feeding bivalve molluscs such as oysters, mussels, scallops, and clams from various parts of the world. They are mainly produced by dinoflagellates belonging to the genus Alexandrium: e.g. Alexandrium tamarensis, A. minutum (syn. A. excavata), A. catenella, A. fraterculus, A. fundyense and A. cohorticula. STX-group toxins cause paralytic shellfish poisoning (PSP) in humans, characterised by symptoms varying from a slight tingling sensation or numbness around the lips to fatal respiratory paralysis. In fatal cases respiratory arrest occurs 2 to 12 hours following consumption of shellfish contaminated with STX-group toxins. More than 30 different STX analogues have been identified of which STX, NeoSTX, GTX1 and dc-STX seem to be the most toxic ones.",EFSA Journal,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W4211057766,,10.2903/j.efsa.2009.1019,,marine biotoxins in shellfish saxitoxin group,doi:10.2903/j.efsa.2009.1019
OpenAlex,,10.2903/j.efsa.2017.4752,2017.0,Risks for public health related to the presence of tetrodotoxin (TTX) and TTX analogues in marine bivalves and gastropods,"Tetrodotoxin (TTX) and its analogues are produced by marine bacteria and have been detected in marine bivalves and gastropods from European waters. The European Commission asked EFSA for a scientific opinion on the risks to public health related to the presence of TTX and TTX analogues in marine bivalves and gastropods. The Panel on Contaminants in the Food Chain reviewed the available literature but did not find support for the minimum lethal dose for humans of 2 mg, mentioned in various reviews. Some human case reports describe serious effects at a dose of 0.2 mg, corresponding to 4 μg/kg body weight (bw). However, the uncertainties on the actual exposure in the studies preclude their use for derivation of an acute reference dose (ARfD). Instead, a group ARfD of 0.25 μg/kg bw, applying to TTX and its analogues, was derived based on a TTX dose of 25 μg/kg bw at which no apathy was observed in an acute oral study with mice, applying a standard uncertainty factor of 100. Estimated relative potencies for analogues are lower than that of TTX but are associated with a high degree of uncertainty. Based on the occurrence data submitted to EFSA and reported consumption days only, average and P95 exposures of 0.00-0.09 and 0.00-0.03 μg/kg bw, respectively, were calculated. Using a large portion size of 400 g bivalves and P95 occurrence levels of TTX, with exception of oysters, the exposure was below the group ARfD in all consumer groups. A concentration below 44 μg TTX equivalents/kg shellfish meat, based on a large portion size of 400 g, was considered not to result in adverse effects in humans. Liquid chromatography with tandem mass spectroscopy (LC-MS/MS) methods are the most suitable for identification and quantification of TTX and its analogues, with LOQs between 1 and 25 μg/kg.",EFSA Journal,saxitoxin evolution dinoflagellates,dinoflagellate_stx,https://openalex.org/W2607282555,,10.2903/j.efsa.2017.4752,,risks for public health related to the presence of tetrodotoxin ttx and ttx analogues in marine bivalves and gastropods,doi:10.2903/j.efsa.2017.4752
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
OpenAlex,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,"The production of toxic secondary metabolites by marine phytoplankton and their accumulation in molluscs and fish has ecosystem-wide and human health impacts. The potent neurotoxin saxitoxin and its analogs, which can cause paralytic shellfish poisoning, are produced by species of the dinoflagellate genus Alexandrium. These toxins can accumulate in filter-feeding molluscs, including commercially grown species of shellfish. A feeding experiment was designed to assess the use of quantitative polymerase chain reaction to detect a gene involved in saxitoxin biosynthesis (sxtA) in two commercial oyster stocks. Both diploid and triploid Crassostrea gigas were fed with toxic cultures of Alexandrium minutum over a period of 12 days to allow toxin accumulation. A barcoding gene specific to Alexandrium (ITS 5.8s rRNA) and the sxtA gene, domain 4, which is specific to the saxitoxin synthesis pathway, were assayed. Both targets were detected in oysters collected after 6 and 12 days feeding with A. minutum, and after 24 h of depuration during which the oysters were fed nontoxic microalgae only. The target genes were not detected in control oysters. These methods can be used as a relatively rapid and inexpensive screen that is indicative of the presence of saxitoxin-producing microalgae in shellfish.",Journal of Shellfish Research,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W2346267712,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium sxtA,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
OpenAlex,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,"The production of toxic secondary metabolites by marine phytoplankton and their accumulation in molluscs and fish has ecosystem-wide and human health impacts. The potent neurotoxin saxitoxin and its analogs, which can cause paralytic shellfish poisoning, are produced by species of the dinoflagellate genus Alexandrium. These toxins can accumulate in filter-feeding molluscs, including commercially grown species of shellfish. A feeding experiment was designed to assess the use of quantitative polymerase chain reaction to detect a gene involved in saxitoxin biosynthesis (sxtA) in two commercial oyster stocks. Both diploid and triploid Crassostrea gigas were fed with toxic cultures of Alexandrium minutum over a period of 12 days to allow toxin accumulation. A barcoding gene specific to Alexandrium (ITS 5.8s rRNA) and the sxtA gene, domain 4, which is specific to the saxitoxin synthesis pathway, were assayed. Both targets were detected in oysters collected after 6 and 12 days feeding with A. minutum, and after 24 h of depuration during which the oysters were fed nontoxic microalgae only. The target genes were not detected in control oysters. These methods can be used as a relatively rapid and inexpensive screen that is indicative of the presence of saxitoxin-producing microalgae in shellfish.",Journal of Shellfish Research,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2346267712,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium sxtG,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium nitrogen toxin production,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.3030/961930,,,,,cyanobacteria sxtG,cyanobacteria_stx,,,10.3030/961930,,,doi:10.3030/961930
CrossRef,,10.3030/961930,,,,,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3030/961930,,,doi:10.3030/961930
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Centrodinium punctatum saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Aphanizomenon saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Cylindrospermopsis saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
