source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,,2012.0,"Characterization of the Saxitoxin Biosynthetic Starting Gene, sxta in the Toxic Dinoflagellate Alexandrium tamiyavanichii","Recently, molecular genetics of the Saxitoxin (STX) biosynthesis pathway has become one of the major focuses in paralytic shellfish poisoning (PSP) toxin-related studies after the recent discovery of STX biosynthetic genes in toxic cyanobacteria and later in the toxic dinoflagellates. Here we described the two domains of sxtA, SAM-dependent methyltransferase coding gene, sxtA1 and the class II aminotransferase coding gene, sxtA4 from a toxic strain of Alexandrium tamiyavanichii isolated from Samariang, Sarawak.",Unimas Institutional Repository (Universiti Malaysia Sarawak),saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W2260836353,,,,characterization of the saxitoxin biosynthetic starting gene sxta in the toxic dinoflagellate alexandrium tamiyavanichii,title:characterization of the saxitoxin biosynthetic starting gene sxta in the toxic dinoflagellate alexandrium tamiyavanichii,,29,high_confidence_stx_biosynthesis,cross_taxa,3,3,3,1,0,paralytic shellfish poisoning; saxitoxin; stx,saxitoxin biosynthetic; sxta; sxta4,alexandrium; dinoflagellate; dinoflagellates,cyanobacteria,
PubMed,20935128.0,10.1128/AEM.00174-10,2010.0,Detection of saxitoxin-producing cyanobacteria and Anabaena circinalis in environmental water blooms by quantitative PCR.,"Saxitoxins (STXs) are carbamate alkaloid neurotoxins produced by marine ""red tide"" dinoflagellates and several species of freshwater filamentous cyanobacteria, including Anabaena circinalis, Aphanizomenon spp., Lyngbya wollei, and Cylindrospermopsis raciborskii. A specific quantitative PCR (qPCR) method based on SYBR green chemistry was developed to quantify saxitoxin-producing Anabaena circinalis cyanobacteria, which are major bloom-forming freshwater cyanobacteria. The aim of this study was to infer the potential toxigenicity of samples by determining the copy number of a unique and unusual polyketide synthase (PKS) sequence (sxtA) in the STX biosynthesis gene cluster identified in cyanobacteria. Our qPCR approach was applied to water samples collected from different Australian lakes, dams, and rivers. The STX concentration and cyanobacterial cell density of these blooms were also determined by high-pressure liquid chromatography (HPLC) and microscopic cell counting, respectively. STX concentrations correlated positively with STX gene copy numbers, indicating that the latter can be used as a measure of potential toxigenicity in Anabaena circinalis and possibly other cyanobacterial blooms. The qPCR method targeting STX genes can also be employed for both monitoring and ecophysiological studies of toxic Anabaena circinalis blooms and potentially several other STX-producing cyanobacteria.",Applied and environmental microbiology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1128/aem.00174-10,20935128.0,detection of saxitoxin producing cyanobacteria and anabaena circinalis in environmental water blooms by quantitative pcr,doi:10.1128/aem.00174-10,,29,high_confidence_stx_biosynthesis,cross_taxa,3,1,1,6,2,saxitoxin; saxitoxins; stx,sxta,dinoflagellates,anabaena; aphanizomenon; cyanobacteria; cyanobacterial; cylindrospermopsis; lyngbya,bloom; environmental
PubMed,19484122.0,10.1371/journal.pone.0005758,2009.0,Origin of saxitoxin biosynthetic genes in cyanobacteria.,"Paralytic shellfish poisoning (PSP) is a potentially fatal syndrome associated with the consumption of shellfish that have accumulated saxitoxin (STX). STX is produced by microscopic marine dinoflagellate algae. Little is known about the origin and spread of saxitoxin genes in these under-studied eukaryotes. Fortuitously, some freshwater cyanobacteria also produce STX, providing an ideal model for studying its biosynthesis. Here we focus on saxitoxin-producing cyanobacteria and their non-toxic sisters to elucidate the origin of genes involved in the putative STX biosynthetic pathway. We generated a draft genome assembly of the saxitoxin-producing (STX+) cyanobacterium Anabaena circinalis ACBU02 and searched for 26 candidate saxitoxin-genes (named sxtA to sxtZ) that were recently identified in the toxic strain Cylindrospermopsis raciborskii T3. We also generated a draft assembly of the non-toxic (STX-) sister Anabaena circinalis ACFR02 to aid the identification of saxitoxin-specific genes. Comparative phylogenomic analyses revealed that nine putative STX genes were horizontally transferred from non-cyanobacterial sources, whereas one key gene (sxtA) originated in STX+ cyanobacteria via two independent horizontal transfers followed by fusion. In total, of the 26 candidate saxitoxin-genes, 13 are of cyanobacterial provenance and are monophyletic among the STX+ taxa, four are shared amongst STX+ and STX-cyanobacteria, and the remaining nine genes are specific to STX+ cyanobacteria. Our results provide evidence that the assembly of STX genes in ACBU02 involved multiple HGT events from different sources followed presumably by coordination of the expression of foreign and native genes in the common ancestor of STX+ cyanobacteria. The ability to produce saxitoxin was subsequently lost multiple independent times resulting in a nested relationship of STX+ and STX- strains among Anabaena circinalis strains.",PloS one,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1371/journal.pone.0005758,19484122.0,origin of saxitoxin biosynthetic genes in cyanobacteria,doi:10.1371/journal.pone.0005758,,29,high_confidence_stx_biosynthesis,cross_taxa,3,2,1,5,0,paralytic shellfish poisoning; saxitoxin; stx,saxitoxin biosynthetic; sxta,dinoflagellate,anabaena; cyanobacteria; cyanobacterial; cyanobacterium; cylindrospermopsis,
PubMed,35198665.0,10.1016/j.dib.2022.107881,2022.0,"Dataset of genome sequence, <i>de novo</i> assembly, and functional annotation of <i>Ruegeria</i> sp. (PBVC088), a marine bacterium associated with the toxin-producing harmful dinoflagellate, <i>Pyrodinium bahamense</i> var. <i>compressum</i>.","The dataset comprises a whole-genome sequence of <i>Ruegeria</i> sp. PBVC088, a symbiotic (Gram-negative) bacterium associated with <i>Pyrodinium bahamense</i> var. c<i>ompressum</i>, which has been associated with harmful algal blooms in the coastal waters of west Sabah, Malaysia. Harmful algal blooms contribute to economic losses for the aquaculture industry, as well as human illnesses and fatalities due to paralytic shellfish poisoning. Bacteria-algae dynamics have posited that the interaction is potentially responsible for the toxin production during a toxic harmful algal bloom event. Despite the expanding body of literature on the capabilities of these bacteria to metabolize, produce, and modify toxins autonomously, it has yet to be confirmed that these toxin-producing bacteria are capable of autonomous toxin synthesis. Saxitoxin, a paralytic shellfish poisoning toxin, is produced by a unique biosynthetic pathway, where the genetic basis for the saxitoxin production was first reported in the saxitoxin-producing cyanobacteria strain <i>Cylindrospermopsis raciborskii</i> T3 (NCBI accession no. DQ787200). The genes responsible for saxitoxin biosynthesis in dinoflagellates, have yet to be fully elucidated. The identification of cyanobacteria saxitoxin biosynthesis genes (<i>sxt</i>) may eventually lead to the identification of homologous genes within the dinoflagellates. Previous studies on the diversity of the bacterial communities associated with the same toxic <i>P. bahamense</i> harmful alga has been carried out by using both the culture-dependent 16S ribosomal RNA gene sequence analysis and culture-independent 16S metagenomic sequence analysis. This study extends the knowledge pertaining to the genomic aspect of an associated bacterium isolated from <i>P. bahamense</i> alga by adopting a whole genome sequencing approach. Here, we report the genome sequencing, <i>de novo</i> assembly, and annotation data of a bacterium, <i>Ruegeria</i> sp. PBVC088, associated with harmful alga <i>P. bahamense</i>, which can be referenced by researchers to identify the genes and pathways related to toxin biosynthesis from a much larger data set. The genome of <i>Ruegeria</i> sp. PBVC088 was sequenced using the Illumina MiSeq platform with 250 bp paired-end reads. The number of reads generated from the MiSeq sequencer was 1,135,484, with an estimated coverage of 100X. The estimated genome size for the marine bacterium was computed to be 5.78 Mb. Annotation of the genome predicted 5,689 gene sequences, which were assigned putative functions based on homology to existing protein sequences in public databases. In addition, annotation of genes related to saxitoxin biosynthesis pathway was also performed. Raw fastq reads and the final version of the genome assembly have been deposited in the National Center for Biotechnology Information (NCBI) (BioProject: PRJNA324753, WGS: LZNT00000000, SRA: SRR3646181). The genome data provided here are expected to better understand the genetic processes involved in saxitoxin biosynthesis in marine bacteria associated with dinoflagellates.",Data in brief,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.dib.2022.107881,35198665.0,dataset of genome sequence de novo assembly and functional annotation of ruegeria sp pbvc088 a marine bacterium associated with the toxin producing harmful dinoflagellate pyrodinium bahamense var compressum,doi:10.1016/j.dib.2022.107881,,28,high_confidence_stx_biosynthesis,cross_taxa,2,2,4,2,2,paralytic shellfish poisoning; saxitoxin,saxitoxin biosynthesis; toxin biosynthesis,dinoflagellate; dinoflagellates; pyrodinium; pyrodinium bahamense,cyanobacteria; cylindrospermopsis,bloom; harmful algal bloom
PubMed,36326655.0,10.1099/mgen.0.000879,2022.0,Genetic association of toxin production in the dinoflagellate <i>Alexandrium minutum</i>.,"Dinoflagellates of the genus <i>Alexandrium</i> are responsible for harmful algal blooms and produce paralytic shellfish toxins (PSTs). Their very large and complex genomes make it challenging to identify the genes responsible for toxin synthesis. A family-based genomic association study was developed to determine the inheritance of toxin production in <i>Alexandrium minutum</i> and identify genomic regions linked to this production. We show that the ability to produce toxins is inheritable in a Mendelian way, while the heritability of the toxin profile is more complex. We developed the first dinoflagellate genetic linkage map. Using this map, several major results were obtained: 1. A genomic region related to the ability to produce toxins was identified. 2. This region does not contain any polymorphic <i>sxt</i> genes, known to be involved in toxin production in cyanobacteria. 3. The <i>sxt</i> genes, known to be present in a single cluster in cyanobacteria, are scattered on different linkage groups in <i>A. minutum</i>. 4. The expression of two <i>sxt</i> genes not assigned to any linkage group, <i>sxtI</i> and <i>sxtG</i>, may be regulated by the genomic region related to the ability to produce toxins. Our results provide new insights into the organization of toxicity-related genes in <i>A. minutum</i>, suggesting a dissociated genetic mechanism for the production of the different analogues and the ability to produce toxins. However, most of the newly identified genes remain unannotated. This study therefore proposes new candidate genes to be further explored to understand how dinoflagellates synthesize their toxins.",Microbial genomics,Alexandrium sxtG,dinoflagellate_stx,,,10.1099/mgen.0.000879,36326655.0,genetic association of toxin production in the dinoflagellate alexandrium minutum,doi:10.1099/mgen.0.000879,,28,high_confidence_stx_biosynthesis,cross_taxa,2,3,4,1,0,paralytic shellfish toxins; psts,sxt genes; sxtg; sxti,alexandrium; alexandrium minutum; dinoflagellate; dinoflagellates,cyanobacteria,
PubMed,19632259.0,10.1016/j.toxicon.2009.07.018,2010.0,Route of metabolization and detoxication of paralytic shellfish toxins in humans.,"Paralytic shellfish toxins (PST) are a collection of over 26 structurally related imidazoline guanidinium derivatives produced by marine dinoflagellates and freshwater cyanobacteria. Glucuronidation of drugs by UDP-glucuronosyltransferase (UGT) is the major phase II conjugation reaction in mammalian liver. In this study, using human liver microsomes, the in vitro paralytic shellfish toxins oxidation and sequential glucuronidation are achieved. Neosaxitoxin (neoSTX), Gonyautoxin 3/2 epimers (GTX3/GTX2) and Saxitoxin (STX) are used as starting enzymatic substrates. The enzymatic reaction final product metabolites are identified by using HPLC-FLD and HPLC/ESI-IT/MS. Four metabolites from GTX3/GTX2 epimers precursors, three of neoSTX and two of STX are clearly identified after incubating with UDPGA/NADPH and fresh liver microsomes. The glucuronic-Paralytic Shellfish Toxins were completely hydrolysed by treatment with beta-glucuronidase. All toxin analogs were identified comparing their HPLC retention time with those of analytical standard reference samples and further confirmed by HPLC/ESI-IT/MS. Paralytic Shellfish Toxins (PST) were widely metabolized by human microsomes and less than 15% of the original PST, incubated as substrate, stayed behind at the end of the incubation. The apparent V(max) and Km formation values for the respective glucuronides of neoSTX, GTX3/GTX2 epimers and STX were determined. The V(max) formation values for Glucuronic-GTX3 and Glucuronic-GTX2 were lower than Glucuronic-neoSTX and Glucuronic-STX (6.8+/-1.9x10(-3); 8.3+/-2.8x10(-3) and 9.7+/-2.8x10(-3)pmol/min/mg protein respectively). Km of the glucuronidation reaction for GTX3/GTX2 epimers was less than that of glucuronidation of neoSTX and STX (20.2+/-0.12; 27.06+/-0.23 and 32.02+/-0.64microM respectively). In conclusion, these data show for the first time, direct evidence for the sequential oxidation and glucuronidation of PST in vitro, both being the initial detoxication reactions for the excretion of these toxins in humans. The PST oxidation and glucuronidation pathway showed here, is the hepatic conversion of its properly glucuronic-PST synthesized, and the sequential route of PST detoxication in human.",Toxicon : official journal of the International Society on Toxinology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.toxicon.2009.07.018,19632259.0,route of metabolization and detoxication of paralytic shellfish toxins in humans,doi:10.1016/j.toxicon.2009.07.018,,28,dinoflagellate_stx,cross_taxa,8,0,1,1,0,gonyautoxin; gtx2; gtx3; neosaxitoxin; paralytic shellfish toxins; pst; saxitoxin; stx,,dinoflagellates,cyanobacteria,
OpenAlex,,10.1046/j.1529-8817.2003.02131.x,2003.0,PARALYTIC SHELLFISH TOXINS ARE RESTRICTED TO FEW SPECIES AMONG AUSTRALIA'S TAXONOMIC DIVERSITY OF CULTURED MICROALGAE<sup>1</sup>,"There are at least 40,000 species of microalgae in the aquatic environment. Fifteen species of marine dinoflagellates and freshwater cyanobacteria are known to produce paralytic shellfish toxins (PSTs) and represent a threat to human and/or livestock health. Although known toxic species are regularly monitored, the wider cross‐section of microalgae has not been systematically tested for PSTs. Advances in rapid screening techniques have resulted in the development of highly sensitive and specific methods to detect PSTs, including the sodium channel and saxiphilin binding assays. These assays were used in this study in 96‐well formats to screen 234 highly diverse isolates of Australian freshwater and marine microalgae for PSTs. The screening assays detected five toxic species, representing one freshwater cyanobacterium ( Anabaena circinalis Rabenhorst) and four species of marine dinoflagellates ( Alexandrium minutum Halim, A. catenella Balech, A. tamarense Balech, and Gymnodinium catenatum Graham). Liquid chromatography‐fluorescence detection was used to identify 14 saxitoxin analogues across the five species, and each species exhibited distinct toxin profiles. These results indicate that PST production is restricted to a narrow range of microalgal species found in Australian waters.",Journal of Phycology,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W2067268530,,10.1046/j.1529-8817.2003.02131.x,,paralytic shellfish toxins are restricted to few species among australia s taxonomic diversity of cultured microalgae 1,doi:10.1046/j.1529-8817.2003.02131.x,,28,dinoflagellate_stx,cross_taxa,4,0,5,3,0,paralytic shellfish toxins; pst; psts; saxitoxin,,alexandrium; alexandrium minutum; dinoflagellates; gymnodinium; gymnodinium catenatum,anabaena; cyanobacteria; cyanobacterium,
OpenAlex,,10.1007/s13765-017-0342-4,2018.0,"Application of metagenome analysis to characterize the molecular diversity and saxitoxin-producing potentials of a cyanobacterial community: a case study in the North Han River, Korea","A wide variety of cyanobacterial species that inhabit freshwater systems are known to produce diverse toxins and off-flavor compounds during the development of environmentally harmful blooms. However, cyanobacterial community development and toxin production potential have not been well studied. In this study, we examined the taxonomic diversity and saxitoxin production potential of cyanobacteria in the water and sediments of a large river, the North Han River in South Korea, by metagenome analysis using next-generation sequencing (NGS) and molecular biological approaches, respectively. NGS revealed that the entire cyanobacterial community in the study area consisted of 39 genera and 47 species. The most abundant genera were Microcystis, Anabaena, Cyanobium, and Synechococcus, which accounted for more than 90% of the entire community. The saxitoxin production potential of the cyanobacterial community was assessed by detecting the sxtA and sxtG genes related to saxitoxin production. Eleven sxtA and 24 sxtG genes were identified through molecular cloning and sequencing. Phylogenic analysis revealed that three sxtA genes that grouped in one phylogenic branch with Scytonema sp. were distinctly separated from the sxtA genes of Anabaena, Aphanizomenon, Lyngbya, and Cylindrospermopsis. Sixteen of the detected sxtG genes were phylogenically similar to those of Anabaena circinalis (Dolichospermum circinale), Aphanizomenon gracile, and Aphanizomenon flos-aquae. Our study demonstrates the utility of the metagenomics approach for characterizing the natural community structure of cyanobacteria containing diverse and even rare species, and the evaluation of saxitoxin-producing potential in the cyanobacterial community.",Applied Biological Chemistry,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W2792437703,,10.1007/s13765-017-0342-4,,application of metagenome analysis to characterize the molecular diversity and saxitoxin producing potentials of a cyanobacterial community a case study in the north han river korea,doi:10.1007/s13765-017-0342-4,,27,high_confidence_stx_biosynthesis,cyanobacteria,1,2,0,8,0,saxitoxin,sxta; sxtg,,anabaena; aphanizomenon; cyanobacteria; cyanobacterial; cylindrospermopsis; dolichospermum; lyngbya; scytonema,
PubMed,35323466.0,10.3390/md20030166,2022.0,First Identification of 12β-Deoxygonyautoxin 5 (12α-Gonyautoxinol 5) in the Cyanobacterium <i>Dolichospermum circinale</i> (TA04) and 12β-Deoxysaxitoxin (12α-Saxitoxinol) in <i>D. circinale</i> (TA04) and the Dinoflagellate <i>Alexandrium pacificum</i> (Group IV) (120518KureAC).,"Saxitoxin and its analogues, paralytic shellfish toxins (PSTs), are potent and specific voltage-gated sodium channel blockers. These toxins are produced by some species of freshwater cyanobacteria and marine dinoflagellates. We previously identified several biosynthetic intermediates of PSTs, as well as new analogues, from such organisms and proposed the biosynthetic and metabolic pathways of PSTs. In this study, 12β-deoxygonyautoxin 5 (12α-gonyautoxinol 5 = gonyautoxin 5-12(<i>R</i>)-ol) was identified in the freshwater cyanobacterium, <i>Dolichospermum circinale</i> (TA04), and 12β-deoxysaxitoxin (12α-saxitoxinol = saxitoxin-12(<i>R</i>)-ol) was identified in the same cyanobacterium and in the marine dinoflagellate <i>Alexandrium pacificum</i> (Group IV) (120518KureAC) for the first time from natural sources. The authentic standards of these compounds and 12α-deoxygonyautoxin 5 (12β-gonyautoxinol 5 = gonyautoxin 5-12(<i>S</i>)-ol) were prepared by chemical derivatization from the major PSTs, C1/C2, produced in <i>D. circinale</i> (TA04). These standards were used to identify the deoxy analogues by comparing the retention times and MS/MS spectra using high-resolution LC-MS/MS. Biosynthetic or metabolic pathways for these analogues have also been proposed based on their structures. The identification of these compounds supports the α-oriented stereoselective oxidation at C12 in the biosynthetic pathway towards PSTs.",Marine drugs,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3390/md20030166,35323466.0,first identification of 12 deoxygonyautoxin 5 12 gonyautoxinol 5 in the cyanobacterium dolichospermum circinale ta04 and 12 deoxysaxitoxin 12 saxitoxinol in d circinale ta04 and the dinoflagellate alexandrium pacificum group iv 120518kureac,doi:10.3390/md20030166,,26,dinoflagellate_stx,cross_taxa,4,0,4,3,0,gonyautoxin; paralytic shellfish toxins; psts; saxitoxin,,alexandrium; alexandrium pacificum; dinoflagellate; dinoflagellates,cyanobacteria; cyanobacterium; dolichospermum,
PubMed,19041661.0,10.1016/j.toxicon.2008.10.029,2009.0,"Atypical profiles of paralytic shellfish poisoning toxins in shellfish from Luanda and Mussulo bays, Angola.","Currently Angola does not possess a monitoring programme for shellfish contamination with marine biotoxins. Among other potentially toxic microalgae, the presence of Gymnodinium catenatum and Pyrodinium bahamense has been reported at the Angola coast, two species associated worldwide with production of paralytic shellfish poisoning toxins (PSTs). A preliminary assessment of contamination with PSTs was carried out by HPLC with pre-column derivatization in samples of Semele proficua from Luanda Bay and samples of Senilia senilis from Mussulo Bay, collected between June 2007 and February 2008. An unusual profile was found, not matching any of the 10 oxidation products expected from the known hydrophilic PSTs normally reported in marine dinoflagellates: the N-sulfocarbamoyl, the decarbamoyl or the carbamoyl analogues of saxitoxin (STX). Four major compounds were noted, and designated A through D. These were not autofluorescent, additionally A and D presented much stronger response after peroxide oxidation than after periodate oxidation. Fluorescence emission and ultraviolet absorption maxima were similar to oxidation products of STX analogues. Separation carried out in two different C18 columns clearly showed the retention times did not match the oxidation products of standards. In the period of August through October 2007, samples of S. proficua from Luanda Bay presented a strong cross-reaction with a commercial antibody towards STX, in the range of 2600-5800STXequiv./kg, while for the same period levels in the samples of S. senilis from Mussulo Bay ranged between <30 and 340STXequiv./kg. This reaction was directly proportional to the presence of the four unknown fluorescent peaks. The presence of these compounds was very persistent throughout the studied period, in particular in Luanda Bay. This contamination might not be characteristic of a dinoflagellate blooming, but could be related to a persistent cyanobacterial contamination, due to the strong sewage pollution of the area.",Toxicon : official journal of the International Society on Toxinology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.toxicon.2008.10.029,19041661.0,atypical profiles of paralytic shellfish poisoning toxins in shellfish from luanda and mussulo bays angola,doi:10.1016/j.toxicon.2008.10.029,,26,dinoflagellate_stx,cross_taxa,4,0,6,1,0,paralytic shellfish poisoning; psts; saxitoxin; stx,,dinoflagellate; dinoflagellates; gymnodinium; gymnodinium catenatum; pyrodinium; pyrodinium bahamense,cyanobacterial,
PubMed,41591172.0,10.3390/toxins18010026,2026.0,Artificial Intelligence (AI) in Saxitoxin Research: The Next Frontier for Understanding Marine Dinoflagellate Toxin Biosynthesis and Evolution.,"Saxitoxin (STX) is one of the most potent marine neurotoxins, produced by several species of freshwater cyanobacteria and marine dinoflagellates. Although omics-based approaches have advanced our understanding of STX biosynthesis in recent decades, the origin, regulation, and ecological drivers of STX in dinoflagellates remain poorly resolved. Specifically, dinoflagellate STX biosynthetic genes (<i>sxt</i>) are extremely fragmented, inconsistently expressed, and unevenly distributed between toxic and non-toxic taxa. Environmental studies further report inconsistent relationships between abiotic factors and STX production, suggesting regulation across multiple genomic, transcriptional, post-transcriptional, and epigenetic levels. These gaps prevent a comprehensive understanding of STX biosynthesis in dinoflagellates and limit the development of accurate predictive models for harmful algal blooms (HABs) and paralytic shellfish poisoning (PSP). Artificial intelligence (AI), including machine learning and deep learning, offers new opportunities in ecological pattern recognition, molecular annotation, and data-driven prediction. This review explores the current state of knowledge and persistent knowledge gaps in dinoflagellate STX research and proposes an AI-integrated multi-omics framework highlighting recommended models for <i>sxt</i> gene identification (e.g., DeepFRI, ProtTrans, ESM-2), evolutionary reconstruction (e.g., PhyloGAN, GNN, PhyloVAE, NeuralNJ), molecular regulation (e.g., MOFA+, LSTM, GRU, DeepMF), and toxin prediction (e.g., XGBoost, LightGBM, LSTM, ConvLSTM). By integrating AI with diverse biological datasets, this novel framework outlines how AI can advance fundamental understanding of STX biosynthesis and inform future applications in HAB monitoring, seafood safety, and PSP risk management in aquaculture and fisheries.",Toxins,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3390/toxins18010026,41591172.0,artificial intelligence ai in saxitoxin research the next frontier for understanding marine dinoflagellate toxin biosynthesis and evolution,doi:10.3390/toxins18010026,,25,high_confidence_stx_biosynthesis,cross_taxa,3,2,2,1,2,paralytic shellfish poisoning; saxitoxin; stx,sxt gene; toxin biosynthesis,dinoflagellate; dinoflagellates,cyanobacteria,environmental; hab
PubMed,26347118.0,10.1111/1462-2920.13048,2016.0,Elevated Na(+) and pH influence the production and transport of saxitoxin in the cyanobacteria Anabaena circinalis AWQC131C and Cylindrospermopsis raciborskii T3.,"Saxitoxins (STX), neurotoxic alkaloids, fall under the umbrella of paralytic shellfish toxins produced by marine dinoflagellates and freshwater cyanobacteria. The genes responsible for the production of STX have been proposed, but factors that influence their expression and induce toxin efflux remain unclear. Here we characterize the putative STX NorM-like MATE transporters SxtF and SxtM. Complementation of the antibiotic-sensitive strain Escherichia coli KAM32 with these transporters decreased fluoroquinolone sensitivity, indicating that while becoming evolutionary specialized for STX transport these transporters retain relaxed specificity typical of this class. The transcriptional response of STX biosynthesis (sxtA) along with that of the STX transporters (sxtM and sxtF from Cylindrospermopsis raciborskii T3, and sxtM from Anabaena circinalis AWQC131C) were assessed in response to ionic stress. These data, coupled with a measure of toxin intracellular to extracellular ratios, provide an insight into the physiology of STX export. Cylindrospermopsis raciborskii and Anabaena circinalis exhibited opposing responses under conditions of ionic stress. High Na(+) (10 mM) induced moderate alterations of transcription and STX localization, whereas high pH (pH 9) stimulated the greatest physiological response. Saxitoxin production and cellular localization are responsive to ionic strength, indicating a role of this molecule in the maintenance of cellular homeostasis.",Environmental microbiology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1111/1462-2920.13048,26347118.0,elevated na and ph influence the production and transport of saxitoxin in the cyanobacteria anabaena circinalis awqc131c and cylindrospermopsis raciborskii t3,doi:10.1111/1462-2920.13048,,25,high_confidence_stx_biosynthesis,cross_taxa,4,1,1,3,1,paralytic shellfish toxins; saxitoxin; saxitoxins; stx,sxta,dinoflagellates,anabaena; cyanobacteria; cylindrospermopsis,stress
OpenAlex,,10.3390/toxins6061896,2014.0,Impact of Nitrogen Sources on Gene Expression and Toxin Production in the Diazotroph Cylindrospermopsis raciborskii CS-505 and Non-Diazotroph Raphidiopsis brookii D9,"Different environmental nitrogen sources play selective roles in the development of cyanobacterial blooms and noxious effects are often exacerbated when toxic cyanobacteria are dominant. Cylindrospermopsis raciborskii CS-505 (heterocystous, nitrogen fixing) and Raphidiopsis brookii D9 (non-N₂ fixing) produce the nitrogenous toxins cylindrospermopsin (CYN) and paralytic shellfish toxins (PSTs), respectively. These toxin groups are biosynthesized constitutively by two independent putative gene clusters, whose flanking genes are target for nitrogen (N) regulation. It is not yet known how or if toxin biosynthetic genes are regulated, particularly by N-source dependency. Here we show that binding boxes for NtcA, the master regulator of N metabolism, are located within both gene clusters as potential regulators of toxin biosynthesis. Quantification of intra- and extracellular toxin content in cultures at early stages of growth under nitrate, ammonium, urea and N-free media showed that N-sources influence neither CYN nor PST production. However, CYN and PST profiles were altered under N-free medium resulting in a decrease in the predicted precursor toxins (doCYN and STX, respectively). Reduced STX amounts were also observed under growth in ammonium. Quantification of toxin biosynthesis and transport gene transcripts revealed a constitutive transcription under all tested N-sources. Our data support the hypothesis that PSTs and CYN are constitutive metabolites whose biosynthesis is correlated to cyanobacterial growth rather than directly to specific environmental conditions. Overall, the constant biosynthesis of toxins and expression of the putative toxin-biosynthesis genes supports the usage of qPCR probes in water quality monitoring of toxic cyanobacteria.",Toxins,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2031027104,,10.3390/toxins6061896,,impact of nitrogen sources on gene expression and toxin production in the diazotroph cylindrospermopsis raciborskii cs 505 and non diazotroph raphidiopsis brookii d9,doi:10.3390/toxins6061896,,25,high_confidence_stx_biosynthesis,cyanobacteria,4,1,0,3,3,paralytic shellfish toxins; pst; psts; stx,toxin biosynthesis,,cyanobacteria; cyanobacterial; cylindrospermopsis,environmental; nitrate; nitrogen
OpenAlex,,10.3390/toxins16020070,2024.0,Spatial and Temporal Variability of Saxitoxin-Producing Cyanobacteria in U.S. Urban Lakes,"Harmful cyanobacterial blooms (HCBs) are of growing global concern due to their production of toxic compounds, which threaten ecosystems and human health. Saxitoxins (STXs), commonly known as paralytic shellfish poison, are a neurotoxic alkaloid produced by some cyanobacteria. Although many field studies indicate a widespread distribution of STX, it is understudied relative to other cyanotoxins such as microcystins (MCs). In this study, we assessed eleven U.S. urban lakes using qPCR, sxtA gene-targeting sequencing, and 16S rRNA gene sequencing to understand the spatio-temporal variations in cyanobacteria and their potential role in STX production. During the blooms, qPCR analysis confirmed the presence of the STX-encoding gene sxtA at all lakes. In particular, the abundance of the sxtA gene had a strong positive correlation with STX concentrations in Big 11 Lake in Kansas City, which was also the site with the highest quantified STX concentration. Sequencing analysis revealed that potential STX producers, such as Aphanizomenon, Dolichospermum, and Raphidiopsis, were present. Further analysis targeting amplicons of the sxtA gene identified that Aphanizomenon and/or Dolichospermum are the primary STX producer, showing a significant correlation with sxtA gene abundances and STX concentrations. In addition, Aphanizomenon was associated with environmental factors, such as conductivity, sulfate, and orthophosphate, whereas Dolichospermum was correlated with temperature and pH. Overall, the results herein enhance our understanding of the STX-producing cyanobacteria and aid in developing strategies to control HCBs.",Toxins,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W4391432277,,10.3390/toxins16020070,,spatial and temporal variability of saxitoxin producing cyanobacteria in u s urban lakes,doi:10.3390/toxins16020070,,23,high_confidence_stx_biosynthesis,cyanobacteria,3,1,0,4,2,saxitoxin; saxitoxins; stx,sxta,,aphanizomenon; cyanobacteria; cyanobacterial; dolichospermum,environmental; temperature
