source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
CrossRef,,10.1111/jeu.12684,2019.0,"Sterols of the Toxic Marine Dinoflagellate, <i>Pyrodinium bahamense</i>","<jats:title>Abstract</jats:title><jats:p><jats:italic>Pyrodinium bahamense</jats:italic> is a dinoflagellate of concern in subtropical and tropical coastal environments. To date, there is only a single published study on its fatty acids, but no published data on its sterol composition. Sterols, which are membrane‐reinforcing lipids in eukaryotes, display a great diversity of structures in dinoflagellates, with some serving as chemotaxonomic markers. We have examined the sterol compositions of two isolates of <jats:italic>P. bahamense</jats:italic> from Indian River Lagoon and Tampa Bay, Florida, and have found both to produce three sterols: cholesterol, dinosterol, and 4α‐methylgorgostanol. All three sterols are found in closely related, armored taxa.</jats:p>",Journal of Eukaryotic Microbiology,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.1111/jeu.12684,,sterols of the toxic marine dinoflagellate pyrodinium bahamense,doi:10.1111/jeu.12684,,8,low_relevance_or_noise,dinoflagellate,0,0,4,0,0,,,dinoflagellate; dinoflagellates; pyrodinium; pyrodinium bahamense,,
OpenAlex,,10.26686/wgtn.17138783.v1,2019.0,Toxic benthic cyanobacteria (Microcoleus autumnalis): Genetic structure and ecological effects,"&lt;p&gt;Toxic, benthic cyanobacterial proliferations occur in rivers globally and are increasing in both frequency and severity. More than 100 dog deaths have been reported in New Zealand since 2005, and dogs have died due to cyanotoxins from benthic cyanobacteria in California and France in recent years. In New Zealand, toxic, benthic proliferations are typically dominated by the genus Microcoleus, which produces the potent neurotoxins called anatoxins. Investigations of the drivers of Microcoleus proliferations have been carried out, revealing important relationships between growth, nutrients and flow. Despite increased attention over the past 15 years, significant knowledge gaps remain regarding regulation of anatoxin concentrations in mats and the ecological impacts of toxic Microcoleus-dominated proliferations in aquatic ecosystems. In this study, I aimed to address these crucial knowledge gaps. Concentrations of anatoxins in Microcoleus-dominated mats are highly variable, ranging from 0 μg g⁻¹ to over 2000 μg g⁻¹ dry weight. Like other cyanobacteria, both toxic and non-toxic strains coexist, and it is possible that the relative abundance of these strains is related to the observed variability in anatoxin concentrations. I developed a quantitative PCR assay specific to the Microcoleus anaC gene and combined this with a 16S rRNA quantitative PCR specific to cyanobacteria. This assay enabled the relative abundance of toxic and non-toxic strains to be quantified for the first time in environmental samples of Microcoleus-dominated mats. The quantitative PCR assay was applied to 122 environmental samples. Toxic cells made up 0% to 30.3% of the samples and significant differences were detectable among rivers, with wide variation evident both within and among rivers. Anatoxin contents in samples were significantly correlated with the proportion of toxic cells, suggesting that variation in anatoxin concentrations are related primarily to the dominance of toxic strains. A field study was conducted in California to identify cyanotoxin producers, investigate the utility of the primers from the quantitative PCR developed in the previous chapter in an international setting and determine the extent of spatial variability in anatoxin concentrations and quotas. Samples were collected from the Eel and Russian rivers in northern California and gene screening, followed by sequencing, was conducted to identify likely cyanotoxin producers. Cyanotoxin concentrations were measured using liquid chromatography tandem-mass spectrometry and the anatoxin quotas were determined using droplet digital PCR. Cyanotoxin producers were identified as Microcoleus producing anatoxins and Nodularia producing nodularin. Anatoxin concentrations were highly variable and differed significantly among sites; however, this variability did not extend to anatoxin quotas, indicating that the abundance of toxic cells also drives anatoxin content in this system. The anatoxin congener dihydroanatoxin-a comprised a significant proportion of the total anatoxins (38%–71%), indicating that this congener should be included in monitoring. Mats dominated by the green alga Cladophora glomerata contained both anatoxins and nodularin; thus, they may pose an exposure risk to cyanotoxins. Microcoleus-dominated mats grow in waters with moderate concentrations of dissolved inorganic nitrogen and low concentrations of dissolved reactive phosphorus. Acquisition of phosphorus from organic sources, in addition to within-mat nutrient cycling, may explain how Microcoleus can obtain high biomass in low nutrient environments. In chapter 4, I compare the alkaline phosphatase activity of four toxic and four non-toxic strains under four phosphorus regimes to identify the potential for Microcoleus to use organic phosphorus as a nutrient source. Toxic strains exhibited greater alkaline phosphatase activity than non-toxic strains; however, considerable variability was evident among strains with the same toxigenicity. Environmental mat samples were collected from sites on an upstream-downstream gradient and across a diel cycle, and alkaline phosphatase activity measured. There was a significant difference in alkaline phosphatase activity between the most upstream and downstream site. No diel changes in alkaline phosphatase activity were apparent. The presence of alkaline phosphatase activity suggests that organic phosphorus sources may be accessible to Microcoleus. To date, management of, and research on, toxic, benthic cyanobacterial proliferations has been focused largely on identifying drivers of growth and toxin production. As a result, there is a significant lack of information on the effects of Microcoleus-dominated proliferations on the wider ecosystem. In chapter 5, an ecotoxicological study was undertaken on Deleatidium spp. larvae using purified anatoxins to address this knowledge gap. Deleatidium spp. larvae were exposed to a range of doses of anatoxin-a, dihydroanatoxin-a, or a mixture of homoanatoxin-a and dihydrohomoanatoxin-a. No significant mortality was observed for any dose or toxin congener. Larvae exposed to high doses (300 μg L⁻¹ to 600 μg L⁻¹) of dihydroanatoxin-a had measurable concentrations of the toxin in their tissues 24-hours post-exposure. The lack of mortality observed, combined with detectable anatoxins in tissues post-exposure, is indicative of a potential pathway for anatoxin transfer or bioaccumulation, and warrants further investigation. Overall, this thesis has addressed a number of critical knowledge gaps in our understanding of Microcoleus. Continued effort is needed to broaden our understanding of the physiological and ecological role of anatoxins to improve risk assessments and ultimately inform better management of Microcoleus proliferations.&lt;/p&gt;",,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W2980102029,,10.26686/wgtn.17138783.v1,,toxic benthic cyanobacteria microcoleus autumnalis genetic structure and ecological effects,doi:10.26686/wgtn.17138783.v1,,8,low_relevance_or_noise,cyanobacteria,0,0,0,2,4,,,,cyanobacteria; cyanobacterial,environmental; nitrogen; nutrient; phosphorus
OpenAlex,,10.3390/microorganisms7080222,2019.0,The Genetic Basis of Toxin Biosynthesis in Dinoflagellates,"In marine ecosystems, dinoflagellates can become highly abundant and even dominant at times, despite their comparatively slow growth rates. One factor that may play a role in their ecological success is the production of complex secondary metabolite compounds that can have anti-predator, allelopathic, or other toxic effects on marine organisms, and also cause seafood poisoning in humans. Our knowledge about the genes involved in toxin biosynthesis in dinoflagellates is currently limited due to the complex genomic features of these organisms. Most recently, the sequencing of dinoflagellate transcriptomes has provided us with valuable insights into the biosynthesis of polyketide and alkaloid-based toxin molecules in dinoflagellate species. This review synthesizes the recent progress that has been made in understanding the evolution, biosynthetic pathways, and gene regulation in dinoflagellates with the aid of transcriptomic and other molecular genetic tools, and provides a pathway for future studies of dinoflagellates in this exciting omics era.",Microorganisms,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2965742803,,10.3390/microorganisms7080222,,the genetic basis of toxin biosynthesis in dinoflagellates,doi:10.3390/microorganisms7080222,,8,low_relevance_or_noise,dinoflagellate,0,1,2,0,0,,toxin biosynthesis,dinoflagellate; dinoflagellates,,
OpenAlex,,10.3390/microorganisms7080250,2019.0,Metagenomic Sequencing Identifies Highly Diverse Assemblages of Dinoflagellate Cysts in Sediments from Ships’ Ballast Tanks,"Ships' ballast tanks have long been known as vectors for the introduction of organisms. We applied next-generation sequencing to detect dinoflagellates (mainly as cysts) in 32 ballast tank sediments collected during 2001-2003 from ships entering the Great Lakes or Chesapeake Bay and subsequently archived. Seventy-three dinoflagellates were fully identified to species level by this metagenomic approach and single-cell polymerase chain reaction (PCR)-based sequencing, including 19 toxic species, 36 harmful algal bloom (HAB) forming species, 22 previously unreported as producing cysts, and 55 reported from ballast tank sediments for the first time (including 13 freshwater species), plus 545 operational taxonomic units (OTUs) not fully identified due to a lack of reference sequences, indicating tank sediments are repositories of many previously undocumented taxa. Analyses indicated great heterogeneity of species composition among samples from different sources. Light and scanning electron microscopy and single-cell PCR sequencing supported and confirmed results of the metagenomic approach. This study increases the number of fully identified dinoflagellate species from ballast tank sediments to 142 (> 50% increase). From the perspective of ballast water management, the high diversity and spatiotemporal heterogeneity of dinoflagellates in ballast tanks argues for continuing research and stringent adherence to procedures intended to prevent unintended introduction of non-indigenous toxic and HAB-forming species.",Microorganisms,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2968115793,,10.3390/microorganisms7080250,,metagenomic sequencing identifies highly diverse assemblages of dinoflagellate cysts in sediments from ships ballast tanks,doi:10.3390/microorganisms7080250,,8,low_relevance_or_noise,dinoflagellate,0,0,2,0,4,,,dinoflagellate; dinoflagellates,,bloom; hab; harmful algal bloom; light
OpenAlex,,10.1111/ele.13138,2018.0,Intraspecific trait variation and trade‐offs within and across populations of a toxic dinoflagellate,"Intraspecific trait diversity can promote the success of a species, as complementarity of functional traits within populations may enhance its competitive success and facilitates resilience to changing environmental conditions. Here, we experimentally determined the variation and relationships between traits in 15 strains of the toxic dinoflagellate Alexandrium ostenfeldii derived from two populations. Measured traits included growth rate, cell size, elemental composition, nitrogen uptake kinetics, toxin production and allelochemical potency. Our results demonstrate substantial variation in all analysed traits both within and across populations, particularly in nitrogen affinity, which was even comparable to interspecific variation across phytoplankton species. We found distinct trade-offs between maximum nitrogen uptake rate and affinity, and between defensive and competitive traits. Furthermore, we identified differences in trait variation between the genetically similar populations. The observed high trait variation may facilitate development and resilience of harmful algal blooms under dynamic environmental conditions.",Ecology Letters,Alexandrium temperature saxitoxin,dinoflagellate_stx,https://openalex.org/W2886025598,,10.1111/ele.13138,,intraspecific trait variation and trade offs within and across populations of a toxic dinoflagellate,doi:10.1111/ele.13138,,8,low_relevance_or_noise,dinoflagellate,0,0,3,0,2,,,alexandrium; alexandrium ostenfeldii; dinoflagellate,,environmental; nitrogen
CrossRef,,10.1111/php.12815,2018.0,Resistance to Hydrogen Peroxide Highlights <i>Gymnodinium catenatum</i> (Dinophyceae) Sensitivity to Geomagnetic Activity,"<jats:title>Abstract</jats:title><jats:p>The chain‐forming dinoflagellate <jats:italic>Gymnodinium catenatum</jats:italic> was exposed to hydrogen peroxide. Microscopical examination revealed striking dose–response alterations in chain formation above 245 μ<jats:sc>m</jats:sc>: singlets replaced the dominance of long chain formations. These observations were valid for cells acclimated to halogen light. Under fluorescent light, cells were more resistant to modifications in chain length after H<jats:sub>2</jats:sub>O<jats:sub>2</jats:sub> exposure. Growth along 9 h in the presence of extracellular H<jats:sub>2</jats:sub>O<jats:sub>2</jats:sub> followed an hormesis response in both light regimes. Under halogen light conditions, alterations in chain formation and net growth were related to culture time, inocula concentration and geomagnetic activity (<jats:styled-content style=""fixed-case"">GMA</jats:styled-content>) in the proceeding hours. Below a 16 <jats:styled-content style=""fixed-case"">nT</jats:styled-content> threshold in <jats:styled-content style=""fixed-case"">GMA</jats:styled-content> average growth was 0%, while above 16 <jats:styled-content style=""fixed-case"">nT</jats:styled-content> it was circa +9%, independently if the local static magnetic field was altered by a permanent magnet or not. Mycosporine‐like amino acids that can have an antioxidant role and are easily oxidized decreased from 7.1 to 6.5 pg cell<jats:sup>−1</jats:sup> (<jats:italic>P</jats:italic> &lt; 0.05) under halogen light and exposure to 245 μ<jats:sc>m</jats:sc> H<jats:sub>2</jats:sub>O<jats:sub>2</jats:sub>. <jats:styled-content style=""fixed-case"">GMA</jats:styled-content>, as well as <jats:styled-content style=""fixed-case"">UV</jats:styled-content>‐A, increased stress responsiveness that can momentarily protect cells from extracellular H<jats:sub>2</jats:sub>O<jats:sub>2</jats:sub> addition. However, stress response is dependent on bio‐availability of several micronutrients and macronutrients, many found at limiting concentrations in oceanic waters.</jats:p>",Photochemistry and Photobiology,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.1111/php.12815,,resistance to hydrogen peroxide highlights gymnodinium catenatum dinophyceae sensitivity to geomagnetic activity,doi:10.1111/php.12815,,8,low_relevance_or_noise,dinoflagellate,0,0,3,0,2,,,dinoflagellate; gymnodinium; gymnodinium catenatum,,light; stress
OpenAlex,,10.3389/fmicb.2018.00272,2018.0,The Cyanobacterium Cylindrospermopsis raciborskii (CYRF-01) Responds to Environmental Stresses with Increased Vesiculation Detected at Single-Cell Resolution,has the competence to secrete OMVs and that under different stress situations the genesis of these vesicles is increased. The amplified ability of cyanobacteria to release OMVs may be associated with adaptive responses to changes in environmental conditions and interspecies cell communication.,Frontiers in Microbiology,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2791149811,,10.3389/fmicb.2018.00272,,the cyanobacterium cylindrospermopsis raciborskii cyrf 01 responds to environmental stresses with increased vesiculation detected at single cell resolution,doi:10.3389/fmicb.2018.00272,,8,low_relevance_or_noise,cyanobacteria,0,0,0,3,2,,,,cyanobacteria; cyanobacterium; cylindrospermopsis,environmental; stress
OpenAlex,,10.3390/toxins10020076,2018.0,Mitigating Toxic Planktonic Cyanobacterial Blooms in Aquatic Ecosystems Facing Increasing Anthropogenic and Climatic Pressures,"Toxic planktonic cyanobacterial blooms are a pressing environmental and human health problem. Blooms are expanding globally and threatening sustainability of our aquatic resources. Anthropogenic nutrient enrichment and hydrological modifications, including water diversions and reservoir construction, are major drivers of bloom expansion. Climatic change, i.e., warming, more extreme rainfall events, and droughts, act synergistically with human drivers to exacerbate the problem. Bloom mitigation steps, which are the focus of this review, must consider these dynamic interactive factors in order to be successful in the short- and long-term. Furthermore, these steps must be applicable along the freshwater to marine continuum connecting streams, lakes, rivers, estuarine, and coastal waters. There is an array of physical, chemical, and biological approaches, including flushing, mixing, dredging, application of algaecides, precipitating phosphorus, and selective grazing, that may arrest and reduce bloom intensities in the short-term. However, to ensure long term, sustainable success, targeting reductions of both nitrogen and phosphorus inputs should accompany these approaches along the continuum. Lastly, these strategies should accommodate climatic variability and change, which will likely modulate and alter nutrient-bloom thresholds.",Toxins,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2789292707,,10.3390/toxins10020076,,mitigating toxic planktonic cyanobacterial blooms in aquatic ecosystems facing increasing anthropogenic and climatic pressures,doi:10.3390/toxins10020076,,8,low_relevance_or_noise,cyanobacteria,0,0,0,1,6,,,,cyanobacterial,bloom; environmental; nitrogen; nutrient; phosphorus; warming
PubMed,28439007.0,10.1073/pnas.1619575114,2017.0,Ocean warming since 1982 has expanded the niche of toxic algal blooms in the North Atlantic and North Pacific oceans.,"Global ocean temperatures are rising, yet the impacts of such changes on harmful algal blooms (HABs) are not fully understood. Here we used high-resolution sea-surface temperature records (1982 to 2016) and temperature-dependent growth rates of two algae that produce potent biotoxins, <i>Alexandrium fundyense</i> and <i>Dinophysis acuminata</i>, to evaluate recent changes in these HABs. For both species, potential mean annual growth rates and duration of bloom seasons significantly increased within many coastal Atlantic regions between 40°N and 60°N, where incidents of these HABs have emerged and expanded in recent decades. Widespread trends were less evident across the North Pacific, although regions were identified across the Salish Sea and along the Alaskan coastline where blooms have recently emerged, and there have been significant increases in the potential growth rates and duration of these HAB events. We conclude that increasing ocean temperature is an important factor facilitating the intensification of these, and likely other, HABs and thus contributes to an expanding human health threat.",Proceedings of the National Academy of Sciences of the United States of America,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1073/pnas.1619575114,28439007.0,ocean warming since 1982 has expanded the niche of toxic algal blooms in the north atlantic and north pacific oceans,doi:10.1073/pnas.1619575114,,8,low_relevance_or_noise,dinoflagellate,0,0,2,0,4,,,alexandrium; alexandrium fundyense,,bloom; hab; temperature; warming
OpenAlex,,10.1111/jeu.12405,2017.0,Role of Modular Polyketide Synthases in the Production of Polyether Ladder Compounds in Ciguatoxin‐Producing <i>Gambierdiscus polynesiensis</i> and <i>G. excentricus</i> (Dinophyceae),"Gambierdiscus, a benthic dinoflagellate, produces ciguatoxins that cause the human illness Ciguatera. Ciguatoxins are polyether ladder compounds that have a polyketide origin, indicating that polyketide synthases (PKS) are involved in their production. We sequenced transcriptomes of Gambierdiscus excentricus and Gambierdiscus polynesiensis and found 264 contigs encoding single domain ketoacyl synthases (KS; G. excentricus: 106, G. polynesiensis: 143) and ketoreductases (KR; G. excentricus: 7, G. polynesiensis: 8) with sequence similarity to type I PKSs, as reported in other dinoflagellates. In addition, 24 contigs (G. excentricus: 3, G. polynesiensis: 21) encoding multiple PKS domains (forming typical type I PKSs modules) were found. The proposed structure produced by one of these megasynthases resembles a partial carbon backbone of a polyether ladder compound. Seventeen contigs encoding single domain KS, KR, s-malonyltransacylase, dehydratase and enoyl reductase with sequence similarity to type II fatty acid synthases (FAS) in plants were found. Type I PKS and type II FAS genes were distinguished based on the arrangement of domains on the contigs and their sequence similarity and phylogenetic clustering with known PKS/FAS genes in other organisms. This differentiation of PKS and FAS pathways in Gambierdiscus is important, as it will facilitate approaches to investigating toxin biosynthesis pathways in dinoflagellates.",Journal of Eukaryotic Microbiology,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2588211817,,10.1111/jeu.12405,,role of modular polyketide synthases in the production of polyether ladder compounds in ciguatoxin producing gambierdiscus polynesiensis and g excentricus dinophyceae,doi:10.1111/jeu.12405,,8,low_relevance_or_noise,dinoflagellate,0,1,2,0,0,,toxin biosynthesis,dinoflagellate; dinoflagellates,,
CrossRef,,10.1139/er-2016-0107,2017.0,The effectiveness of cyanobacteria nitrogen fixation: Review of bench top and pilot scale nitrogen removal studies and implications for nitrogen removal programs,"<jats:p> One of the primary goals of eutrophication management of freshwater systems is to lower the risk of cyanobacterial blooms. This is typically accomplished at the watershed scale by placing controls on phosphorus (P) discharge from point sources. However, several researchers have questioned the predominance of the P management paradigm, arguing that dual nitrogen (N) and P controls would be more effective at preventing cyanobacteria blooms than P controls alone. This hypothesis is predicated in part on the hypothesis that if cyanobacteria are starved of N, which is an essential nutrient, cyanobacteria N<jats:sub>2</jats:sub> fixation rates will not be high enough to maintain growth rates and biomass yields at or near previous levels. However, several single species cultures of heterocystous cyanobacteria directly examining the effect of removing N show that, when deprived of ammonium and nitrate, N<jats:sub>2</jats:sub> fixing cyanobacteria compensate biochemically for the high energy cost of fixation when supplied with sufficient nutrients other than N. Biomass and growth rates were only slightly different under N<jats:sub>2</jats:sub> than when grown under ammonium and nitrate, which is consistent with observations from the long-term experimental fertilization of Lake 227. Collectively, these bench top and pilot scale studies suggest that N control programs will not have a major impact on the magnitude of freshwater cyanobacteria blooms, although cyanobacteria species composition and toxin production might be affected. </jats:p>",Environmental Reviews,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1139/er-2016-0107,,the effectiveness of cyanobacteria nitrogen fixation review of bench top and pilot scale nitrogen removal studies and implications for nitrogen removal programs,doi:10.1139/er-2016-0107,,8,low_relevance_or_noise,cyanobacteria,0,0,0,2,4,,,,cyanobacteria; cyanobacterial,nitrate; nitrogen; nutrient; phosphorus
OpenAlex,,10.4081/aiol.2017.6352,2017.0,"Cyanobacterial dynamics and toxins concentrations in Lake Alto Flumendosa, Sardinia, Italy","Seasonal blooms of cyanobacteria (CB) are a typical feature of Lake Alto Flumendosa (Sardinia, Italy). The waters of this lake are used for drinking water supply, for agricultural and industrial uses, and fish farming activities. Since cyanotoxins are not monitored in edible organisms, diet could be a relevant route of human exposure. CB also represent a threat for the health of wild and domestic animals that use lake water for beverage. Therefore, to characterize the CB community and assess the risk for human and animal population, CB dynamic, mcyB+ fraction, and microcystins (MCs) concentration have been followed monthly for 18 months, in three stations. Results confirmed the presence of several toxigenic species. Planktothrix rubescens dominated between August 2011 and April 2012 (3.5×106 cells L-1), alternating with Woronichinia naegeliana (8×106 cells L-1) and Microcystis botrys (9×105 cells L-1). Dolichospermum planctonicum was always present at low densities (104 cells L-1). MCs were detected, at values well below the 1 µg L-1 threshold of WHO for drinking water. The molecular analysis of mcyB gene for P. rubescens indicated the presence of a persistent toxic population (average 0.45 mcyB/16S rDNA). Highly significant linear regressions were found between P. rubescens and the sum of the demethylated MC variants, and between M. botrys and the sum of MC-LR and MC-LA, also when co-occurring, suggesting that these two species were responsible for different MC patterns production. The regression lines indicated a quite stable MC cell quota. However, in some spotted samples very different values were obtained for both MC concentrations and cell quota (from 10-fold lower to 30-40-fold higher than the ‘average’) showing an unexpected significant variability in the rate of toxin production. The relatively low cell densities during the monitoring period is consistent with the low-to absent MC contamination level found in trout muscle; however, the analytical method was affected by low recovery, probably due to MC-protein binding. Our results show that, during the study period, no risk of exposure for the human and animal population occurred. However, the persistence of a complex CB community characterised by a significant toxic fraction suggests the need for periodic monitoring activity. Particularly, the hidden deep summer P. rubescens blooms, located where water is taken for drinking water supply, and M. botrys, able to produce the most toxic MC variants with high cell quota, should be kept under control. The documentation and interpretation of sudden changes in toxins concentrations deserve special attention. This is particularly relevant in proximity of fish farming plants and water catchment sites.",Advances in Oceanography and Limnology,Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W2610232990,,10.4081/aiol.2017.6352,,cyanobacterial dynamics and toxins concentrations in lake alto flumendosa sardinia italy,doi:10.4081/aiol.2017.6352,,8,low_relevance_or_noise,cyanobacteria,0,0,0,4,0,,,,cyanobacteria; cyanobacterial; dolichospermum; planktothrix,
OpenAlex,,10.4081/aiol.2017.6360,2017.0,Review of 130 years of research on cyanobacteria in aquatic ecosystems in Serbia presented in a Serbian Cyanobacterial Database,"&lt;p&gt;The presence of toxic cyanobacteria in aquatic ecosystems in the territory of the Republic of Serbia was surveyed over a period of several decades. Increasing attention is being paid to some negative consequences that may be caused by these microorganisms. Information from available literary sources regarding the distribution and frequency of cyanobacteria and their toxins over a period of 130 years, together with the effects on humans and wildlife in aquatic ecosystems, were gathered and incorporated into a Serbian Cyanobacterial Database created for the CYANOCOST Action. This database encompasses information on 65 aquatic ecosystems, including rivers, lakes, ponds, canals, irrigation reservoirs, reservoirs used for drinking water supply and reservoirs used for other purposes. Cyanobacterial blooms were found in almost 80% of the investigated aquatic ecosystems. The analysis of the research showed the presence of more than 70 species, including blooms of 24 species from 13 genera. Five species of cyanobacteria: &lt;em&gt;Microcystis aeruginosa&lt;/em&gt;, &lt;em&gt;Aphanizomenon flos-aquae&lt;/em&gt;, &lt;em&gt;Planktothrix agardhii&lt;/em&gt;, &lt;em&gt;Microcystis flos-aquae&lt;/em&gt; and &lt;em&gt;Planktothrix rubescens&lt;/em&gt; frequently formed blooms in the investigated waterbodies and cyanotoxins were also detected in some of them, which had certain negative effects. Here, we present an overview of data contained in the Serbian Cyanobacterial Database, concerning cyanobacterial distribution, cyanotoxin production and associated biological effects in different types of water bodies from the Republic of Serbia. Also, recent important and major cases of cyanobacterial blooming in reservoirs used for drinking water supply: at Vrutci and Ćelije, the Aleksandrovac irrigation reservoir, the Ponjavica River and Lake Palić, including systematic research on the Lake Ludoš and few fishponds are further described. It can be concluded that cyanobacteria and cyanotoxins are omnipresent in different water bodies throughout the Republic of Serbia. For these reasons it is imperative to continue with the monitoring of cyanobacteria and cyanotoxins, as well as to continuously supplement the established database with new information. The Serbian Cyanobacterial Database represents a treasury of information on cyanobacteria and their toxins, and as a model for other countries in the region and beyond. &lt;/p&gt;",Advances in Oceanography and Limnology,Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W2611386515,,10.4081/aiol.2017.6360,,review of 130 years of research on cyanobacteria in aquatic ecosystems in serbia presented in a serbian cyanobacterial database,doi:10.4081/aiol.2017.6360,,8,low_relevance_or_noise,cyanobacteria,0,0,0,4,0,,,,aphanizomenon; cyanobacteria; cyanobacterial; planktothrix,
OpenAlex,,10.4081/aiol.2017.6394,2017.0,"Molecular detection of hepatotoxic cyanobacteria in inland water bodies of the Marmara Region, Turkey","&lt;p&gt;Blooms of cyanobacteria are an increasingly frequent phenomenon in freshwater ecosystems worldwide as a result of eutrophication. Many species can produce hepatotoxins that cause severe health hazards to humans. The aim of this study was to identify the bloom forming cyanobacteria species by molecular methods and to amplify genes responsible for hepatotoxin biosynthesis from the environmental samples and isolated strains of cyanobacteria from Küçükçekmece Lagoon, Sapanca, İznik, Manyas and Taşkısı Lakes. A total of 10 bloom samples and 11 isolated strains were examined and &lt;em&gt;Microcystis&lt;/em&gt; spp., &lt;em&gt;Planktothrix&lt;/em&gt; spp., &lt;em&gt;Nodularia&lt;/em&gt; &lt;em&gt;spumigena&lt;/em&gt;, &lt;em&gt;Anabaenopsis&lt;/em&gt; &lt;em&gt;elenkinii&lt;/em&gt;, &lt;em&gt;Sphaerospermopsis&lt;/em&gt; &lt;em&gt;aphanizomenoides&lt;/em&gt;, &lt;em&gt;Cylindrospermopsis&lt;/em&gt; &lt;em&gt;raciborskii&lt;/em&gt; were identified. Hepatotoxin genes were detected in 60% of the bloom samples and 45% of the strains. Two Microcystis strains were obtained from Küçükçekmece Lagoon. While the strain assigned to &lt;em&gt;Microcystis&lt;/em&gt; &lt;em&gt;flosaquae&lt;/em&gt; was non-toxic, &lt;em&gt;Microcystis&lt;/em&gt; &lt;em&gt;aeruginosa&lt;/em&gt; strain produced microcystin. According to PCR results, the &lt;em&gt;M. aeruginosa&lt;/em&gt; and &lt;em&gt;Planktothrix&lt;/em&gt; &lt;em&gt;agardhii&lt;/em&gt; bloom samples of Küçükçekmece Lagoon contained the microcystin synthetase gene E (mcyE) indicative of microcystin production, however, no microcystin was detected by HPLC. The mcyE gene was also found in &lt;em&gt;Microcystis&lt;/em&gt; &lt;em&gt;wesenbergii&lt;/em&gt; isolated from Taşkısı Lake, and in all &lt;em&gt;Planktothrix&lt;/em&gt; &lt;em&gt;rubescens&lt;/em&gt; bloom samples from Sapanca Lake. To our knowledge, this is the first detailed study for identifiying different toxic cyanobacteria species and their hepatotoxin production from several waterbodies in Turkey using molecular methods.&lt;/p&gt;",Advances in Oceanography and Limnology,Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W2616680820,,10.4081/aiol.2017.6394,,molecular detection of hepatotoxic cyanobacteria in inland water bodies of the marmara region turkey,doi:10.4081/aiol.2017.6394,,8,low_relevance_or_noise,cyanobacteria,0,0,0,3,2,,,,cyanobacteria; cylindrospermopsis; planktothrix,bloom; environmental
CrossRef,,10.1371/journal.pone.0147461,2016.0,Correction: A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,,PLOS ONE,Alexandrium nitrogen toxin production,dinoflagellate_stx,,,10.1371/journal.pone.0147461,,correction a kinetic and factorial approach to study the effects of temperature and salinity on growth and toxin production by the dinoflagellate alexandrium ostenfeldii from the baltic sea,doi:10.1371/journal.pone.0147461,,8,low_relevance_or_noise,dinoflagellate,0,0,3,0,2,,,alexandrium; alexandrium ostenfeldii; dinoflagellate,,salinity; temperature
