collection,title,abstract,journal,year,paper_id,domain,group,doi,pmid,doi_clean,title_clean,match_type
detection,Quick detection method for paralytic shellfish toxins (PSTs) monitoring in freshwater - A review,"The objective of this critical review was to provide a comprehensive summary of paralytic shellfish toxins (PSTs) producing species and knowledge gaps in detecting PSTs in drinking water resources, with a focus on recent development of PSTs monitoring methods and tools for drinking water monitoring. PSTs, which are also called Saxitoxins (STXs), are a group of neurotoxins not only produced by marine dinoflagellates but also freshwater cyanobacteria. The presence of PSTs in freshwater has been reported from all continents except Antarctica. PSTs in poisoned sea food such as shellfish, molluscs and crustaceans may attack the nerve system after consumption. The high incidences of PSTs occurring in drinking water sources showed another route of potential human exposure. A development of simple and fast screening tools for drinking water surveillance of PSTs is needed. Neurotoxins produced by freshwater cyanobacteria are understudied relative to microcystin and little study is done around PSTs in drinking water monitoring. Some fast screening methods exist. The critical issues for using them in water surveillance, particularly matrix effect and cross-reactivity are summarized, and future research directions are high-lighted. We conclude that monitoring routines at drinking water resources should start from species level, followed by a profound screening of toxin profile. For practical monitoring routine, fast screening methods should be combined with highly sensitive and accurate analytical methods such as liquid chromatography/liquid chromatography-mass spectrometry (LC/LC-MS). A thorough understanding of toxin profile in source water is necessary for screening tool selection.",Chemosphere,2021,P024,dinoflagellate,test,,,,quick detection method for paralytic shellfish toxins psts monitoring in freshwater a review,title
effect,Molecular Identification and Toxin Analysis of Alexandrium spp. in the Beibu Gulf: First Report of Toxic A. tamiyavanichii in Chinese Coastal Waters,"The frequency of harmful algal blooms (HABs) has increased in China in recent years. Information about harmful dinoflagellates and paralytic shellfish toxins (PSTs) is still limited in China, especially in the Beibu Gulf, where PSTs in shellfish have exceeded food safety guidelines on multiple occasions. To explore the nature of the threat from PSTs in the region, eight Alexandrium strains were isolated from waters of the Beibu Gulf and examined using phylogenetic analyses of large subunit (LSU) rDNA, small subunit (SSU) rDNA, and internal transcribed spacer (ITS) sequences. Their toxin composition profiles were also determined using liquid chromatography-tandem mass spectrometry (LC-MS/MS). All eight strains clustered in the phylogenetic tree with A. pseudogonyaulax, A. affine, and A. tamiyavanichii from other locations, forming three well-resolved groups. The intraspecific genetic distances of the three Alexandrium species were significantly smaller than interspecific genetic distances for Alexandrium species. Beibu Gulf isolates were therefore classified as A. pseudogonyaulax, A. affine, and A. tamiyavanichii. No PSTs were identified in A. pseudogonyaulax, but low levels of gonyautoxins (GTXs) 1 to 5, and saxitoxin (STX) were detected in A. tamiyavanichii (a total of 4.60 fmol/cell). The extremely low level of toxicity is inconsistent with PST detection above regulatory levels on multiple occasions within the Beibu Gulf, suggesting that higher toxicity strains may occur in those waters, but were unsampled. Other explanations including biotransformation of PSTs in shellfish and the presence of other PST-producing algae are also suggested. Understanding the toxicity and phylogeny of Alexandrium species provides foundational data for the protection of public health in the Beibu Gulf region and the mitigation of HAB events.",Toxins,2021,P045,dinoflagellate,test,,,,molecular identification and toxin analysis of alexandrium spp in the beibu gulf first report of toxic a tamiyavanichii in chinese coastal waters,title
environmental,Low Temperature and Cold Stress Significantly Increase Saxitoxins (STXs) and Expression of STX Biosynthesis Genes sxtA4 and sxtG in the Dinoflagellate Alexandrium catenella,"Toxic dinoflagellate Alexandrium spp. produce saxitoxins (STXs), whose biosynthesis pathway is affected by temperature. However, the link between the regulation of the relevant genes and STXs' accumulation and temperature is insufficiently understood. In the present study, we evaluated the effects of temperature on cellular STXs and the expression of two core STX biosynthesis genes (sxtA4 and sxtG) in the toxic dinoflagellate Alexandrium&nbsp;catenella Alex03 isolated from Korean waters. We analyzed the growth rate, toxin profiles, and gene responses in cells exposed to different temperatures, including long-term adaptation (12, 16, and 20 °C) and cold and heat stresses. Temperature significantly affected the growth of A. catenella, with optimal growth (0.49 division/day) at 16 °C and the largest cell size (30.5 µm) at 12 °C. High concentration of STXs eq were detected in cells cultured at 16 °C (86.3 fmol/cell) and exposed to cold stress at 20?12 °C (96.6 fmol/cell) compared to those at 20 °C and exposed to heat stress. Quantitative real-time PCR (qRT-PCR) revealed significant gene expression changes of sxtA4 in cells cultured at 16 °C (1.8-fold) and cold shock at 20?16 °C (9.9-fold). In addition, sxtG was significantly induced in cells exposed to cold shocks (20?16 °C; 19.5-fold) and heat stress (12?20 °C; 25.6-fold). Principal component analysis (PCA) revealed that low temperature (12 and 16 °C) and cold stress were positively related with STXs' production and gene expression levels. These results suggest that temperature may affect the toxicity and regulation of STX biosynthesis genes in dinoflagellates.",Marine Drugs,2021,P082,dinoflagellate,test,,,,low temperature and cold stress significantly increase saxitoxins stxs and expression of stx biosynthesis genes sxta4 and sxtg in the dinoflagellate alexandrium catenella,title
environmental,"Insights into Alexandrium minutum Nutrient Acquisition, Metabolism and Saxitoxin Biosynthesis through Comprehensive Transcriptome Survey","The toxin-producing dinoflagellate Alexandrium minutum is responsible for the outbreaks of harmful algae bloom (HABs). It is a widely distributed species and is responsible for producing paralytic shellfish poisoning toxins. However, the information associated with the environmental adaptation pathway and toxin biosynthesis in this species is still lacking. Therefore, this study focuses on the functional characterization of A. minutum unigenes obtained from transcriptome sequencing using the Illumina Hiseq 4000 sequencing platform. A total of 58,802 (47.05%) unigenes were successfully annotated using public databases such as NCBI-Nr, UniprotKB, EggNOG, KEGG, InterPRO and Gene Ontology (GO). This study has successfully identified key features that enable A. minutum to adapt to the marine environment, including several carbon metabolic pathways, assimilation of various sources of nitrogen and phosphorus. A. minutum was found to encode homologues for several proteins involved in saxitoxin biosynthesis, including the first three proteins in the pathway of saxitoxin biosynthesis, namely sxtA, sxtG and sxtB. The comprehensive transcriptome analysis presented in this study represents a valuable resource for understanding the dinoflagellates molecular metabolic model regarding nutrient acquisition and biosynthesis of saxitoxin.",Biology,2021,P089,dinoflagellate,test,,,,insights into alexandrium minutum nutrient acquisition metabolism and saxitoxin biosynthesis through comprehensive transcriptome survey,title
environmental,"Salinity Affects Saxitoxins (STXs) Toxicity in the Dinoflagellate Alexandrium pacificum, with Low Transcription of SXT-Biosynthesis Genes sxtA4 and sxtG","Salinity is an important factor for regulating metabolic processes in aquatic organisms; however, its effects on toxicity and STX biosynthesis gene responses in dinoflagellates require further elucidation. Herein, we evaluated the physiological responses, toxin production, and expression levels of two STX synthesis core genes, sxtA4 and sxtG, in the dinoflagellate Alexandrium pacificum Alex05 under different salinities (20, 25, 30, 35, and 40 psu). Optimal growth was observed at 30 psu (0.12 cell division/d), but cell growth significantly decreased at 20 psu and was irregular at 25 and 40 psu. The cell size increased at lower salinities, with the highest size of 31.5 µm at 20 psu. STXs eq was highest (35.8 fmol/cell) in the exponential phase at 30 psu. GTX4 and C2 were predominant at that time but were replaced by GTX1 and NeoSTX in the stationary phase. However, sxtA4 and sxtG mRNAs were induced, and their patterns were similar in all tested conditions. PCA showed that gene transcriptional levels were not correlated with toxin contents and salinity. These results suggest that A. pacificum may produce the highest amount of toxins at optimal salinity, but sxtA4 and sxtG may be only minimally affected by salinity, even under high salinity stress.",Toxins,2021,P097,dinoflagellate,test,,,,salinity affects saxitoxins stxs toxicity in the dinoflagellate alexandrium pacificum with low transcription of sxt biosynthesis genes sxta4 and sxtg,title
mechanisms,SxtA localizes to chloroplasts and changes to its 3'UTR may reduce toxin biosynthesis in non-toxic Alexandrium catenella (Group I)?,"SxtA is the enzyme that catalyses the first step of saxitoxin biosynthesis. We developed an immunofluorescent method to detect SxtA using antibodies against SxtA peptides. Confocal microscopy revealed the presence of abundant, sub-cellularly localized signal in cells of toxic species and its absence in non-toxic species. Co-localization of SxtA with Rubisco II and ultra-structural observation by transmission electron microscopy strongly suggested the association of SxtA with chloroplasts. We also characterized a non-toxic sub-clone of Alexandrium catenella (Group I) to elucidate the mutation responsible for its loss of toxicity. Although sxtA4 gene copy number was indistinguishable in toxic and non-toxic sub-clones, mRNA and protein expression were significantly reduced in the non-toxic sub-clone and we uncovered sequence variation at the 3' untranslated region (3'UTR) of sxtA4 mRNA. We propose that differences in the sxtA4 mRNA 3'UTR lead to down-regulation of STX biosynthesis post-transcriptionally, thereby explaining the differences in toxicity amongst different A. catenella (Group I) sub-clones.",Harmful Algae,2021,P130,dinoflagellate,test,,,,sxta localizes to chloroplasts and changes to its 3 utr may reduce toxin biosynthesis in non toxic alexandrium catenella group i,title
mechanisms,Finding Species-Specific Extracellular Surface-Facing Proteomes in Toxic Dinoflagellates,"As a sequel to our previous report of the existence of species-specific protein/peptide expression profiles (PEPs) acquired by mass spectrometry in some dinoflagellates, we established, with the help of a plasma-membrane-impermeable labeling agent, a surface amphiesmal protein extraction method (SAPE) to label and capture species-specific surface proteins (SSSPs) as well as saxitoxins-producing-species-specific surface proteins (Stx-SSPs) that face the extracellular space (i.e., SSSPsEf and Stx-SSPsEf). Five selected toxic dinoflagellates, Alexandrium minutum, A. lusitanicum, A. tamarense, Gymnodinium catenatum, and Karenia mikimotoi, were used in this study. Transcriptomic databases of these five species were also constructed. With the aid of liquid chromatography linked-tandem mass spectrometry (LC-MS/MS) and the transcriptomic databases of these species, extracellularly facing membrane proteomes of the five different species were identified. Within these proteomes, 16 extracellular-facing and functionally significant transport proteins were found. Furthermore, 10 SSSPs and 6 Stx-SSPs were identified as amphiesmal proteins but not facing outward to the extracellular environment. We also found SSSPsEf and Stx-SSPsEf in the proteomes. The potential functional correlation of these proteins towards the production of saxitoxins in dinoflagellates and the degree of species specificity were discussed accordingly.",Toxins,2021,P135,dinoflagellate,test,,,,finding species specific extracellular surface facing proteomes in toxic dinoflagellates,title
policy_monitoring,Recent developments in quantitative PCR for monitoring harmful marine microalgae,"Marine microalgae produce a variety of specialised metabolites that have toxic effects on humans, farmed fish, and marine wildlife. Alarmingly, many of these compounds bioaccumulate in the tissues of shellfish and higher trophic organisms, including species consumed by humans. Molecular methods are emerging as a potential alternative and complement to the conventional microscopic diagnosis of toxic or otherwise harmful microalgal species. Quantitative PCR (qPCR) in particular, has gained popularity over the past decade as a sensitive, rapid, and cost-effective method for monitoring harmful microalgae. Assays targeting taxonomic marker genes provide the opportunity to identify and quantify (or semi-quantify) microalgal species and importantly to pre-empt bloom events. Moreover, the discovery of paralytic shellfish toxin biosynthesis genes in dinoflagellates has enabled researchers to directly monitor toxigenic species in coastal waters and fisheries. This review summarises the recent developments in qPCR detection methods for harmful microalgae, with emphasis on emerging toxin gene monitoring technologies.",Harmful Algae,2021,P147,dinoflagellate,test,,,,recent developments in quantitative pcr for monitoring harmful marine microalgae,title
policy_monitoring,Three decades of Canadian marine harmful algal events: Phytoplankton and phycotoxins of concern to human and ecosystem health,"Spatial and temporal trends of marine harmful algal events in Canada over the last three decades were examined using data from the Harmful Algal Event Database (HAEDAT). This database contains the most complete record of algal blooms, phycotoxins and shellfish harvesting area closures in Canada since 1987. This 30-year review of 593 Canadian HAEDAT records from 1988 to 2017, together with other Canadian data and publications, shows that recurring harmful algal events have been widespread throughout both the Atlantic and Pacific coastal regions. The 367 paralytic shellfish toxin (PST) reports revealed annual and frequent recurrence throughout both the Atlantic and Pacific regions, including multi-year PST events in the Bay of Fundy, the Estuary and Gulf of St. Lawrence and the Strait of Georgia. The 70 amnesic shellfish toxin (AST) records revealed no recognizable trend, as these events were usually area specific and did not recur annually. The increasing frequency of diarrhetic shellfish toxin (DST) events over the period of this review, in total 59 records, can be at least partially explained by increased sampling effort. Marine species mortalities caused by harmful algae (including diatoms, dictyochophytes, dinoflagellates, and raphidophytes), were a common occurrence in the Pacific region (87 reports), but have been reported much less frequently in the Atlantic region (10 reports). Notable Canadian records contained in HAEDAT include the first detection worldwide of amnesic shellfish poisoning (ASP), attributed to the production of domoic acid (an AST) by a diatom (Pseudo-nitzschia multiseries) in Prince Edward Island in 1987. The first proven case of diarrhetic shellfish poisoning (DSP) in Canada and North America was recorded in 1990, and the first closures of shellfish harvesting due to DST (associated with the presence of Dinophysis norvegica) occurred in Nova Scotia in 1992, followed by closures in Newfoundland and Labrador in 1993. In 2008, mass mortalities of fishes, birds and mammals in the St. Lawrence Estuary were caused by Alexandrium catenella and high levels of PST. During 2015, the Pacific coast experienced a large algal bloom that extended from California to Alaska. It resulted in the closure of several shellfish harvesting areas in British Columbia due to AST, produced by Pseudo-nitzschia australis. Data from the Canadian Arctic coast is not included in HAEDAT. However, because of the emerging importance of climate change and increased vessel traffic in the Arctic, information on the occurrence of harmful algal species (pelagic and sympagic?=?sea ice-associated) in that region was compiled from relevant literature and data. The results suggest that these taxa may be more widespread than previously thought in the Canadian Arctic. Information in HAEDAT was not always robust or complete enough to provide conclusions about temporal trends. Compilation of spatial and temporal information from HAEDAT and other records is nevertheless important for evaluating the potential role of harmful algae as a stressor on Canadian marine ecosystems, and will support the next step: developing a knowledge gap analysis that will establish research priorities for determining their consequences on human and ecosystem health.",Harmful Algae,2021,P155,dinoflagellate,test,,,,three decades of canadian marine harmful algal events phytoplankton and phycotoxins of concern to human and ecosystem health,title
toxin_profile,Molecular Identification and Toxin Analysis of Alexandrium spp. in the Beibu Gulf: First Report of Toxic A. tamiyavanichii in Chinese Coastal Waters,"The frequency of harmful algal blooms (HABs) has increased in China in recent years. Information about harmful dinoflagellates and paralytic shellfish toxins (PSTs) is still limited in China, especially in the Beibu Gulf, where PSTs in shellfish have exceeded food safety guidelines on multiple occasions. To explore the nature of the threat from PSTs in the region, eight Alexandrium strains were isolated from waters of the Beibu Gulf and examined using phylogenetic analyses of large subunit (LSU) rDNA, small subunit (SSU) rDNA, and internal transcribed spacer (ITS) sequences. Their toxin composition profiles were also determined using liquid chromatography-tandem mass spectrometry (LC-MS/MS). All eight strains clustered in the phylogenetic tree with A. pseudogonyaulax, A. affine, and A. tamiyavanichii from other locations, forming three well-resolved groups. The intraspecific genetic distances of the three Alexandrium species were significantly smaller than interspecific genetic distances for Alexandrium species. Beibu Gulf isolates were therefore classified as A. pseudogonyaulax, A. affine, and A. tamiyavanichii. No PSTs were identified in A. pseudogonyaulax, but low levels of gonyautoxins (GTXs) 1 to 5, and saxitoxin (STX) were detected in A. tamiyavanichii (a total of 4.60 fmol/cell). The extremely low level of toxicity is inconsistent with PST detection above regulatory levels on multiple occasions within the Beibu Gulf, suggesting that higher toxicity strains may occur in those waters, but were unsampled. Other explanations including biotransformation of PSTs in shellfish and the presence of other PST-producing algae are also suggested. Understanding the toxicity and phylogeny of Alexandrium species provides foundational data for the protection of public health in the Beibu Gulf region and the mitigation of HAB events.",Toxins,2021,P192,dinoflagellate,test,,,,molecular identification and toxin analysis of alexandrium spp in the beibu gulf first report of toxic a tamiyavanichii in chinese coastal waters,title
gene_expression,From the sxtA4 Gene to Saxitoxin Production: What Controls the Variability Among Alexandrium minutum and Alexandrium pacificum Strains?,"Paralytic shellfish poisoning (PSP) is a human foodborne syndrome caused by the consumption of shellfish that accumulate paralytic shellfish toxins (PSTs, saxitoxin group). In PST-producing dinoflagellates such as Alexandrium spp., toxin synthesis is encoded in the nuclear genome via a gene cluster (sxt). Toxin production is supposedly associated with the presence of a 4th domain in the sxtA gene (sxtA4), one of the core genes of the PST gene cluster. It is postulated that gene expression in dinoflagellates is partially constitutive, with both transcriptional and post-transcriptional processes potentially co-occurring. Therefore, gene structure and expression mode are two important features to explore in order to fully understand toxin production processes in dinoflagellates. In this study, we determined the intracellular toxin contents of twenty European Alexandrium minutum and Alexandrium pacificum strains that we compared with their genome size and sxtA4 gene copy numbers. We observed a significant correlation between the sxtA4 gene copy number and toxin content, as well as a moderate positive correlation between the sxtA4 gene copy number and genome size. The 18 toxic strains had several sxtA4 gene copies (9-187), whereas only one copy was found in the two observed non-toxin producing strains. Exploration of allelic frequencies and expression of sxtA4 mRNA in 11 A. minutum strains showed both a differential expression and specific allelic forms in the non-toxic strains compared with the toxic ones. Also, the toxic strains exhibited a polymorphic sxtA4 mRNA sequence between strains and between gene copies within strains. Finally, our study supported the hypothesis of a genetic determinism of toxin synthesis (i.e., the existence of several genetic isoforms of the sxtA4 gene and their copy numbers), and was also consistent with the hypothesis that constitutive gene expression and moderation by transcriptional and post-transcriptional regulation mechanisms are the cause of the observed variability in the production of toxins by A. minutum.",Frontiers in Microbiology,2021,P216,dinoflagellate,test,,,,from the sxta4 gene to saxitoxin production what controls the variability among alexandrium minutum and alexandrium pacificum strains,title
hab,"Spatial distribution and source of biotoxins in phytoplankton from the South China Sea, China","Marine phycotoxins severely threaten ecosystem health and mariculture. This study investigates the spatial distribution and source of diverse phycotoxins in the South China Sea (SCS), during four 2019/2020 cruises. Saxitoxin (STX) and okadaic acid (OA) -groups, azaspiracids, cyclic imines, pectenotoxins (PTX), yessotoxins, and domoic acid (DA) toxins were analyzed in microalgal samples. PTX2 occurred with the highest (93.5%) detection rate (DR) during all cruises, especially in the Pearl River Estuary (PRE) in June 2019. Homo-yessotoxin (hYTX) and DA were found during three cruises in August 2020, and high DR of hYTX (67.7%, 29.3%) and DA (29.0%, 29.3%) in the PRE and Guangdong coast, respectively, in June 2019 and 2020, peaking at concentrations of 777 pg hYTX L-1 and 38514 pg DA L-1. The phycotoxin distribution demonstrated that DA-producing microalgae gathered close to the PRE and Guangdong coast, while hYTX-producing microalgae distributed relatively far offshore. Microalgae producing PTX2- and STX-group toxins were more widely living in the SCS. High-throughput sequencing results suggested that Alexandrium pacificum and Gonyaulax spinifera were responsible for STX-group toxins and hYTX, respectively, while Pseudo-nitzschia cuspidata was the main source of DA. Widely distributed PTX2, hYTX, and DA were reported for the first time in the SCS.",Journal of Hazardous Materials,2021,P229,dinoflagellate,test,,,,spatial distribution and source of biotoxins in phytoplankton from the south china sea china,title
hab,Algal blooms of Alexandrium spp. and Paralytic Shellfish Poisoning toxicity events in mussels farmed in Sicily,"Marine biotoxins can accumulate in filter- feeders bivalve molluscs, that may represent a source of potential health problems being vectors of toxins, that are transferred to humans through their consumption. Harmful Algal Blooms impact on aquaculture may give also economic losses due to temporary closures of contaminated shellfish harvest and marketing. The presence of toxic algae for Paralytic Shellfish Poisoning (PSP), with recurrent toxic blooms of dinoflagellates, such as several Alexandrium species, been known since 2000 in the waters of an Ionian bay of Sicily, the Syracuse harbour, where shellfish farms are located. Our previous works reported in this area the positivity for PSP toxin in mussels (Mytilus galloprovincialis) with saxitoxin concentrations above the limit of the law and the simultaneous presence of toxic species of the genus Alexandrium in the waters. This work reports new recent episodes of algal blooms of Alexandrium minutum in the waters of the Syracuse harbour and PSP toxin contamination in farmed mussels, with values beyond the limits established by law, with the consequent immediate closure of the production area. PSP toxicity was detected with the MBA (Mouse Bioassay) with the confirm carried out with Lawrence method to quantify the total saxitoxin equivalents and characterize the toxic profile. Regular application of the implemented health plan is very important in order to prevent any risk and protect consumer health.",Italian Journal of Food Safety,2021,P230,dinoflagellate,test,,,,algal blooms of alexandrium spp and paralytic shellfish poisoning toxicity events in mussels farmed in sicily,title
transcriptome,Comparative transcriptomics of toxin synthesis genes between the non-toxin producing dinoflagellate Cochlodinium polykrikoides and toxigenic Alexandrium pacificum,"In the present study, we extensively characterized potential toxin-related genes, including polyketide synthase (PKS), saxitoxin (STX) and fatty acid synthase (FAS) from the non-toxin producing marine dinoflagellate Cochlodinium polykrikoides, comparing to those of a toxigenic dinoflagellate Alexandrium pacificum. RNA sequencing revealed 50 and 271 PKS contigs from C. polykrikoides and A. pacificum, respectively. According to domain constitute and amino acid alteration, we further classified the dinoflagellate type I PKS genes into 4 sub-groups. Type III PKS was first identified in C. polykrikoides. Interestingly, we detected a large number (242 and 288) of homologs of 18 sxt genes from two studied dinoflagellates. Most of the eight key genes (sxtA, sxtB, sxtD, sxtG, sxtH/T, sxtI, sxtS and sxtU) for STX synthesis were detected in both dinoflatellates, whereas a core STX biosynthesis gene sxtG was not detected in C. polykrikoides. This may partially explain the absence of saxitoxin production in C. polykrikoides. In addition, we identified several type I and type II FAS genes, including FabD, FabF, FabG, FabH, FabI, and FabZ, whereas FabB was not found in C. polykrikoides. Overall, the numbers of the toxin-related genes in C. polykrikoides were less than that of A. pacificum. Phylogenetic analyses showed that type I PKS/FASs of dinoflagellates had close relationships with apicomplexans and bacteria. These suggest that the toxin-related PKS and sxt genes are commonly present in toxigenic and non-toxin producing dinoflagellates, and may be involved not only in the toxin synthesis, but also in other related molecular metabolic functions.",Harmful Algae,2020,P009,dinoflagellate,test,,,,comparative transcriptomics of toxin synthesis genes between the non toxin producing dinoflagellate cochlodinium polykrikoides and toxigenic alexandrium pacificum,title
transcriptome,De novo Transcriptome of the Non-saxitoxin Producing Alexandrium tamutum Reveals New Insights on Harmful Dinoflagellates,"Many dinoflagellates species, especially of the Alexandrium genus, produce a series of toxins with tremendous impacts on human and environmental health, and tourism economies. Alexandrium tamutum was discovered for the first time in the Gulf of Naples, and it is not known to produce saxitoxins. However, a clone of A. tamutum from the same Gulf showed copepod reproduction impairment and antiproliferative activity. In this study, the full transcriptome of the dinoflagellate A. tamutum is presented in both control and phosphate starvation conditions. RNA-seq approach was used for in silico identification of transcripts that can be involved in the synthesis of toxic compounds. Phosphate starvation was selected because it is known to induce toxin production for other Alexandrium spp. Results showed the presence of three transcripts related to saxitoxin synthesis (sxtA, sxtG and sxtU), and others potentially related to the synthesis of additional toxic compounds (e.g., 44 transcripts annotated as ""polyketide synthase""). These data suggest that even if this A. tamutum clone does not produce saxitoxins, it has the potential to produce toxic metabolites, in line with the previously observed activity. These data give new insights into toxic microalgae, toxin production and their potential applications for the treatment of human pathologies.",Marine Drugs,2020,P011,dinoflagellate,test,,,,de novo transcriptome of the non saxitoxin producing alexandrium tamutum reveals new insights on harmful dinoflagellates,title
transcriptome,Transcriptome survey and toxin measurements reveal evolutionary modification and loss of saxitoxin biosynthesis genes in the dinoflagellates Amphidinium carterae and Prorocentrum micans,"In the present study, we characterized the potential toxin genes for polyketide synthase (PKS) and saxitoxin (STX) biosynthesis using the transcriptomes of two non-STX producing dinoflagellates Amphidinium carterae and Prorocentrum micans. RNA sequencing revealed 94 and 166 PKS contigs in A. carterae and P. micans, respectively. We first detected type III PKS, which was closely related to bacteria. In addition, dozens of homologs of 20 STX biosynthesis genes were identified. Interestingly, the core STX-synthesizing genes sxtA and sxtB were only found in P. micans, whereas sxtD was detected in A. carterae alone. Bioinformatic analysis showed that the first two core genes (sxtA and sxtG) had a low sequence similarity (37.0-67.6%) and different domain organization compared to those of other toxigenic dinoflagellates, such as Alexandrium pacificum. These might result in the breakdown of the initial reactions in STX production and ultimately the loss of the ability to synthesize the toxins in both dinoflagellates. Our findings suggest that toxin-related PKS and sxt genes are commonly found in non-STX producing dinoflagellates. In addition to their involvement in the synthesis of toxins, our result indicates that genes may also have other molecular metabolic functions.",Ecotoxicology and Environmental Safety,2020,P013,dinoflagellate,test,,,,transcriptome survey and toxin measurements reveal evolutionary modification and loss of saxitoxin biosynthesis genes in the dinoflagellates amphidinium carterae and prorocentrum micans,title
effect,Centrodinium punctatum (Dinophyceae) produces significant levels of saxitoxin and related analogs,"Centrodinium punctatum is a fusiform dinoflagellate with a global marine distribution. Due to a close phylogenetic relationship of one C. punctatum strain to Alexandrium species, toxin production of this C. punctatum strain was assessed using liquid chromatography coupled to tandem mass spectrometry. The paralytic shellfish toxin (PST) profile of C. punctatum was dominated by six analogs, i.e. STX (30%), GTX-1 (20%) and neoSTX (24%), followed by GTX-2 (9%), GTX-4 (9%) and GTX-3 (8%); deoxy-STX was also putatively identified while no gymnodimines, spirolides or goniodomins were detected. This is the first record of C. punctatum producing saxitoxins. The estimated cellular toxicity was rather elevated, between 91 and 212 pg cell-1 (or 259 and 601 fmol cell-1). When considering the toxicity equivalent factors, results suggest that this species can produce high cellular toxicity compared to other STX-producing dinoflagellates. Morphological details of the sulcal area and the hypotheca of Centrodinium punctatum were re-examined by scanning electron microscopy (SEM); this revealed that in the sulcal area, the left posterior sulcal plate (Ssp) is larger and longer than the left posterior sulcal plate and extended into the hypotheca. Based on the morphological observation, a revised interpretation of the sulcus and hypotheca is proposed.",Harmful Algae,2020,P043,dinoflagellate,test,,,,centrodinium punctatum dinophyceae produces significant levels of saxitoxin and related analogs,title
environmental,"A metagenomic study of bacterial communities associated with the saxitoxin producing dinoflagellate, Pyrodinium bahamense var. compressum",nan nan,Malaysian Journal of Microbiology,2020,P075,dinoflagellate,test,,,,a metagenomic study of bacterial communities associated with the saxitoxin producing dinoflagellate pyrodinium bahamense var compressum,title
environmental,Toxigenic phytoplankton groups and neurotoxin levels related to two contrasting environmental conditions at the coastal area of Rio de Janeiro (west of South Atlantic),"An assessment of the major pigments and neurotoxins and a description of the phytoplankton community were carried out within the coastal region of Rio de Janeiro State (Brazil), during winter and the following spring of 2018. Overall, six stations were investigated for oceanographic conditions (with CTD casts). Filtered water samples were used to estimate the chlorophyll a (CHL-a), carotenoids (CAR), and phycobiliproteins (PHY) using UV-Vis spectrophotometry, as well as the quantification of saxitoxins (STX) and domoic acid (DA), through High Performance Liquid Chromatography (HPLC). Planktonic organisms were counted using sedimentation chambers of different volumes and an inverted microscope. A cluster analysis, SIMPER, and ANOSIM were applied to the phytoplankton data along with diversity indexes, and non-parametric statistics to phycotoxins and pigments. There was a significant difference between the winter and spring phytoplankton community, associated with the mixed layer depth (r2 = -0.626, p < 0.05) and temperature (r2 = 0.641, p < 0.05). Phytoplankton biomass and C:CHL-a indicated a higher production during the winter than in spring, with the potentially toxic genus Pseudo-nitzschia responsible for 12.79% of autotrophic abundance (SIMPER output). Pigments showed a slight increase in CAR during spring, while PHY remained at trace concentrations. Both the DA and STX were quantified in winter and spring, but with significant differences only for STX between the sampling periods. Among the 71 taxa, 11 were identified as potentially toxic with an emphasis on STX-producing dinoflagellates and cyanobacteria, such as Alexandrium sp., Gymnodinium spp. along with Trichodesmium spp. Season-related environmental variability may be the major driving force modulating the mixed assemblage of species that support different levels of phycotoxins.",Toxicon: Official Journal of the International Society on Toxinology,2020,P104,dinoflagellate,test,,,,toxigenic phytoplankton groups and neurotoxin levels related to two contrasting environmental conditions at the coastal area of rio de janeiro west of south atlantic,title
review,Biosynthesis of Saxitoxin in Marine Dinoflagellates: An Omics Perspective,"Saxitoxin is an alkaloid neurotoxin originally isolated from the clam Saxidomus giganteus in 1957. This group of neurotoxins is produced by several species of freshwater cyanobacteria and marine dinoflagellates. The saxitoxin biosynthesis pathway was described for the first time in the 1980s and, since then, it was studied in more than seven cyanobacterial genera, comprising 26 genes that form a cluster ranging from 25.7 kb to 35 kb in sequence length. Due to the complexity of the genomic landscape, saxitoxin biosynthesis in dinoflagellates remains unknown. In order to reveal and understand the dynamics of the activity in such impressive unicellular organisms with a complex genome, a strategy that can carefully engage them in a systems view is necessary. Advances in omics technology (the collective tools of biological sciences) facilitated high-throughput studies of the genome, transcriptome, proteome, and metabolome of dinoflagellates. The omics approach was utilized to address saxitoxin-producing dinoflagellates in response to environmental stresses to improve understanding of dinoflagellates gene-environment interactions. Therefore, in this review, the progress in understanding dinoflagellate saxitoxin biosynthesis using an omics approach is emphasized. Further potential applications of metabolomics and genomics to unravel novel insights into saxitoxin biosynthesis in dinoflagellates are also reviewed.",Marine Drugs,2020,P171,dinoflagellate,test,,,,biosynthesis of saxitoxin in marine dinoflagellates an omics perspective,title
