source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
PubMed,41477211.0,10.3389/fmicb.2025.1655370,2025.0,"Bacterial community diversity and potential eco-physiological roles in toxigenic blooms composed of <i>Microcystis</i>, <i>Aphanizomenon</i> or <i>Planktothrix</i>.","Cyanobacterial toxicity, cyanotoxins, and their impact on aquatic ecosystems and human health are well documented. In comparison, less is known about bloom-associated bacterial communities. Co-occurring bacteria can influence bloom development, physiology and collapse, and may also provide a niche for pathogenic bacteria. Existing research focuses on the cyanosphere of <i>Microcystis</i>-dominated blooms, despite the increasing prevalence of filamentous genera (<i>Aphanizomenon</i> and <i>Planktothrix</i>). This pilot study aimed to broaden our understanding of the bacterial consortia attached to morphologically distinct cyanobacteria (coccoid and filamentous) dominating phytoplankton communities and to explore their potential roles in amplifying the impacts of cyanobacterial blooms. We investigated four shallow freshwater bodies across three continents and two climate zones: an urban pond in the USA, a dammed reservoir and a natural lake in Poland, and an urban water body in Singapore. Amplicon sequencing (16S rRNA gene) was used to characterize bacterial communities, while shotgun metagenomics identified nitrogen- and phosphorus-cycling genes to infer potential eco-physiological functions. Cyanobacteria dominated bacterioplankton assemblages at all sites (>35.6%), with bloom composition influencing toxigenic profiles. A mixed bloom of <i>Microcystis</i>, <i>Snowella</i>, and <i>Aphanizomenon</i> had the broadest range of cyanotoxin synthetase genes (<i>mcy</i>E, <i>cyr</i>J, <i>ana</i>F and <i>sxt</i>A). <i>Microcystis</i> blooms correlated with increased <i>Roseomonas</i>, while <i>Planktothrix</i> co-occurred with <i>Flavobacterium</i> - both bacteria likely contribute to nutrient-cycling within blooms and represent potential opportunistic pathogens for aquatic organisms and humans. The <i>Microcystis</i> cyanosphere exhibited the highest number of significant positive correlations with bacteria (19 relations), compared to <i>Planktothrix</i> and <i>Aphanizomenon</i> (11 and 2 relations, respectively). Non-diazotrophic blooms of <i>Microcystis</i> and <i>Planktothrix</i> showed greater abundances of nitrogen - (<i>ure</i>B, <i>gln</i>A, <i>nar</i>B, and <i>nar</i>HZ) and phosphorus-cycling genes (<i>pho</i>BHPR and <i>ppk</i>1), indicating a strong dependence on associated bacteria for nutrient acquisition compared to diazotrophic <i>Aphanizomenon</i>. These findings suggest that <i>Aphanizomenon</i>-dominated blooms may be sustained by simpler microbiomes. Our results provide preliminary evidence of cyanosphere heterogeneity potentially shaped by the dominance or coexistence of three morphologically and eco-physiologically distinct genera of cyanobacteria. A comprehensive knowledge of the taxonomy and functional roles of bloom-associated microbiomes is therefore essential to understand bloom activity, evaluate the environmental threat, and develop effective strategies for prevention and mitigation.",Frontiers in microbiology,cyanobacteria sxtA,cyanobacteria_stx,,,10.3389/fmicb.2025.1655370,41477211.0,bacterial community diversity and potential eco physiological roles in toxigenic blooms composed of microcystis aphanizomenon or planktothrix,doi:10.3389/fmicb.2025.1655370,,14,low_relevance_or_noise,cyanobacteria,0,0,0,4,6,,,,aphanizomenon; cyanobacteria; cyanobacterial; planktothrix,bloom; climate; environmental; nitrogen; nutrient; phosphorus
PubMed,40710496.0,10.3390/md23070271,2025.0,"A Fresh Perspective on Cyanobacterial Paralytic Shellfish Poisoning Toxins: History, Methodology, and Toxicology.","Paralytic shellfish poisoning toxins (PSPTs) are a class of neurotoxins most known for causing illness from consuming contaminated shellfish. These toxins are also present in freshwater systems with the concern that they contaminate drinking and recreational waters. This review provides (1) a complete list of the 84+ known PSPTs and important chemical features; (2) a complete list of all environmental freshwater PSPT detections; (3) an outline of the certified PSPT methods and their inherent weaknesses; and (4) a discussion of PSPT toxicology, the weaknesses in existing data, and existing freshwater regulatory limits. We show ample evidence of production of freshwater PSPTs by cyanobacteria worldwide, but data and method uncertainties limit a proper risk assessment. One impediment is the poor understanding of freshwater PSPT profiles and lack of commercially available standards needed to identify and quantify freshwater PSPTs. Further constraints are the limitations of toxicological data derived from human and animal model exposures. Unassessed mouse toxicity data from 1978 allowed us to calculate and propose toxicity equivalency factors (TEF) for 11-hydroxysaxitoxin (11-OH STX; M2) and 11-OH dcSTX (dcM2). TEFs for the 11-OH STX epimers were calculated to be 0.4 and 0.6 for 11α-OH STX (M2α) and 11β-OH STX (M2β), while we estimate that TEFs for 11α-OH dcSTX (dcM2α) and 11β-OH dcSTX (dcM2β) congeners would be 0.16 and 0.23, respectively. Future needs for freshwater PSPTs include increasing the number of reference materials for environmental detection and toxicity evaluation, developing a better understanding of PSPT profiles and important environmental drivers, incorporating safety factors into exposure guidelines, and evaluating the accuracy of the established no-observed-adverse-effect level.",Marine drugs,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/md23070271,40710496.0,a fresh perspective on cyanobacterial paralytic shellfish poisoning toxins history methodology and toxicology,doi:10.3390/md23070271,,14,cyanobacteria_stx,cyanobacteria,3,0,0,2,1,dcstx; paralytic shellfish poisoning; stx,,,cyanobacteria; cyanobacterial,environmental
OpenAlex,,10.47470/0016-9900-2024-103-12-1466-1472,2024.0,The problem of algal bloom in the source of drinking water supply for the population,"Introduction. The source of drinking water supply for the city of Chelyabinsk with a population of more than 1 million people is the Miass River, the flow of which is regulated by the Shershnevskoye and Argazinskoye reservoirs. The waters of these reservoirs are periodically subjected to increased blooming, including cyanobacterial blooming, which makes the water hazardous to human health, requiring special monitoring. Materials and methods. The objects of research were natural water of the river. The objects of the research were natural water of the Miass River at the Shershnevskoye water reservoir in the water treatment station of the municipal unitary enterprise for water supply and sanitation industrial association “Sosnovskiye water treatment facilities” in Chelyabinsk and treated drinking water before supplying to the distribution network. The results of laboratory-instrumental studies of phytoplankton biomass, quantitative, and qualitative (species composition) of cyanobacteria for 2010–2022 were used. Determination of cyanotoxins microcystin-LR, cylindrospermopsin, anatoxin-a, saxitoxin, and beta-N-methylamine-L-alanine (BMAA) in reservoir water and drinking water supplied to the population was carried out using ready-made immunoenzyme test systems, manufactured by Eurofins Abraxis (USA) by enzyme immunoassay method. Results. The dominant genera of cyanobacteria identified in the water of the Shershnev Reservoir were: Planktothrix, Aphanizomenon, Microcystis, and Anabaena. As a result of monitoring the water of the Shershnev Reservoir and drinking water there were detected following toxins produced by cyanobacteria: microcystin-LR, anatoxin-a, saxitoxin, cylindrospermopsin, microcystin, and β-N-methylamino-L-alanine (BMAA). The analysis of qualitative and quantitative composition of cyanobacteria and cyanotoxins allowed revealing the tendencies of “blooming” processes characteristic for this region, insufficient efficiency to the two-stage purification scheme in relation to: anatoxin-a, cylindrospermopsin, saxitoxin, and microcystin-LR. Limitation. Lack of domestic standards and test systems with the necessary sensitivity and representativeness to expand the range of determined priority cyanotoxins in water. Conclusion. Regional peculiarities and seasonal patterns of distribution of the consequences of cyanobacterial “blooms” have been revealed. The direction of further research may be the improvement of wastewater treatment systems and drinking water treatment systems. The obtained results can be used as a basis for development of monitoring system, including identification of priority cyanotoxins and assessment of public health risk.",Hygiene and Sanitation,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W4405840802,,10.47470/0016-9900-2024-103-12-1466-1472,,the problem of algal bloom in the source of drinking water supply for the population,doi:10.47470/0016-9900-2024-103-12-1466-1472,,14,cyanobacteria_stx,cyanobacteria,1,0,0,5,1,saxitoxin,,,anabaena; aphanizomenon; cyanobacteria; cyanobacterial; planktothrix,bloom
PubMed,37678578.0,10.1016/j.toxicon.2023.107282,2023.0,A rapid LC-MS/MS method for multi-class identification and quantification of cyanotoxins.,"Cyanobacteria can form harmful blooms in specific environmental conditions due to certain species producing toxic metabolites known as cyanotoxins. These toxins pose significant risks to public health and the environment, making it critical to identify and quantify them in food and water sources to avoid contamination. However, current screening methods only focus on a single class of cyanotoxins, limiting their effectiveness. Thus, fast and sensitive liquid chromatography coupled with tandem mass spectrometry (LC-MS/MS) method was developed to analyze eighteen cyanotoxins simultaneously. A simplified extraction procedure using lyophilized samples of cyanobacterial biomass was also used, eliminating the need for traditional solid-phase extraction methods. This method uses multiple reaction monitoring and allows accurate determination and quantification of eighteen cyanotoxins, including anatoxin-a, homoanatoxin-a, cylindrospermopsin, deoxy-cylindrospermopsin, nodularin, guanitoxin, seven microcystins (RR, [D-Asp3] RR, LA, LR, LY, LW, and YR), and five saxitoxins (gonyautoxins - GTX-1&4, GTX-2&3, GTX-5), decarbamoylgonyautoxin (dcGTX-2&3), and N-Sulfocarbamoylgonyautoxin (C1&C2), all in a short acquisition time of 8 min. Therefore, this method provides a simple and efficient approach to identify and quantify harmful compounds produced by cyanobacteria. Hence, this represents the first method to detecting guanitoxin among cyanotoxins. By expanding the range of toxins analyzed, this method can help ensure high-quality food and drinking water and protect recreational users from exposure to cyanotoxins.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2023.107282,37678578.0,a rapid lc ms ms method for multi class identification and quantification of cyanotoxins,doi:10.1016/j.toxicon.2023.107282,,14,cyanobacteria_stx,cyanobacteria,3,0,0,2,1,gonyautoxins; gtx; saxitoxins,,,cyanobacteria; cyanobacterial,environmental
PubMed,39703700.0,10.1016/j.jglr.2022.08.015,2022.0,Potamoplankton of the Maumee River during 2018 and 2019: The relationship between cyanobacterial toxins and environmental factors.,"While algal blooms are common in eutrophic lakes, blooms can also occur in tributaries that load nutrients into the lake. We sampled six sites along a 122-km stretch of the Maumee River May through October 2018 and 2019 at weekly to biweekly intervals to determine if algal blooms occur, in particular toxic cyanobacteria, and to provide insights on potential environmental drivers of blooms. Samples were analyzed for concentrations of potamoplankton (=riverine phytoplankton), chlorophyll <i>a</i>, nutrients, cyanobacterial toxins, microcystins and saxitoxins, and cyanotoxin genes (<i>mcyE</i> and <i>sxtA</i>). Extreme precipitation in 2019 resulted in more high discharge events during 2019 than in 2018. Chlorophyll <i>a</i> ranged from 50 μg/L to 300 μg/L during periods of low discharge (<50 m<sup>3</sup>/s), and green algae and diatoms accounted for the majority of the chlorophyll <i>a</i>. In both years, cyanobacteria comprised a low proportion of all chlorophyll <i>a</i>, usually<20 %, but microcystins and saxitoxins were detectable in 38.7 % and 16.7 % samples, respectively, and <i>mcyE</i> and <i>sxtA</i> were detected in 36.2 % and 59.7 % samples, respectively. Therefore, cyanotoxins were present even when cyanobacteria were not at bloom densities. Chlorophyll <i>a</i>, cyanotoxin genes, and microcystins negatively correlated with discharge rate measured on the date of sample collection. Together our results suggest that cyanotoxins can occur in any portion of the Maumee River during low discharge conditions. Climate change is expected to reduce precipitation during the warm summer months in the Maumee River watershed and thus possibly increase the frequency of low discharge conditions that favor cyanobacteria.",Journal of Great Lakes research,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.jglr.2022.08.015,39703700.0,potamoplankton of the maumee river during 2018 and 2019 the relationship between cyanobacterial toxins and environmental factors,doi:10.1016/j.jglr.2022.08.015,,14,high_confidence_stx_biosynthesis,cyanobacteria,1,1,0,2,3,saxitoxins,sxta,,cyanobacteria; cyanobacterial,bloom; climate; environmental
OpenAlex,,10.3390/blsf2022014025,2022.0,Are Cyanobacteria an Overlooked Risk for Ecosystems and Visitors in Spanish National Parks?,"Potentially toxic cyanobacterial communities are prolific in freshwater ecosystems and in national parks where vulnerable fauna tend to be found. This study focuses on the proliferation of toxic cyanobacteria and the risks they represent in the rivers and reservoirs of two Spanish national parks. As far as we know, this is the first time that an ecological, taxonomical and toxicological characterization of planktonic and benthic cyanotoxin-producing cyanobacteria is carried out in this type of protected areas in Spain. Our results, obtained during 2021 sampling campaigns, have confirmed the occurrence of cyanobacteria in these ecosystems and assessed the risks of these cyanobacteria to these ecosystems. An alarming occurrence of benthic mats, dominated mainly by Phormidium autumnale (also called Microcoleus autumnalis), a potentially anatoxin producer, has been observed in rivers from Sierra de Guadarrama National Park. In reservoirs from Monfrag&uuml;e National Park, the planktonic communities have been dominated by Microcystis, Aphanizomenom, Arthrospira and Planktothrix. Genetic screening by PCR and sequencing have confirmed the presence of cyanotoxin biosynthesis genes (mcyE, anaF and sxtA) in all communities studied. The relationship among community diversity, the presence/concentration of cyanotoxins (microcystins, saxitoxins and anatoxins) and the environmental parameters measured is discussed. These results will contribute to preparing protocols for evaluating and managing the potential risk to visitors to, workers in and fauna of these protected ecosystems.",,cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W4288493146,,10.3390/blsf2022014025,,are cyanobacteria an overlooked risk for ecosystems and visitors in spanish national parks,doi:10.3390/blsf2022014025,,14,high_confidence_stx_biosynthesis,cyanobacteria,1,1,0,3,1,saxitoxins,sxta,,cyanobacteria; cyanobacterial; planktothrix,environmental
PubMed,33980444.0,10.1016/j.hal.2021.102004,2021.0,Saxitoxins from the freshwater cyanobacterium Raphidiopsis raciborskii can contaminate marine mussels.,"Raphidiopsis raciborskii (formerly Cylindrospermopsis raciborskii) is a freshwater cyanobacterium potentially producing saxitoxins (STX) and cylindrospermopsin. Its ecophysiological versatility enables it to form blooms in the most diverse types of environments, from tropical to temperate, and from relatively pristine to polluted. In Peri Lake, located in the subtropical south of Brazil, growing populations of STX-producing R. raciborskii have been detected since 1994, posing risks to the use of its waters that supply a population of about 100,000 inhabitants. Despite the existence of a monitoring system for the presence and toxicity of cyanobacteria in Peri Lake water, no assessment has been made in the coastal region, downstream of outflowing lake water, thereby potentially making available a toxic biomass to natural and cultivated shellfish populations in the salt water ecosystem. To address this problem, the present study evaluated environmental variables and STX concentration by profiling the outflowing waters between Peri Lake and the adjacent coastal zone. Laboratory experiments were carried out with three strains of R. raciborskii in order to confirm the effect of salinity on STX production and verify if Perna Perna mussels fed with R. raciborskii cultures would absorb and accumulate STX. Results showed that environmental concentrations of STX reach high levels (up to 6.31 µg L<sup>-1</sup> STX eq.), especially in the warmer months, reaching the coastal zone. In laboratory tests, it was found that the strains tolerate salinities between 4 and 6 and that salinity influences the production of STX. In addition, mussels fed with R. raciborskii effectively absorb and accumulate STX, even in typically marine salinities (22 to 30), suggesting that R. raciborskii biomass remains available and toxic despite salinity shock. These results draw attention to the ecological and health risk associated with R. raciborskii blooms, both in the lake environment and in the adjacent marine environment, calling attention to the need to improve the monitoring and management systems for water and shellfish toxicity in the region of interest, as well as other places where toxic cyanobacteria of limnic origin can reach the coastal zone.",Harmful algae,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.hal.2021.102004,33980444.0,saxitoxins from the freshwater cyanobacterium raphidiopsis raciborskii can contaminate marine mussels,doi:10.1016/j.hal.2021.102004,,14,cyanobacteria_stx,cyanobacteria,2,0,0,3,2,saxitoxins; stx,,,cyanobacteria; cyanobacterium; cylindrospermopsis,environmental; salinity
PubMed,34940694.0,10.3390/md19120695,2021.0,The Common Sunstar <i>Crossaster papposus</i>-A Neurotoxic Starfish.,"Saxitoxins (STXs) are a family of potent neurotoxins produced naturally by certain species of phytoplankton and cyanobacteria which are extremely toxic to mammalian nervous systems. The accumulation of STXs in bivalve molluscs can significantly impact animal and human health. Recent work conducted in the North Sea highlighted the widespread presence of various saxitoxins in a range of benthic organisms, with the common sunstar (<i>Crossaster papposus</i>) demonstrating high concentrations of saxitoxins. In this study, an extensive sampling program was undertaken across multiple seas surrounding the UK, with 146 starfish and 5 brittlestars of multiple species analysed for STXs. All the common sunstars analysed (<i>n</i> > 70) contained quantifiable levels of STXs, with the total concentrations ranging from 99 to 11,245 µg STX eq/kg. The common sunstars were statistically different in terms of toxin loading to all the other starfish species tested. Two distinct toxic profiles were observed in sunstars, a decarbomylsaxitoxin (dcSTX)-dominant profile which encompassed samples from most of the UK coast and an STX and gonyautoxin2 (GTX2) profile from the North Yorkshire coast of England. Compartmentalisation studies demonstrated that the female gonads exhibited the highest toxin concentrations of all the individual organs tested, with concentrations >40,000 µg STX eq/kg in one sample. All the sunstars, male or female, exhibited the presence of STXs in the skin, digestive glands and gonads. This study highlights that the common sunstar ubiquitously contains STXs, independent of the geographical location around the UK and often at concentrations many times higher than the current regulatory limits for STXs in molluscs; therefore, the common sunstar should be considered toxic hereafter.",Marine drugs,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/md19120695,34940694.0,the common sunstar crossaster papposus a neurotoxic starfish,doi:10.3390/md19120695,,14,cyanobacteria_stx,cyanobacteria,4,0,0,1,0,dcstx; gtx2; saxitoxins; stx,,,cyanobacteria,
PubMed,33670338.0,10.3390/toxins13020133,2021.0,Potentially Toxic Planktic and Benthic Cyanobacteria in Slovenian Freshwater Bodies: Detection by Quantitative PCR.,"Due to increased frequency of cyanobacterial blooms and emerging evidence of cyanotoxicity in biofilm, reliable methods for early cyanotoxin threat detection are of major importance for protection of human, animal and environmental health. To complement the current methods of risk assessment, this study aimed to evaluate selected qPCR assays for detection of potentially toxic cyanobacteria in environmental samples. In the course of one year, 25 plankton and 23 biofilm samples were collected from 15 water bodies in Slovenia. Three different analyses were performed and compared to each other; qPCR targeting <i>mcyE</i>, <i>cyrJ</i> and <i>sxtA</i> genes involved in cyanotoxin production, LC-MS/MS quantifying microcystin, cylindrospermopsin and saxitoxin concentration, and microscopic analyses identifying potentially toxic cyanobacterial taxa. qPCR analyses detected potentially toxic <i>Microcystis</i> in 10 lake plankton samples, and potentially toxic <i>Planktothrix</i> cells in 12 lake plankton and one lake biofilm sample. A positive correlation was observed between numbers of <i>mcyE</i> gene copies and microcystin concentrations. Potential cylindrospermopsin- and saxitoxin-producers were detected in three and seven lake biofilm samples, respectively. The study demonstrated a potential for cyanotoxin production that was left undetected by traditional methods in both plankton and biofilm samples. Thus, the qPCR method could be useful in regular monitoring of water bodies to improve risk assessment and enable timely measures.",Toxins,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/toxins13020133,33670338.0,potentially toxic planktic and benthic cyanobacteria in slovenian freshwater bodies detection by quantitative pcr,doi:10.3390/toxins13020133,,14,high_confidence_stx_biosynthesis,cyanobacteria,1,1,0,3,1,saxitoxin,sxta,,cyanobacteria; cyanobacterial; planktothrix,environmental
PubMed,32323358.0,10.1002/etc.4728,2020.0,Exposure of Nile Tilapia (Oreochromis niloticus) Fingerlings to a Saxitoxin-Producing Strain of Raphidiopsis (Cylindrospermopsis) raciborskii (Cyanobacterium) Reduces Growth Performance and Increases Mortality Rate.,"Blooms of toxin-producing cyanobacteria have been more frequent and lasting because of the eutrophication of freshwater ecosystems, including those used for aquaculture. The aim of the present study was to investigate the effects of chronic exposure to a saxitoxin-producing strain of Raphidiopsis (Cylindrospermopsis) raciborskii on the performance of Nile tilapia (Oreochromis niloticus) fingerlings over a 60-d period. The fingerlings were cultivated under the following conditions: 1) water without cyanobacterium (WATER), 2) R. raciborskii in ASM-1 culture medium (CYANO), and 3) ASM-1 culture medium without cyanobacterium (ASM). Exposure to the CYANO treatment led to a significant increase in the mortality rate (p < 0.05) and a significant reduction in growth (p < 0.05) compared to fingerlings submitted to the ASM and WATER treatments, in which similar survival and growth were found (p > 0.05). Saxitoxin toxicity was dependent on the weight of the fingerling (p < 0.05), with maximum mortality caused by the ingestion of 13.66 μg saxitoxin equivalent L<sup>-1</sup>  g<sup>-1</sup> . The present results clearly show the harm caused by saxitoxins to the production of Nile tilapia fingerlings in the early growth phase. These findings underscore the importance of maintaining adequate water quality in aquaculture activities to minimize the risk of saxitoxin-producing cyanobacterial blooms and avoid economic losses among producers. Environ Toxicol Chem 2020;39:1409-1420. © 2020 SETAC.",Environmental toxicology and chemistry,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1002/etc.4728,32323358.0,exposure of nile tilapia oreochromis niloticus fingerlings to a saxitoxin producing strain of raphidiopsis cylindrospermopsis raciborskii cyanobacterium reduces growth performance and increases mortality rate,doi:10.1002/etc.4728,,14,cyanobacteria_stx,cyanobacteria,2,0,0,4,0,saxitoxin; saxitoxins,,,cyanobacteria; cyanobacterial; cyanobacterium; cylindrospermopsis,
PubMed,32872651.0,10.3390/toxins12090559,2020.0,"Limnological Differences in a Two-Basin Lake Help to Explain the Occurrence of Anatoxin-a, Paralytic Shellfish Poisoning Toxins, and Microcystins.","Chautauqua Lake, New York, is a two-basin lake with a deeper, cooler, and less nutrient-rich Northern Basin, and a warmer, shallower, nutrient-replete Southern Basin. The lake is populated by a complex mixture of cyanobacteria, with toxigenic strains that produce microcystins, anatoxins, and paralytic shellfish poisoning toxins (PSTs). Samples collected from 24 sites were analyzed for these three toxin classes over four years spanning 2014-2017. Concentrations of the three toxin groups varied widely both within and between years. During the study, the mean and median concentrations of microcystins, anatoxin-a, and PSTs were 91 and 4.0 μg/L, 0.62 and 0.33 μg/L, and 32 and 16 μg/L, respectively. Dihydro-anatoxin was only detected once in Chautauqua Lake, while homo-anatoxin was never detected. The Northern Basin had larger basin-wide higher biomass blooms with higher concentrations of toxins relative to the more eutrophied Southern Basin, however blooms in the North Basin were infrequent. Chlorophyll concentrations and toxins in the two basins were correlated with different sets of environmental and physical parameters, suggesting that implementing controls to reduce toxin loads may require applications focused on more than reductions in cyanobacterial bloom density (e.g., reduction of phosphorus inputs), and that lake limnological factors and morphology are important determinants in the selection of an appropriate management strategy. Chautauqua Lake is a drinking water source and is also heavily used for recreation. Drinking water from Chautauqua Lake is unlikely to be a significant source of exposure to cyanotoxins due to the location of the intakes in the deeper North Basin, where there were generally low concentrations of toxins in open water; however, toxin levels in many blooms exceeded the US Environmental Protection Agency's recreational guidelines for exposure to cyanotoxins. Current cyanotoxin monitoring in Chautauqua Lake is focused on microcystins. However, the occurrence of blooms containing neurotoxic cyanotoxins in the absence of the microcystins indicates this restricted monitoring may not be sufficient when aiming to protect against exposure to cyanotoxins. The lake has a large number of tourist visitors; thus, special care should be taken to prevent recreational exposure within this group.",Toxins,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.3390/toxins12090559,32872651.0,limnological differences in a two basin lake help to explain the occurrence of anatoxin a paralytic shellfish poisoning toxins and microcystins,doi:10.3390/toxins12090559,,14,cyanobacteria_stx,cyanobacteria,2,0,0,2,4,paralytic shellfish poisoning; psts,,,cyanobacteria; cyanobacterial,bloom; environmental; nutrient; phosphorus
PubMed,31527551.0,10.3390/toxins11090539,2019.0,"Identification of a Novel Saxitoxin Analogue, 12β-Deoxygonyautoxin 3, in the Cyanobacterium, <i>Anabaena circinalis</i> (TA04).","Saxitoxin (STX) and its analogues, the potent voltage-gated sodium channel blockers, are biosynthesized by freshwater cyanobacteria and marine dinoflagellates. We previously identified several biosynthetic intermediates in the extract of the cyanobacterium, <i>Anabaena circinalis</i> (TA04), that are primarily produced during the early and middle stages in the biosynthetic pathway to produce STX. These findings allowed us to propose a putative biosynthetic pathway responsible for STX production based on the structures of these intermediates. In the present study, we identified 12β-deoxygonyautoxin 3 (12β-deoxyGTX3), a novel STX analogue produced by <i>A. circinalis</i> (TA04), by comparing the retention time and MS/MS fragmentation pattern with those of synthetic standards using LC-MS. The presence of this compound in <i>A. circinalis</i> (TA04) is consistent with stereoselective enzymatic oxidations at C11 and C12, and 11-<i>O</i>-sulfation, during the late stage of STX biosynthesis, as proposed in previous studies.",Toxins,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3390/toxins11090539,31527551.0,identification of a novel saxitoxin analogue 12 deoxygonyautoxin 3 in the cyanobacterium anabaena circinalis ta04,doi:10.3390/toxins11090539,,14,dinoflagellate_stx,cross_taxa,2,0,1,3,0,saxitoxin; stx,,dinoflagellates,anabaena; cyanobacteria; cyanobacterium,
OpenAlex,,10.3390/w12010129,2019.0,Protected Freshwater Ecosystem with Incessant Cyanobacterial Blooming Awaiting a Resolution,"For 50 years persistent cyanobacterial blooms have been observed in Lake Ludoš (Serbia), a wetland area of international significance listed as a Ramsar site. Cyanobacteria and cyanotoxins can affect many organisms, including valuable flora and fauna, such as rare and endangered bird species living or visiting the lake. The aim was to carry out monitoring, estimate the current status of the lake, and discuss potential resolutions. Results obtained showed: (a) the poor chemical state of the lake; (b) the presence of potentially toxic (genera Dolichospermum, Microcystis, Planktothrix, Chroococcus, Oscillatoria, Woronichinia and dominant species Limnothrix redekei and Pseudanabaena limnetica) and invasive cyanobacterial species Raphidiopsis raciborskii; (c) the detection of microcystin (MC) and saxitoxin (STX) coding genes in biomass samples; (d) the detection of several microcystin variants (MC-LR, MC-dmLR, MC-RR, MC-dmRR, MC-LF) in water samples; (e) histopathological alterations in fish liver, kidney and gills. The potential health risk to all organisms in the ecosystem and the ecosystem itself is thus still real and present. Although there is still no resolution in sight, urgent remediation measures are needed to alleviate the incessant cyanobacterial problem in Lake Ludoš to break this ecosystem out of the perpetual state of limbo in which it has been trapped for quite some time.",Water,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2998350113,,10.3390/w12010129,,protected freshwater ecosystem with incessant cyanobacterial blooming awaiting a resolution,doi:10.3390/w12010129,,14,cyanobacteria_stx,cyanobacteria,2,0,0,4,0,saxitoxin; stx,,,cyanobacteria; cyanobacterial; dolichospermum; planktothrix,
OpenAlex,,10.4081/jlimnol.2019.1893,2019.0,Spatio-temporal variation of cyanobacteria and cyanotoxins in public supply reservoirs of the semi-arid region of Brazil,"Cyanobacteria harmful algal blooms (CyanoHABs) have become increasingly frequent and intense in public supply reservoirs as a result of eutrophication and global climate change. The semi-arid region of Brazil has a well documented history of CyanoHABs but the underlying factors that control the excessive proliferation of these organisms and the production of their bioactive secondary metabolites are not comprehensively understood. This study aimed to identify the environmental factors that explain the spatial and temporal variations in the abundance of cyanobacteria and the concentration of cyanotoxins (microcystins, saxitoxins, and cylindrospermopsin) in semi-arid reservoirs. The following hypotheses were tested: (a) the largest biovolumes of potential toxin producing cyanobacteria occur when cyanotoxin concentrations are highest; and (b) the environmental factors that explain variations in biovolume of cyanobacteria also explain changes in cyanotoxins concentrations. Samples were taken from four reservoirs located in the Northeast region of Brazil, over a three-month period (October 2016 and February and June 2017). Of the 24 species of cyanobacteria identified, 13 were potentially toxin-producing. Physicochemical variables such as water volume of the reservoir, water transparency, soluble reactive phosphorus, and total phosphorus explained the abundance of cyanobacteria and the levels of cyanotoxins. These results corroborate the hypothesis that similar physicochemical conditions influence the abundance and diversity of cyanobacteria and cyanotoxins. Cyanobacterial blooms composed of more than one potential toxin producing species were observed in the studied reservoirs, where potential microcystin-producing species were the most common. Microcystins and saxitoxins were detected in all the reservoirs studied, while cylindrospermopsin and the cyanobacterium Cylindrospermopsis raciborskii were simultaneously recorded in only one reservoir (Camalaú Reservoir). Cylindrospermopsin was only detected in a reservoir for the first time in the State of Paraíba. Canonical redundancy analysis showed that the cyanotoxins were related to potential toxin producing species. These results corroborate the proposed hypothesis that there is a correlation between cyanotoxins and the biomass of potential producers. Also, there were situations where cyanotoxins were detected without the presence of potential producers. These results demonstrate the need for reassessment of potential toxin producing species of cyanobacteria in semi-arid reservoirs. This may lead to the identification and characterization of novel producers of these bioactive secondary metabolites.",Journal of Limnology,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2988632798,,10.4081/jlimnol.2019.1893,,spatio temporal variation of cyanobacteria and cyanotoxins in public supply reservoirs of the semi arid region of brazil,doi:10.4081/jlimnol.2019.1893,,14,cyanobacteria_stx,cyanobacteria,1,0,0,4,3,saxitoxins,,,cyanobacteria; cyanobacterial; cyanobacterium; cylindrospermopsis,climate; environmental; phosphorus
