Global_AI_Rank,Source,Source_Type,Target,Target_Type,Hypothesis_Class,AI_Score,Final_AI_Rank_Score,ML_Probability,Node2Vec_Integrated_Score,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Embedding_Bridge_Max_Similarity,Embedding_Coverage,Structural_Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Validation_Status,Candidate_Status,Bridge_Nodes,Bridge_Types,Interpretation,Training_Graph,Source_Normalized,Target_Normalized,Pair_Key,Search_Text
67,horizontal_gene_transfer,BIOLOGICAL_PROCESS,sxtd,SXT_GENE,gene_process_association,0.5218091620815887,0.5218091620815887,0.7864056527004728,0.1249144261532626,0.0833474109983646,0.4302005677670386,0.586002076327088,1,54.69177012140656,6.0,6,4,1.4083850607032786,0.1875,325,25,13,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; sxta; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; TOXIN; SXT_GENE; DINO_TAXON,,dino_pre2016,horizontal gene transfer,sxtd,horizontal gene transfer|||sxtd,horizontal gene transfer sxtd biological process sxt gene gene process association saxitoxin cyanobacteria paralytic shellfish toxins paralytic shellfish poisoning sxta dinoflagellates toxin cyano taxon toxin toxin sxt gene dino taxon validated
68,alexandrium_fundyense,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,0.5189427778820254,0.5189427778820254,0.6366126859622051,0.3424379157617557,0.2387887174891282,0.5057069732647678,0.7306864872761283,1,179.02251675720444,39.0,18,7,4.432311010181171,0.3157894736842105,1274,49,26,Validated,unvalidated_candidate,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; biosynthesis; cyanobacterial; toxicity; evolution; gymnodinium; bloom; horizontal_gene_transfer; toxin_biosynthesis; hplc; sxta; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DETECTION_METHOD; SXT_GENE; BIOLOGICAL_PROCESS,"alexandrium_fundyense and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, alexandrium.",dino_pre2016,alexandrium fundyense,aphanizomenon,alexandrium fundyense|||aphanizomenon,alexandrium fundyense aphanizomenon dino taxon cyano taxon cross taxa association saxitoxin paralytic shellfish toxins dinoflagellate paralytic shellfish poisoning alexandrium dinoflagellates cyanobacteria biosynthesis cyanobacterial toxicity evolution gymnodinium bloom horizontal gene transfer toxin biosynthesis hplc sxta phylogenetic toxin toxin dino taxon toxin dino taxon dino taxon cyano taxon biological process cyano taxon biological process biological process dino taxon env factor biological process biological process detection method sxt gene biological process alexandrium fundyense and aphanizomenon may share stx-related biological context supported by bridge concepts including saxitoxin paralytic shellfish toxins dinoflagellate paralytic shellfish poisoning alexandrium. validated
69,alexandrium_minutum,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,0.5126463413836246,0.5126463413836246,0.7012769404120673,0.2297004428409605,0.2764515227915302,0.4871066400993466,0.6391406105512613,1,98.58618387651757,13.0,13,5,3.172402283086363,0.2241379310344827,798,57,14,Validated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,alexandrium minutum,sxti,alexandrium minutum|||sxti,alexandrium minutum sxti dino taxon sxt gene taxon gene association saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium saxitoxin biosynthesis paralytic shellfish poisoning sxta phylogenetic pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon biological process toxin sxt gene biological process dino taxon dino taxon biological process validated
70,nitrogen,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,0.5087556500379599,0.5087556500379599,0.6580050455547821,0.2848815567627266,0.3529537068991941,0.4485839792529973,0.6975331974157339,1,127.2901541720554,19.0,16,6,4.045077086027696,0.32,833,49,17,Validated,unvalidated_candidate,cyanobacteria; dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; climate; evolution; toxin_production; bloom; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS,,dino_pre2016,nitrogen,sxtb,nitrogen|||sxtb,nitrogen sxtb env factor sxt gene environment gene regulation cyanobacteria dinoflagellate dinoflagellates saxitoxin paralytic shellfish toxins transcriptome climate evolution toxin production bloom sxtg toxin biosynthesis paralytic shellfish poisoning sxta nutrient biosynthesis cyano taxon dino taxon dino taxon toxin toxin biological process env factor biological process biological process env factor sxt gene biological process toxin sxt gene env factor biological process validated
71,alexandrium_ostenfeldii,DINO_TAXON,anabaena,CYANO_TAXON,cross_taxa_association,0.5059023460403229,0.5059023460403229,0.6170462963388665,0.3391864205925074,0.2300058520851959,0.4511361880518643,0.6635670342449081,1,178.85386449717652,43.0,17,6,4.192238371037238,0.3469387755102041,1080,30,36,Unvalidated,unvalidated_candidate,saxitoxin; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; hplc; bloom; cyanobacterial; gonyautoxin; toxicity; mass_spectrometry; gymnodinium; lc_ms; alexandrium_minutum; phylogeny; phylogenetic,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; ENV_FACTOR; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,"alexandrium_ostenfeldii and anabaena may share STX-related biological context, supported by bridge concepts including saxitoxin, alexandrium, dinoflagellate, dinoflagellates, paralytic_shellfish_toxins.",dino_pre2016,alexandrium ostenfeldii,anabaena,alexandrium ostenfeldii|||anabaena,alexandrium ostenfeldii anabaena dino taxon cyano taxon cross taxa association saxitoxin alexandrium dinoflagellate dinoflagellates paralytic shellfish toxins paralytic shellfish poisoning hplc bloom cyanobacterial gonyautoxin toxicity mass spectrometry gymnodinium lc ms alexandrium minutum phylogeny phylogenetic toxin dino taxon dino taxon dino taxon toxin toxin detection method env factor cyano taxon toxin biological process detection method dino taxon detection method dino taxon biological process biological process alexandrium ostenfeldii and anabaena may share stx-related biological context supported by bridge concepts including saxitoxin alexandrium dinoflagellate dinoflagellates paralytic shellfish toxins. unvalidated
72,bloom,ENV_FACTOR,sxtd,SXT_GENE,environment_gene_regulation,0.503997394599148,0.503997394599148,0.6977517551969666,0.2133658537024203,0.2735145728938679,0.5254157697233531,0.7851909076573138,1,92.2448066978416,11.0,11,6,2.801507826532741,0.1641791044776119,845,65,13,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; CYANO_TAXON,,dino_pre2016,bloom,sxtd,bloom|||sxtd,bloom sxtd env factor sxt gene environment gene regulation saxitoxin cyanobacteria paralytic shellfish toxins mass spectrometry dinoflagellates cyanobacterium lc ms paralytic shellfish poisoning sxta expression cylindrospermopsis toxin cyano taxon toxin detection method dino taxon cyano taxon detection method toxin sxt gene biological process cyano taxon unvalidated
73,biosynthesis,BIOLOGICAL_PROCESS,sxtd,SXT_GENE,gene_process_association,0.5033104135329354,0.5033104135329354,0.6977517551969666,0.2116484010368886,0.2720718996537907,0.5097591145127618,0.7888109670799218,1,92.33456719124504,11.0,11,6,2.846388073234459,0.1641791044776119,845,65,13,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; paralytic_shellfish_poisoning; sxta; expression; sxtu; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON,,dino_pre2016,biosynthesis,sxtd,biosynthesis|||sxtd,biosynthesis sxtd biological process sxt gene gene process association saxitoxin cyanobacteria paralytic shellfish toxins mass spectrometry dinoflagellates cyanobacterium paralytic shellfish poisoning sxta expression sxtu cylindrospermopsis toxin cyano taxon toxin detection method dino taxon cyano taxon toxin sxt gene biological process sxt gene cyano taxon validated
74,sxt_genes,SXT_GENE,transcriptomic,BIOLOGICAL_PROCESS,gene_process_association,0.5023794282285872,0.5023794282285872,0.6303078492065015,0.3104867967617158,0.2976028371557237,0.4675136519802683,0.674762291430037,1,143.04960831192403,29.0,16,5,3.9195409980672817,0.4210526315789473,720,30,24,Validated,unvalidated_candidate,alexandrium; dinoflagellate; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; biosynthesis; transcriptome; toxicity; alexandrium_tamarense; evolution; bloom; alexandrium_catenella; light; expression,DINO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,,dino_pre2016,sxt genes,transcriptomic,sxt genes|||transcriptomic,sxt genes transcriptomic sxt gene biological process gene process association alexandrium dinoflagellate saxitoxin cyanobacteria paralytic shellfish toxins paralytic shellfish poisoning dinoflagellates biosynthesis transcriptome toxicity alexandrium tamarense evolution bloom alexandrium catenella light expression dino taxon dino taxon toxin cyano taxon toxin toxin dino taxon biological process biological process biological process dino taxon biological process env factor dino taxon env factor biological process validated
75,light,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,0.498643039491825,0.498643039491825,0.6663893121650951,0.24702363048192,0.3604263303489767,0.5108238638114536,0.684974795402223,1,98.84480456617273,13.0,13,5,3.172402283086363,0.25,714,51,14,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,light,sxti,light|||sxti,light sxti env factor sxt gene environment gene regulation saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium saxitoxin biosynthesis paralytic shellfish poisoning sxta phylogenetic pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon biological process toxin sxt gene biological process dino taxon dino taxon biological process unvalidated
76,gymnodinium,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,0.4971991788283413,0.4971991788283413,0.6509215551964382,0.2666156142761959,0.4286957762434901,0.5357058967493141,0.7230632989122351,1,104.160979708853,14.0,14,5,3.451457596361987,0.2258064516129032,868,62,14,Validated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,gymnodinium,sxti,gymnodinium|||sxti,gymnodinium sxti dino taxon sxt gene taxon gene association saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium saxitoxin biosynthesis paralytic shellfish poisoning sxta phylogeny phylogenetic pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon biological process toxin sxt gene biological process biological process dino taxon dino taxon biological process validated
77,gymnodinium_catenatum,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.4923213742879192,0.4923213742879192,0.6497653422294819,0.2561554223755752,0.2611688152874689,0.4804633788659178,0.7022444341839541,1,121.17117810344068,20.0,14,6,3.418922385053677,0.2333333333333333,969,57,17,Validated,unvalidated_candidate,cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,,dino_pre2016,gymnodinium catenatum,sxtb,gymnodinium catenatum|||sxtb,gymnodinium catenatum sxtb dino taxon sxt gene taxon gene association cyanobacterial cyanobacteria dinoflagellate sxtg sxta dinoflagellates saxitoxin paralytic shellfish toxins evolution toxin production bloom paralytic shellfish poisoning nutrient biosynthesis cyano taxon cyano taxon dino taxon sxt gene sxt gene dino taxon toxin toxin biological process biological process env factor toxin env factor biological process validated
78,toxin_production,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,0.4919770540952849,0.4919770540952849,0.6278178504012023,0.2882158596364088,0.3567972342396747,0.4589531833832783,0.7028995719612151,1,130.18182437378923,19.0,17,6,4.241705837688273,0.2698412698412698,1239,59,21,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; mass_spectrometry; saxitoxin_biosynthesis; gymnodinium; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,,dino_pre2016,toxin production,sxtu,sxtu|||toxin production,toxin production sxtu biological process sxt gene gene process association saxitoxin cyanobacteria cyanobacterial paralytic shellfish toxins dinoflagellate mass spectrometry saxitoxin biosynthesis gymnodinium dinoflagellates cyanobacterium lc ms paralytic shellfish poisoning gymnodinium catenatum sxta expression phylogenetic biosynthesis toxin cyano taxon cyano taxon toxin dino taxon detection method biological process dino taxon dino taxon cyano taxon detection method toxin dino taxon sxt gene biological process biological process biological process validated
79,dinoflagellate,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,0.4888386196871435,0.4888386196871435,0.6501651368751834,0.2468488439050837,0.3574138556147332,0.5455801066893987,0.8341122549397513,1,103.59977540724933,13.0,13,6,3.444624545729917,0.1710526315789473,988,76,13,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; CYANO_TAXON,,dino_pre2016,dinoflagellate,sxtd,dinoflagellate|||sxtd,dinoflagellate sxtd dino taxon sxt gene taxon gene association saxitoxin cyanobacteria paralytic shellfish toxins mass spectrometry dinoflagellates cyanobacterium lc ms paralytic shellfish poisoning sxta expression sxtu lc ms ms cylindrospermopsis toxin cyano taxon toxin detection method dino taxon cyano taxon detection method toxin sxt gene biological process sxt gene detection method cyano taxon validated
80,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,0.4886801183333722,0.4886801183333722,0.6275136239496898,0.2804298599088958,0.4414390545470271,0.4975400400914387,0.6816492115815384,1,116.2522582720002,19.0,13,6,3.213085657739236,0.2826086956521739,714,42,17,Validated,unvalidated_candidate,cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; evolution; toxin_production; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,,dino_pre2016,saxitoxin biosynthesis,sxtb,saxitoxin biosynthesis|||sxtb,saxitoxin biosynthesis sxtb biological process sxt gene gene process association cyanobacterial cyanobacteria dinoflagellate sxtg sxta dinoflagellates saxitoxin evolution toxin production toxin biosynthesis paralytic shellfish poisoning nutrient biosynthesis cyano taxon cyano taxon dino taxon sxt gene sxt gene dino taxon toxin biological process biological process biological process toxin env factor biological process validated
81,gtx,TOXIN,protoceratium_reticulatum,DINO_TAXON,taxon_toxin_association,0.4815059793007045,0.4815059793007045,0.6902659554518538,0.1683660150739807,0.3905496909112808,0.5859439916365693,0.7672329736783478,1,43.72347890449141,5.0,5,3,1.236739452245703,0.125,234,39,6,Validated,unvalidated_candidate,alexandrium_ostenfeldii; alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,,dino_pre2016,gtx,protoceratium reticulatum,gtx|||protoceratium reticulatum,gtx protoceratium reticulatum toxin dino taxon taxon toxin association alexandrium ostenfeldii alexandrium toxicity paralytic shellfish poisoning alexandrium minutum dino taxon dino taxon biological process toxin dino taxon validated
82,alexandrium_catenella,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,0.4804080530505236,0.4804080530505236,0.6344124759882763,0.2494014186438944,0.3745377283121541,0.5089704602545481,0.6706182727647548,1,98.89382417401586,13.0,13,5,3.172402283086363,0.2549019607843137,700,50,14,Validated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,alexandrium catenella,sxti,alexandrium catenella|||sxti,alexandrium catenella sxti dino taxon sxt gene taxon gene association saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium saxitoxin biosynthesis paralytic shellfish poisoning sxta phylogenetic pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon biological process toxin sxt gene biological process dino taxon dino taxon biological process validated
83,sxta,SXT_GENE,alexandrium_affine,DINO_TAXON,taxon_gene_association,0.4793624510309199,0.4793624510309199,0.7044484896307099,0.1417333931312351,0.2438623739535722,0.4707208309324713,0.6347814335160631,1,48.97701818609738,6.0,6,3,1.480034516777505,0.1016949152542373,354,59,6,Validated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,,dino_pre2016,sxta,alexandrium affine,alexandrium affine|||sxta,sxta alexandrium affine sxt gene dino taxon taxon gene association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor validated
84,cyanobacteria,CYANO_TAXON,alexandrium_affine,DINO_TAXON,cross_taxa_association,0.477608151754043,0.477608151754043,0.7165340019029084,0.1192193765307449,0.1520924551169707,0.4951540530079886,0.6290307220192775,1,43.21280429368212,5.0,5,3,1.2157771468410594,0.078125,378,63,6,Validated,unvalidated_candidate,alexandrium; dinoflagellate; light; hplc; nutrient,DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,,dino_pre2016,cyanobacteria,alexandrium affine,alexandrium affine|||cyanobacteria,cyanobacteria alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dinoflagellate light hplc nutrient dino taxon dino taxon env factor detection method env factor validated
85,horizontal_gene_transfer,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,0.4745329359566654,0.4745329359566654,0.6077035617820531,0.2747769972185839,0.4816732418559858,0.5065882197195776,0.7304135901650582,1,98.89466363154368,14.0,12,5,2.94733181577184,0.4,425,25,17,Validated,unvalidated_candidate,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; evolution; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,,dino_pre2016,horizontal gene transfer,sxtb,horizontal gene transfer|||sxtb,horizontal gene transfer sxtb biological process sxt gene gene process association cyanobacteria dinoflagellates saxitoxin cyanobacterial paralytic shellfish toxins dinoflagellate evolution sxtg toxin biosynthesis paralytic shellfish poisoning sxta biosynthesis cyano taxon dino taxon toxin cyano taxon toxin dino taxon biological process sxt gene biological process toxin sxt gene biological process validated
86,paralytic_shellfish_toxins,TOXIN,gene_loss,BIOLOGICAL_PROCESS,process_toxin_association,0.4733603041395552,0.4733603041395552,0.677314111739033,0.1674295927403385,0.3365852397266444,0.5684029150715443,0.7950379967547091,1,53.92190771405073,6.0,6,4,1.5442871903586974,0.0833333333333333,432,72,6,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,,dino_pre2016,paralytic shellfish toxins,gene loss,gene loss|||paralytic shellfish toxins,paralytic shellfish toxins gene loss toxin biological process process toxin association saxitoxin cyanobacteria evolution nitrogen horizontal gene transfer biosynthesis toxin cyano taxon biological process env factor biological process biological process validated
87,alexandrium_minutum,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.4673790346176019,0.4673790346176019,0.5865831804179195,0.2885728159171255,0.3558522114059312,0.4690908072298356,0.6816492115815384,1,130.71958644019105,21.0,16,6,3.980482875267937,0.2758620689655172,969,57,17,Validated,unvalidated_candidate,cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; transcriptome; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,,dino_pre2016,alexandrium minutum,sxtb,alexandrium minutum|||sxtb,alexandrium minutum sxtb dino taxon sxt gene taxon gene association cyanobacteria dinoflagellate sxtg sxta dinoflagellates saxitoxin cyanobacterial paralytic shellfish toxins transcriptome evolution toxin production bloom toxin biosynthesis paralytic shellfish poisoning nutrient biosynthesis cyano taxon dino taxon sxt gene sxt gene dino taxon toxin cyano taxon toxin biological process biological process biological process env factor biological process toxin env factor biological process validated
88,gtx,TOXIN,protoceratium,DINO_TAXON,taxon_toxin_association,0.4653420166263677,0.4653420166263677,0.6643465156655173,0.1668352680676434,0.3893000529339361,0.5725109785392134,0.7672329736783478,1,43.72347890449141,5.0,5,3,1.236739452245703,0.125,234,39,6,Validated,unvalidated_candidate,alexandrium_ostenfeldii; alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,,dino_pre2016,gtx,protoceratium,gtx|||protoceratium,gtx protoceratium toxin dino taxon taxon toxin association alexandrium ostenfeldii alexandrium toxicity paralytic shellfish poisoning alexandrium minutum dino taxon dino taxon biological process toxin dino taxon validated
89,nitrate,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,0.4621493470051622,0.4621493470051622,0.658227854736944,0.1680315854074895,0.1048455154398147,0.4581828798698262,0.7400257867555247,1,80.26636745931621,11.0,9,5,2.133183729658108,0.2,629,37,17,Validated,unvalidated_candidate,dinoflagellate; dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR,,dino_pre2016,nitrate,sxtb,nitrate|||sxtb,nitrate sxtb env factor sxt gene environment gene regulation dinoflagellate dinoflagellates saxitoxin cyanobacteria paralytic shellfish toxins toxin production bloom paralytic shellfish poisoning nutrient dino taxon dino taxon toxin cyano taxon toxin biological process env factor toxin env factor validated
