Query_Entity,Query_Entity_Type,Predicted_Entity,Predicted_Entity_Type,Rank_For_Query,Global_AI_Rank,Hypothesis_Class,AI_Score,Final_AI_Rank_Score,ML_Probability,Node2Vec_Integrated_Score,Validation_Status,Candidate_Status,Bridge_Nodes,Bridge_Types,Interpretation,Common_Neighbors,Distinct_Bridge_Types,Structural_Score,Bridge_Score,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Embedding_Bridge_Max_Similarity,Embedding_Coverage,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Source,Source_Type,Target,Target_Type,Training_Graph,Query_Direction,Query_Entity_Normalized,Predicted_Entity_Normalized,Pair_Key,Search_Text
alexandrium_affine,DINO_TAXON,paralytic_shellfish_toxins,TOXIN,7,324,taxon_toxin_association,0.140754447081798,0.140754447081798,0.1003444072956829,0.2013695067609706,Unvalidated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,"The occurrence or production of paralytic shellfish toxins is associated with alexandrium affine, which may indicate taxon-specific toxin-producing capacity or toxin composition. In the historical knowledge graph, this association is connected through bridge concepts including temperature, alexandrium, dinoflagellate, light, and hplc.",6,3,48.79340236688834,6.0,0.5523624343481045,0.6210536664557617,0.8341122549397513,1,1.480034516777505,0.0833333333333333,432,72,6,paralytic_shellfish_toxins,TOXIN,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,paralytic shellfish toxins,alexandrium affine|||paralytic shellfish toxins,paralytic shellfish toxins alexandrium affine toxin dino taxon taxon toxin association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor unvalidated
alexandrium_affine,DINO_TAXON,gtx,TOXIN,8,329,taxon_toxin_association,0.1379669259922298,0.1379669259922298,0.0750363000755998,0.2323628648671746,Unvalidated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,"The occurrence or production of gtx is associated with alexandrium affine, which may indicate taxon-specific toxin-producing capacity or toxin composition. In the historical knowledge graph, this association is connected through bridge concepts including temperature, alexandrium, dinoflagellate, light, and hplc.",6,3,49.49853057201655,6.0,0.7287964666854647,0.6021205682915878,0.7672329736783478,1,1.480034516777505,0.1538461538461538,234,39,6,gtx,TOXIN,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,gtx,alexandrium affine|||gtx,gtx alexandrium affine toxin dino taxon taxon toxin association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor unvalidated
alexandrium_affine,DINO_TAXON,gonyautoxin,TOXIN,9,330,taxon_toxin_association,0.1377009669662775,0.1377009669662775,0.0882985133662754,0.2118046473662806,Unvalidated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,"The occurrence or production of gonyautoxin is associated with alexandrium affine, which may indicate taxon-specific toxin-producing capacity or toxin composition. In the historical knowledge graph, this association is connected through bridge concepts including temperature, alexandrium, dinoflagellate, light, and hplc.",6,3,49.13653962179031,6.0,0.6096015097453833,0.608297141789757,0.7183038026263036,1,1.480034516777505,0.1176470588235294,306,51,6,gonyautoxin,TOXIN,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,gonyautoxin,alexandrium affine|||gonyautoxin,gonyautoxin alexandrium affine toxin dino taxon taxon toxin association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor unvalidated
alexandrium_affine,DINO_TAXON,saxitoxin,TOXIN,10,341,taxon_toxin_association,0.1331947198884034,0.1331947198884034,0.0882929442074414,0.2005473834098465,Validated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,"The occurrence or production of saxitoxin is associated with alexandrium affine, which may indicate taxon-specific toxin-producing capacity or toxin composition. In the historical knowledge graph, this association is connected through bridge concepts including temperature, alexandrium, dinoflagellate, light, and hplc.",6,3,48.71006903355501,6.0,0.5441628235517842,0.6327209691332031,0.7660482494232708,1,1.480034516777505,0.075,480,80,6,saxitoxin,TOXIN,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,saxitoxin,alexandrium affine|||saxitoxin,saxitoxin alexandrium affine toxin dino taxon taxon toxin association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor validated
alexandrium_affine,DINO_TAXON,neosaxitoxin,TOXIN,11,362,taxon_toxin_association,0.1230083881901257,0.1230083881901257,0.0593274308448089,0.218529824208101,Unvalidated,unvalidated_candidate,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,"The occurrence or production of neosaxitoxin is associated with alexandrium affine, which may indicate taxon-specific toxin-producing capacity or toxin composition. In the historical knowledge graph, this association is connected through bridge concepts including temperature, alexandrium, dinoflagellate, light, and hplc.",6,3,49.62673570022167,6.0,0.6425049025934485,0.5815519386170265,0.6477888934121167,1,1.480034516777505,0.1666666666666666,216,36,6,neosaxitoxin,TOXIN,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,neosaxitoxin,alexandrium affine|||neosaxitoxin,neosaxitoxin alexandrium affine toxin dino taxon taxon toxin association temperature alexandrium dinoflagellate light hplc nutrient env factor dino taxon dino taxon env factor detection method env factor unvalidated
alexandrium_affine,DINO_TAXON,anabaena,CYANO_TAXON,12,423,cross_taxa_association,0.0943755634066604,0.0943755634066604,0.0937743909095351,0.0952773221523485,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; hplc,DINO_TAXON; DINO_TAXON; DETECTION_METHOD,"The relationship between alexandrium affine and anabaena represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium, dinoflagellate, and hplc.",3,2,27.18344595033672,3.0,0.1325601630193108,0.5027402229461204,0.6223734775294213,1,0.707107590552975,0.0769230769230769,216,36,6,anabaena,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,anabaena,alexandrium affine|||anabaena,anabaena alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dinoflagellate hplc dino taxon dino taxon detection method unvalidated
alexandrium_affine,DINO_TAXON,cyanobacterium,CYANO_TAXON,13,426,cross_taxa_association,0.0935754502511256,0.0935754502511256,0.0876845818205833,0.1024117528969392,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; hplc,DINO_TAXON; DINO_TAXON; DETECTION_METHOD,"The relationship between alexandrium affine and cyanobacterium represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium, dinoflagellate, and hplc.",3,2,27.22502599191676,3.0,0.1587811412652149,0.5309663919241925,0.6223734775294213,1,0.707107590552975,0.081081081081081,204,34,6,cyanobacterium,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,cyanobacterium,alexandrium affine|||cyanobacterium,cyanobacterium alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dinoflagellate hplc dino taxon dino taxon detection method unvalidated
alexandrium_affine,DINO_TAXON,aphanizomenon,CYANO_TAXON,14,427,cross_taxa_association,0.0920305359728277,0.0920305359728277,0.0851923015992611,0.1022878875331777,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; hplc,DINO_TAXON; DINO_TAXON; DETECTION_METHOD,"The relationship between alexandrium affine and aphanizomenon represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium, dinoflagellate, and hplc.",3,2,27.44869793972664,3.0,0.1539573081165583,0.5165938089943691,0.6223734775294213,1,0.707107590552975,0.1034482758620689,156,26,6,aphanizomenon,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,aphanizomenon,alexandrium affine|||aphanizomenon,aphanizomenon alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dinoflagellate hplc dino taxon dino taxon detection method unvalidated
alexandrium_affine,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,15,433,cross_taxa_association,0.0901737401786503,0.0901737401786503,0.088483883616421,0.0927085250219944,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; hplc,DINO_TAXON; DINO_TAXON; DETECTION_METHOD,"The relationship between alexandrium affine and cylindrospermopsis represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium, dinoflagellate, and hplc.",3,2,27.38195711658982,3.0,0.1153888870841579,0.4847308648147021,0.6223734775294213,1,0.707107590552975,0.0967741935483871,168,28,6,cylindrospermopsis,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,cylindrospermopsis,alexandrium affine|||cylindrospermopsis,cylindrospermopsis alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dinoflagellate hplc dino taxon dino taxon detection method unvalidated
alexandrium_affine,DINO_TAXON,sxti,SXT_GENE,16,483,taxon_gene_association,0.0514194506053781,0.0514194506053781,0.0190711127910731,0.0999419573268357,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate,DINO_TAXON; DINO_TAXON,"The association between alexandrium affine and sxti suggests that this taxon may possess, express, or regulate the gene as part of its saxitoxin-related genetic capacity; functional involvement requires experimental confirmation. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium and dinoflagellate.",2,1,17.030650398316958,2.0,0.2119974760236079,0.5252980468885271,0.6223734775294213,1,0.4597696436029236,0.1111111111111111,84,14,6,sxti,SXT_GENE,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,sxti,alexandrium affine|||sxti,sxti alexandrium affine sxt gene dino taxon taxon gene association alexandrium dinoflagellate dino taxon dino taxon unvalidated
alexandrium_affine,DINO_TAXON,sxtb,SXT_GENE,17,490,taxon_gene_association,0.0460527715149203,0.0460527715149203,0.009655196637599,0.1006491338309024,Unvalidated,unvalidated_candidate,dinoflagellate; nutrient,DINO_TAXON; ENV_FACTOR,"The association between alexandrium affine and sxtb suggests that this taxon may possess, express, or regulate the gene as part of its saxitoxin-related genetic capacity; functional involvement requires experimental confirmation. In the historical knowledge graph, this association is connected through bridge concepts including dinoflagellate and nutrient.",2,2,21.922866058796576,2.0,0.2485878580603597,0.4555806125245226,0.6223734775294213,1,0.485242553207811,0.0952380952380952,102,17,6,sxtb,SXT_GENE,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,sxtb,alexandrium affine|||sxtb,sxtb alexandrium affine sxt gene dino taxon taxon gene association dinoflagellate nutrient dino taxon env factor unvalidated
alexandrium_affine,DINO_TAXON,lyngbya,CYANO_TAXON,18,494,cross_taxa_association,0.0403808289005607,0.0403808289005607,0.0133692586519511,0.0808981842734752,Unvalidated,unvalidated_candidate,alexandrium; hplc,DINO_TAXON; DETECTION_METHOD,"The relationship between alexandrium affine and lyngbya represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium and hplc.",2,2,21.752399630978413,2.0,0.1223083688231422,0.4614977865874264,0.5913287643844326,1,0.4761998154892062,0.08,126,21,6,lyngbya,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,lyngbya,alexandrium affine|||lyngbya,lyngbya alexandrium affine cyano taxon dino taxon cross taxa association alexandrium hplc dino taxon detection method unvalidated
alexandrium_affine,DINO_TAXON,sxtu,SXT_GENE,19,501,taxon_gene_association,0.0373780758738403,0.0373780758738403,0.0190711127910731,0.0648385204979912,Unvalidated,unvalidated_candidate,dinoflagellate,DINO_TAXON,"The association between alexandrium affine and sxtu suggests that this taxon may possess, express, or regulate the gene as part of its saxitoxin-related genetic capacity; functional involvement requires experimental confirmation. In the historical knowledge graph, this association is connected through bridge concepts including dinoflagellate.",1,1,10.846430934742925,1.0,0.0894209381692503,0.5142339772520286,0.6223734775294213,1,0.2309077750637687,0.0384615384615384,126,21,6,sxtu,SXT_GENE,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,sxtu,alexandrium affine|||sxtu,sxtu alexandrium affine sxt gene dino taxon taxon gene association dinoflagellate dino taxon unvalidated
alexandrium_affine,DINO_TAXON,planktothrix,CYANO_TAXON,20,506,cross_taxa_association,0.0347886043308824,0.0347886043308824,0.0090648997698129,0.0733741611724866,Unvalidated,unvalidated_candidate,alexandrium,DINO_TAXON,"The relationship between alexandrium affine and planktothrix represents a cross-taxa knowledge signal shared across cyanobacterial and dinoflagellate literature. This semantic transfer signal should not, by itself, be interpreted as evidence of horizontal gene transfer. In the historical knowledge graph, this association is connected through bridge concepts including alexandrium.",1,1,10.984039526551994,1.0,0.1818173924128813,0.448120580925611,0.57824478045564,1,0.2288618685391548,0.0526315789473684,84,14,6,planktothrix,CYANO_TAXON,alexandrium_affine,DINO_TAXON,dino_pre2016,Target-to-Source,alexandrium affine,planktothrix,alexandrium affine|||planktothrix,planktothrix alexandrium affine cyano taxon dino taxon cross taxa association alexandrium dino taxon unvalidated
