Source,Source_Type,Target,Target_Type,Hypothesis_Class,Node2Vec_Score,Node2Vec_Rank,AdamicAdar_Score,AdamicAdar_Rank,Jaccard_Score,Jaccard_Rank,Common_Neighbors,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Coverage,Pair_Key,Temporal_Outcome,Interpretation,Primary_Rank,Primary_Score,Primary_Method,Search_Text
sxtg,SXT_GENE,transcription,BIOLOGICAL_PROCESS,gene_process_association,0.3068818664524557,268,4.179237940248735,118,0.4473684210526316,38,17,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; paralytic_shellfish_poisoning; gymnodinium_catenatum; dinoflagellates; alexandrium_fundyense; evolution; saxitoxin_biosynthesis; bloom; alexandrium_minutum; sxta; expression; gene_expression; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,sxtg|||transcription,Subsequently represented,"The relationship between sxtg and transcription was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, saxitoxin, paralytic shellfish toxins, dinoflagellate, gymnodinium. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",118,4.179237940248735,Adamic–Adar,sxtg transcription sxt_gene biological_process gene_process_association alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; paralytic_shellfish_poisoning; gymnodinium_catenatum; dinoflagellates; alexandrium_fundyense; evolution; saxitoxin_biosynthesis; bloom; alexandrium_minutum; sxta; expression; gene_expression; biosynthesis dino_taxon; toxin; toxin; dino_taxon; dino_taxon; toxin; dino_taxon; dino_taxon; dino_taxon; biological_process; biological_process; env_factor; dino_taxon; sxt_gene; biological_process; biological_process; biological_process
alexandrium_ostenfeldii,DINO_TAXON,cyanobacterium,CYANO_TAXON,cross_taxa_association,0.2375234780051693,365,4.1770527618368,119,0.3617021276595745,106,17,saxitoxin; paralytic_shellfish_poisoning; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_toxins; mass_spectrometry; hplc; toxin_production; mouse_bioassay; cyanobacterial; toxicity; bloom; gymnodinium; lc_ms; alexandrium_minutum; phylogenetic,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DETECTION_METHOD; DETECTION_METHOD; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_ostenfeldii|||cyanobacterium,Not observed post-2015,"The relationship between alexandrium ostenfeldii and cyanobacterium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, paralytic shellfish poisoning, alexandrium, dinoflagellate, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",119,4.1770527618368,Adamic–Adar,alexandrium_ostenfeldii cyanobacterium dino_taxon cyano_taxon cross_taxa_association saxitoxin; paralytic_shellfish_poisoning; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_toxins; mass_spectrometry; hplc; toxin_production; mouse_bioassay; cyanobacterial; toxicity; bloom; gymnodinium; lc_ms; alexandrium_minutum; phylogenetic toxin; toxin; dino_taxon; dino_taxon; dino_taxon; toxin; detection_method; detection_method; biological_process; detection_method; cyano_taxon; biological_process; env_factor; dino_taxon; detection_method; dino_taxon; biological_process
alexandrium_tamarense,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,0.3433432528002403,211,4.172751481748001,120,0.293103448275862,196,17,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; anabaena; hplc; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; cyanobacterium; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; CYANO_TAXON; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_tamarense|||lyngbya,Not observed post-2015,"The relationship between alexandrium tamarense and lyngbya was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellates, saxitoxin, cyanobacterial, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",120,4.172751481748001,Adamic–Adar,alexandrium_tamarense lyngbya dino_taxon cyano_taxon cross_taxa_association cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; anabaena; hplc; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; cyanobacterium; paralytic_shellfish_poisoning; sxta; biosynthesis cyano_taxon; dino_taxon; toxin; cyano_taxon; toxin; cyano_taxon; detection_method; dino_taxon; biological_process; detection_method; biological_process; env_factor; dino_taxon; cyano_taxon; toxin; sxt_gene; biological_process
alexandrium_minutum,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,0.3273437814242012,235,4.160827313964279,121,0.2786885245901639,213,17,cyanobacteria; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacterial; pyrodinium; alexandrium; toxicity; toxin_production; gymnodinium; bloom; anabaena; cyanobacterium; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_minutum|||lyngbya,Not observed post-2015,"The relationship between alexandrium minutum and lyngbya was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellates, saxitoxin, paralytic shellfish toxins, hplc. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",121,4.160827313964279,Adamic–Adar,alexandrium_minutum lyngbya dino_taxon cyano_taxon cross_taxa_association cyanobacteria; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacterial; pyrodinium; alexandrium; toxicity; toxin_production; gymnodinium; bloom; anabaena; cyanobacterium; paralytic_shellfish_poisoning; sxta; biosynthesis cyano_taxon; dino_taxon; toxin; toxin; detection_method; cyano_taxon; dino_taxon; dino_taxon; biological_process; biological_process; dino_taxon; env_factor; cyano_taxon; cyano_taxon; toxin; sxt_gene; biological_process
sxtg,SXT_GENE,cylindrospermopsis,CYANO_TAXON,cyano_gene_transfer_signal,0.2707988232583604,317,4.12069919497492,122,0.3617021276595745,106,17,dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; sxta; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; dinoflagellate; alexandrium; toxicity; gymnodinium; saxitoxin_biosynthesis; bloom; expression; phylogenetic,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; SXT_GENE; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,cylindrospermopsis|||sxtg,Not observed post-2015,"The relationship between sxtg and cylindrospermopsis was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellates, saxitoxin, cyanobacteria, paralytic shellfish toxins, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",122,4.12069919497492,Adamic–Adar,sxtg cylindrospermopsis sxt_gene cyano_taxon cyano_gene_transfer_signal dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; sxta; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; dinoflagellate; alexandrium; toxicity; gymnodinium; saxitoxin_biosynthesis; bloom; expression; phylogenetic dino_taxon; toxin; cyano_taxon; toxin; sxt_gene; cyano_taxon; toxin; biological_process; dino_taxon; dino_taxon; dino_taxon; biological_process; dino_taxon; biological_process; env_factor; biological_process; biological_process
alexandrium_fundyense,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,0.2512283348660173,345,4.11241492328964,123,0.2833333333333333,210,17,dinoflagellates; paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; toxicity; sxta; cyanobacteria; expression; phylogenetic; biosynthesis; cyanobacterial; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; bloom; hplc,DINO_TAXON; TOXIN; TOXIN; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,1,alexandrium_fundyense|||cylindrospermopsis,Not observed post-2015,"The relationship between alexandrium fundyense and cylindrospermopsis was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellates, paralytic shellfish poisoning, saxitoxin, paralytic shellfish toxins, toxicity. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",123,4.11241492328964,Adamic–Adar,alexandrium_fundyense cylindrospermopsis dino_taxon cyano_taxon cross_taxa_association dinoflagellates; paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; toxicity; sxta; cyanobacteria; expression; phylogenetic; biosynthesis; cyanobacterial; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; bloom; hplc dino_taxon; toxin; toxin; toxin; biological_process; sxt_gene; cyano_taxon; biological_process; biological_process; biological_process; cyano_taxon; dino_taxon; dino_taxon; dino_taxon; biological_process; env_factor; detection_method
nitrogen,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,0.3529537068991941,189,4.045077086027696,124,0.32,166,16,cyanobacteria; dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; climate; evolution; toxin_production; bloom; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,nitrogen|||sxtb,Subsequently represented,"The relationship between nitrogen and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellate, dinoflagellates, saxitoxin, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",124,4.045077086027696,Adamic–Adar,nitrogen sxtb env_factor sxt_gene environment_gene_regulation cyanobacteria; dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; climate; evolution; toxin_production; bloom; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; sxta; nutrient; biosynthesis cyano_taxon; dino_taxon; dino_taxon; toxin; toxin; biological_process; env_factor; biological_process; biological_process; env_factor; sxt_gene; biological_process; toxin; sxt_gene; env_factor; biological_process
sxtg,SXT_GENE,nitrogen_limitation,ENV_FACTOR,environment_gene_regulation,0.4750580832898382,64,4.015043373272594,125,0.4324324324324324,55,16,alexandrium; dinoflagellate; nutrient; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; climate; toxicity; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nitrogen; phosphorus; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,nitrogen_limitation|||sxtg,Not observed post-2015,"The relationship between sxtg and nitrogen limitation was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, nutrient, cyanobacteria, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",125,4.015043373272594,Adamic–Adar,sxtg nitrogen_limitation sxt_gene env_factor environment_gene_regulation alexandrium; dinoflagellate; nutrient; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; climate; toxicity; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nitrogen; phosphorus; expression; dinoflagellates; biosynthesis dino_taxon; dino_taxon; env_factor; cyano_taxon; toxin; dino_taxon; env_factor; biological_process; env_factor; biological_process; toxin; env_factor; env_factor; biological_process; dino_taxon; biological_process
toxicity,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,0.3336217781996384,224,4.005397760376532,126,0.2318840579710145,264,16,cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; climate; evolution; toxin_production; bloom; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,sxtb|||toxicity,Subsequently represented,"The relationship between toxicity and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",126,4.005397760376532,Adamic–Adar,toxicity sxtb biological_process sxt_gene gene_process_association cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; climate; evolution; toxin_production; bloom; sxtg; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; toxin; env_factor; biological_process; biological_process; env_factor; sxt_gene; biological_process; toxin; env_factor; biological_process
pyrodinium_bahamense,DINO_TAXON,sxtu,SXT_GENE,taxon_gene_association,0.3413181957703048,217,3.993823682624817,127,0.32,166,16,saxitoxin; cyanobacterial; cyanobacteria; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; mass_spectrometry; saxitoxin_biosynthesis; gymnodinium; dinoflagellates; paralytic_shellfish_poisoning; lc_ms; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; DETECTION_METHOD; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,pyrodinium_bahamense|||sxtu,Not observed post-2015,"The relationship between pyrodinium bahamense and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacterial, cyanobacteria, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",127,3.993823682624817,Adamic–Adar,pyrodinium_bahamense sxtu dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacterial; cyanobacteria; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; mass_spectrometry; saxitoxin_biosynthesis; gymnodinium; dinoflagellates; paralytic_shellfish_poisoning; lc_ms; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; sxt_gene; detection_method; biological_process; dino_taxon; dino_taxon; toxin; detection_method; dino_taxon; sxt_gene; biological_process; biological_process
expression,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,0.4456509183966164,81,3.980482875267937,128,0.3265306122448979,153,16,cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; evolution; toxin_production; sxtg; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,expression|||sxtb,Subsequently represented,"The relationship between expression and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",128,3.980482875267937,Adamic–Adar,expression sxtb biological_process sxt_gene gene_process_association cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; evolution; toxin_production; sxtg; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; toxin; biological_process; biological_process; biological_process; sxt_gene; env_factor; biological_process; toxin; env_factor; biological_process
alexandrium_minutum,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.3558522114059312,188,3.980482875267937,128,0.2758620689655172,217,16,cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; transcriptome; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_minutum|||sxtb,Subsequently represented,"The relationship between alexandrium minutum and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellate, sxtg, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",128,3.980482875267937,Adamic–Adar,alexandrium_minutum sxtb dino_taxon sxt_gene taxon_gene_association cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; transcriptome; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; dino_taxon; sxt_gene; sxt_gene; dino_taxon; toxin; cyano_taxon; toxin; biological_process; biological_process; biological_process; env_factor; biological_process; toxin; env_factor; biological_process
gonyautoxin,TOXIN,resting_cyst,BIOLOGICAL_PROCESS,process_toxin_association,0.5230308600136736,40,3.974090738216802,130,0.3137254901960784,176,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; mouse_bioassay; alexandrium_ostenfeldii; alexandrium_tamarense; gtx; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gonyautoxin|||resting_cyst,Not observed post-2015,"The relationship between gonyautoxin and resting cyst was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, paralytic shellfish toxins, alexandrium, toxicity. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",130,3.974090738216802,Adamic–Adar,gonyautoxin resting_cyst toxin biological_process process_toxin_association dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; mouse_bioassay; alexandrium_ostenfeldii; alexandrium_tamarense; gtx; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis dino_taxon; toxin; toxin; dino_taxon; biological_process; env_factor; detection_method; dino_taxon; dino_taxon; toxin; dino_taxon; toxin; detection_method; dino_taxon; biological_process; biological_process
alexandrium_catenella,DINO_TAXON,sxtu,SXT_GENE,taxon_gene_association,0.2715014386085965,315,3.968562957380812,131,0.2909090909090909,199,16,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; mass_spectrometry; saxitoxin_biosynthesis; gymnodinium; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; DETECTION_METHOD; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_catenella|||sxtu,Not observed post-2015,"The relationship between alexandrium catenella and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",131,3.968562957380812,Adamic–Adar,alexandrium_catenella sxtu dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; mass_spectrometry; saxitoxin_biosynthesis; gymnodinium; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; sxt_gene; detection_method; biological_process; dino_taxon; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process; biological_process
alexandrium_ostenfeldii,DINO_TAXON,sxtg,SXT_GENE,taxon_gene_association,0.2702399427061638,319,3.957950596330431,132,0.32,166,16,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; paralytic_shellfish_toxins; toxin_production; paralytic_shellfish_poisoning; cyanobacterial; gonyautoxin; toxicity; climate; bloom; gymnodinium; alexandrium_minutum; phylogeny; phylogenetic,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_ostenfeldii|||sxtg,Not observed post-2015,"The relationship between alexandrium ostenfeldii and sxtg was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellate, alexandrium, dinoflagellates, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",132,3.957950596330431,Adamic–Adar,alexandrium_ostenfeldii sxtg dino_taxon sxt_gene taxon_gene_association saxitoxin; dinoflagellate; alexandrium; dinoflagellates; paralytic_shellfish_toxins; toxin_production; paralytic_shellfish_poisoning; cyanobacterial; gonyautoxin; toxicity; climate; bloom; gymnodinium; alexandrium_minutum; phylogeny; phylogenetic toxin; dino_taxon; dino_taxon; dino_taxon; toxin; biological_process; toxin; cyano_taxon; toxin; biological_process; env_factor; env_factor; dino_taxon; dino_taxon; biological_process; biological_process
sxt_genes,SXT_GENE,transcriptomic,BIOLOGICAL_PROCESS,gene_process_association,0.2976028371557237,277,3.9195409980672817,133,0.4210526315789473,64,16,alexandrium; dinoflagellate; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; biosynthesis; transcriptome; toxicity; alexandrium_tamarense; evolution; bloom; alexandrium_catenella; light; expression,DINO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,sxt_genes|||transcriptomic,Subsequently represented,"The relationship between sxt genes and transcriptomic was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, saxitoxin, cyanobacteria, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",133,3.9195409980672817,Adamic–Adar,sxt_genes transcriptomic sxt_gene biological_process gene_process_association alexandrium; dinoflagellate; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; biosynthesis; transcriptome; toxicity; alexandrium_tamarense; evolution; bloom; alexandrium_catenella; light; expression dino_taxon; dino_taxon; toxin; cyano_taxon; toxin; toxin; dino_taxon; biological_process; biological_process; biological_process; dino_taxon; biological_process; env_factor; dino_taxon; env_factor; biological_process
