Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
alexandrium catenella,toxin composition,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,16,16,P042;P053;P087;P189;P200,2006;2010,"('alexandrium catenella', 'toxin composition')",0
alexandrium ostenfeldii,toxin profile,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,16,16,P058;P059;P205;P206,2006;2015,"('alexandrium ostenfeldii', 'toxin profile')",0
alexandrium fundyense,toxin composition,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,16,12,P041;P078;P188,1990;1999,"('alexandrium fundyense', 'toxin composition')",0
cyanobacteria,gene expression,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION;TAXON_GROUP,REGULATION_EXPRESSION;TAXON_GROUP,13,13,16650472;18461783;23648386;24043774;24956074;27796937;29957289;33298362;38710226;39571800;40209228;40449983;41334952,2006.0;2008.0;2013.0;2014.0;2017.0;2018.0;2020.0;2024.0;2025.0,"('cyanobacteria', 'gene expression')",0
cyanobacteria,light,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,13,13,14660387;15294806;23064102;23892224;24333522;25421324;28208628;28235579;29957289;34200983;34520086;35997789;38786590,2003.0;2004.0;2012.0;2013.0;2014.0;2017.0;2018.0;2021.0;2022.0;2024.0,"('cyanobacteria', 'light')",0
cyanobacteria,neostx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,13,13,10858510;14660387;16646002;19632259;21710505;23955286;25046082;25456236;27130970;28604648;30552354;35131565;37888642,2000.0;2003.0;2006.0;2010.0;2013.0;2014.0;2016.0;2017.0;2018.0;2022.0;2023.0,"('cyanobacteria', 'neostx')",0
biosynthetic pathway,cyanobacteria,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,12,12,18487408;18850059;19331657;19484122;19731715;23966031;28073495;29390180;31527551;32526918;35198665;35323466,2008.0;2009.0;2013.0;2016.0;2018.0;2019.0;2020.0;2022.0,"('biosynthetic pathway', 'cyanobacteria')",0
cyanobacteria,oxidative stress,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,12,12,21073887;25456236;25544652;26568470;27424100;27796937;28409869;31466003;32247151;33631698;34974311;39606777,2011.0;2014.0;2015.0;2016.0;2017.0;2020.0;2021.0;2022.0;2024.0,"('cyanobacteria', 'oxidative stress')",0
alexandrium,nitrogen limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TAXON_GROUP,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TAXON,12,12,P041;P188;P214,1990;2014,"('alexandrium', 'nitrogen limitation')",0
alexandrium,nutrient limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TAXON_GROUP,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TAXON,12,12,P041;P109;P188,1990;2006,"('alexandrium', 'nutrient limitation')",0
dominant toxins,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P041;P046;P050;P188;P193;P197,1990;1996;2012,"('dominant toxins', 'toxin profile')",0
gymnodinium catenatum,gymnodinium catenatum graham,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,12,12,P055;P056;P066;P202;P203;P213,2003;2005;2015,"('gymnodinium catenatum', 'gymnodinium catenatum graham')",0
gymnodinium catenatum,saxitoxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,12,12,P055;P066;P106;P129;P202;P213,2003;2004;2014;2015,"('gymnodinium catenatum', 'saxitoxin analogues')",0
nitrogen limitation,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,12,12,P041;P188;P214,1990;2014,"('nitrogen limitation', 'toxin content')",0
paralytic toxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,12,12,P055;P058;P106;P178;P202;P205,2010;2014;2015,"('paralytic toxin', 'toxin profile')",0
toxin accumulation,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,12,9,P053;P078;P200,1999;2006,"('toxin accumulation', 'toxin composition')",0
nitrogen limitation,toxin composition,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,12,8,P041;P188,1990,"('nitrogen limitation', 'toxin composition')",0
phosphorus limitation,toxin composition,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_OTHER;TOXIN,ENV_FACTOR;PHRASE_OTHER;PHRASE_TOXIN_PHENOTYPE,12,8,P041;P188,1990,"('phosphorus limitation', 'toxin composition')",0
cyanobacteria,dcstx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,11,11,10858510;14733387;16646002;22960450;28604648;29705145;30502809;34564635;34940694;38786590;40710496,2000.0;2003.0;2006.0;2012.0;2017.0;2018.0;2021.0;2024.0;2025.0,"('cyanobacteria', 'dcstx')",0
alexandrium,strains of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,11,11,P023;P041;P047;P051;P119;P188;P194;P198,1990;2011;2012;2014;2015,"('alexandrium', 'strains of alexandrium')",0
cyanobacteria,environmental factors,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,10,10,18461783;22429476;23892224;23955286;24333522;31358272;38244903;38393148;38401471;39703700,2008.0;2013.0;2014.0;2019.0;2022.0;2024.0,"('cyanobacteria', 'environmental factors')",0
neosaxitoxin,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,10,10,11137533;16879849;1908861;20048055;21376073;21710505;24334673;25544652;27424100;27907126,1991.0;2001.0;2006.0;2010.0;2011.0;2013.0;2014.0;2015.0;2016.0,"('neosaxitoxin', 'paralytic shellfish poisoning')",0
alexandrium tamarense,gonyautoxins,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,10,10,P042;P064;P100;P189;P211;P241,2005;2006;2009;2015,"('alexandrium tamarense', 'gonyautoxins')",0
saxitoxin derivatives,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,10,10,P042;P046;P078;P189;P193,1996;1999;2006,"('saxitoxin derivatives', 'toxin composition')",0
dominant toxins,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,10,8,P041;P046;P188;P193,1990;1996,"('dominant toxins', 'toxin composition')",0
each toxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,10,8,P041;P055;P188;P202,1990;2015,"('each toxin', 'toxin composition')",0
genus alexandrium,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,10,8,P042;P058;P189;P205,2006;2015,"('genus alexandrium', 'toxin content')",0
cyanobacteria,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,9,9,16646002;23648419;23955286;24031789;24956074;26239440;28678186;38786590;41655539,2006.0;2011.0;2013.0;2014.0;2015.0;2017.0;2024.0;2026.0,"('cyanobacteria', 'toxin content')",0
alexandrium,sxt gene,SEMANTIC_CO_OCCURS,GENE;PHRASE_GENE_MECHANISM;TAXON_GROUP,PHRASE_GENE_MECHANISM;PHRASE_TAXON;TAXON_GROUP,9,8,P151;P159,2015,"('alexandrium', 'sxt gene')",0
cellular toxin,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,9,8,P086;P108;P110;P214,1994;2006;2012;2014,"('cellular toxin', 'toxin content')",0
saxitoxin derivatives,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,9,6,P042;P078;P189,1999;2006,"('saxitoxin derivatives', 'toxin content')",0
cyanobacteria,toxin producing,SEMANTIC_CO_OCCURS,TAXON_GROUP;TOXIN_PHENOTYPE,TAXON_GROUP;TOXIN_PHENOTYPE,8,8,10414862;16650472;18461783;24275084;26417864;27907126;29705145,1999.0;2006.0;2008.0;2014.0;2015.0;2016.0;2018.0,"('cyanobacteria', 'toxin producing')",0
neosaxitoxin,neostx,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,8,8,19632259;21710505;25046082;25456236;27130970;28604648;35131565;37888642,2010.0;2013.0;2014.0;2016.0;2017.0;2022.0;2023.0,"('neosaxitoxin', 'neostx')",0
alexandrium,fed with the toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P053;P064;P200;P211,2005;2006,"('alexandrium', 'fed with the toxic')",0
alexandrium catenella,neostx,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,8,8,P042;P053;P087;P189;P200,2006;2010,"('alexandrium catenella', 'neostx')",0
alexandrium fundyense,nitrogen limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;SPECIES,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TAXON,8,8,P041;P188,1990,"('alexandrium fundyense', 'nitrogen limitation')",0
alexandrium fundyense,nutrient limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;SPECIES,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TAXON,8,8,P041;P188,1990,"('alexandrium fundyense', 'nutrient limitation')",0
alexandrium fundyense,phosphorus limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_OTHER;SPECIES,ENV_FACTOR;PHRASE_OTHER;PHRASE_TAXON,8,8,P041;P188,1990,"('alexandrium fundyense', 'phosphorus limitation')",0
alexandrium ostenfeldii,toxin content,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,8,8,P058;P205,2015,"('alexandrium ostenfeldii', 'toxin content')",0
alexandrium ostenfeldii,toxins in the adriatic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P051;P059;P198;P206,2006;2012,"('alexandrium ostenfeldii', 'toxins in the adriatic')",0
alexandrium tamarense,alexandrium tamarense species,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,8,8,P044;P127;P151;P191,2014;2015,"('alexandrium tamarense', 'alexandrium tamarense species')",0
alexandrium tamarense,alexandrium tamarense species complex,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,8,8,P044;P127;P151;P191,2014;2015,"('alexandrium tamarense', 'alexandrium tamarense species complex')",0
comparative paralytic shellfish toxin,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P056;P065;P203;P212,2004;2005,"('comparative paralytic shellfish toxin', 'gymnodinium catenatum')",0
comparative paralytic shellfish toxin,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P056;P065;P203;P212,2004;2005,"('comparative paralytic shellfish toxin', 'paralytic shellfish toxins')",0
comparative paralytic shellfish toxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P056;P065;P203;P212,2004;2005,"('comparative paralytic shellfish toxin', 'toxin profile')",0
dinoflagellates,pst producing,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP;TOXIN_PHENOTYPE,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN_PHENOTYPE,8,8,P012;P180,2010;2014,"('dinoflagellates', 'pst producing')",0
dominant toxins,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P046;P050;P193;P197;P227,1996;2003;2012,"('dominant toxins', 'paralytic shellfish toxins')",0
each toxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P041;P055;P188;P202,1990;2015,"('each toxin', 'toxin profile')",0
gymnodinium catenatum,neosaxitoxin,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,8,8,P055;P057;P202;P204,2015,"('gymnodinium catenatum', 'neosaxitoxin')",0
gymnodinium catenatum,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P056;P065;P203;P212,2004;2005,"('gymnodinium catenatum', 'paralytic shellfish toxin profiles')",0
gymnodinium catenatum,paralytic toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P106;P178;P202,2010;2014;2015,"('gymnodinium catenatum', 'paralytic toxin')",0
gymnodinium catenatum,shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P056;P065;P203;P212,2004;2005,"('gymnodinium catenatum', 'shellfish toxin profiles')",0
gymnodinium catenatum graham,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P056;P202;P203,2005;2015,"('gymnodinium catenatum graham', 'paralytic shellfish toxins')",0
gymnodinium catenatum graham,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P056;P202;P203,2005;2015,"('gymnodinium catenatum graham', 'toxin profile')",0
less toxic,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P047;P087;P180;P194,2010;2014,"('less toxic', 'paralytic shellfish toxins')",0
marine dinoflagellate gymnodinium,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P057;P202;P204,2015,"('marine dinoflagellate gymnodinium', 'toxin profile')",0
marine dinoflagellate gymnodinium catenatum,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P057;P202;P204,2015,"('marine dinoflagellate gymnodinium catenatum', 'paralytic shellfish toxins')",0
marine dinoflagellate gymnodinium catenatum,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P055;P057;P202;P204,2015,"('marine dinoflagellate gymnodinium catenatum', 'toxin profile')",0
nitrogen limitation,phosphorus limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_OTHER,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_OTHER,8,8,P041;P188,1990,"('nitrogen limitation', 'phosphorus limitation')",0
nitrogen limitation,toxin profile,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P188,1990,"('nitrogen limitation', 'toxin profile')",0
nutrient limitation,phosphorus limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_OTHER,8,8,P041;P188,1990,"('nutrient limitation', 'phosphorus limitation')",0
nutrient limitation,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P188,1990,"('nutrient limitation', 'toxin content')",0
other saxitoxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P046;P189;P193,1996;2006,"('other saxitoxin', 'toxin composition')",0
other saxitoxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P046;P189;P193,1996;2006,"('other saxitoxin', 'toxin profile')",0
other saxitoxin derivatives,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P046;P189;P193,1996;2006,"('other saxitoxin derivatives', 'toxin composition')",0
other saxitoxin derivatives,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P046;P189;P193,1996;2006,"('other saxitoxin derivatives', 'toxin profile')",0
paralytic shellfish toxins,paralytic toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P055;P058;P106;P202;P205,2014;2015,"('paralytic shellfish toxins', 'paralytic toxin')",0
paralytic shellfish toxins,sulfocarbamoyl toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P048;P189;P195,2006;2014,"('paralytic shellfish toxins', 'sulfocarbamoyl toxin')",0
paralytic shellfish toxins,toxic profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P051;P061;P198;P208;P227,2003;2004;2012,"('paralytic shellfish toxins', 'toxic profiles')",0
phosphorus limitation,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_OTHER;TOXIN,ENV_FACTOR;PHRASE_OTHER;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P188,1990,"('phosphorus limitation', 'toxin content')",0
phosphorus limitation,toxin profile,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_OTHER;TOXIN,ENV_FACTOR;PHRASE_OTHER;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P188,1990,"('phosphorus limitation', 'toxin profile')",0
phylogeny,toxin profile,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;TOXIN,EVOLUTIONARY_PROCESS;PHRASE_TOXIN_PHENOTYPE,8,8,P044;P058;P191;P205,2014;2015,"('phylogeny', 'toxin profile')",0
producing dinoflagellates,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P058;P188;P205,1990;2015,"('producing dinoflagellates', 'toxin profile')",0
psp toxin profile,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P044;P063;P191;P210,2008;2014,"('psp toxin profile', 'toxin profile')",0
saxitoxin derivatives,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P042;P046;P189;P193,1996;2006,"('saxitoxin derivatives', 'toxin profile')",0
strains of alexandrium,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,8,8,P041;P047;P188;P194,1990;2014,"('strains of alexandrium', 'toxin content')",0
toxin analogues,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P053;P055;P200;P202,2006;2015,"('toxin analogues', 'toxin composition')",0
toxin analogues,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,8,P053;P055;P200;P202,2006;2015,"('toxin analogues', 'toxin profile')",0
cyanobacteria,salinity,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,8,7,23892224;29791446;33980428;33980444;33980451;35131565;40279773,2013.0;2018.0;2021.0;2022.0;2025.0,"('cyanobacteria', 'salinity')",0
gonyautoxins,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR;TOXIN,ENV_FACTOR;TOXIN,8,7,P042;P078;P080;P086;P093;P189,1994;1999;2000;2006;2015,"('gonyautoxins', 'temperature')",0
alexandrium minutum,alexandrium ostenfeldii,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON;SPECIES,8,6,P051;P198,2012,"('alexandrium minutum', 'alexandrium ostenfeldii')",0
differences in toxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,8,6,P041;P078;P188,1990;1999,"('differences in toxin', 'toxin composition')",0
